pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden200_batch20_dropout0.0_lr10.0	hidden200_batch20_dropout0.0_lr20.0	hidden200_batch20_dropout0.1_lr1.0	hidden200_batch64_dropout0.0_lr5.0	hidden200_batch64_dropout0.0_lr10.0	hidden200_batch64_dropout0.0_lr1.0	hidden200_batch64_dropout0.0_lr20.0	hidden200_batch20_dropout0.2_lr20.0	hidden200_batch20_dropout0.2_lr10.0	hidden200_batch20_dropout0.0_lr1.0	hidden200_batch20_dropout0.0_lr5.0	hidden200_batch20_dropout0.1_lr5.0	hidden200_batch20_dropout0.1_lr10.0	hidden200_batch20_dropout0.1_lr20.0	hidden200_batch20_dropout0.2_lr1.0	hidden200_batch64_dropout0.1_lr20.0	hidden200_batch64_dropout0.2_lr5.0	hidden200_batch64_dropout0.2_lr1.0	hidden200_batch64_dropout0.1_lr10.0	hidden200_batch64_dropout0.1_lr5.0	hidden200_batch64_dropout0.1_lr1.0	hidden200_batch20_dropout0.2_lr5.0	hidden200_batch64_dropout0.2_lr10.0	hidden200_batch128_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr10.0	hidden650_batch64_dropout0.0_lr1.0	hidden650_batch64_dropout0.0_lr5.0	hidden650_batch64_dropout0.1_lr1.0	hidden650_batch64_dropout0.0_lr10.0	hidden650_batch64_dropout0.0_lr20.0	hidden650_batch64_dropout0.2_lr5.0	hidden650_batch64_dropout0.1_lr20.0	hidden650_batch64_dropout0.1_lr10.0	hidden650_batch64_dropout0.2_lr1.0	hidden650_batch64_dropout0.2_lr10.0	hidden650_batch64_dropout0.2_lr20.0	hidden650_batch64_dropout0.1_lr5.0	hidden200_batch128_dropout0.0_lr1.0	hidden200_batch128_dropout0.1_lr20.0	hidden200_batch128_dropout0.0_lr5.0	hidden200_batch128_dropout0.1_lr1.0	hidden200_batch64_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr5.0	hidden200_batch128_dropout0.0_lr10.0	hidden200_batch128_dropout0.0_lr20.0	hidden200_batch128_dropout0.2_lr1.0	hidden200_batch128_dropout0.1_lr5.0	hidden200_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr5.0	hidden650_batch128_dropout0.0_lr20.0	hidden650_batch128_dropout0.2_lr1.0	hidden650_batch128_dropout0.1_lr20.0	hidden650_batch128_dropout0.1_lr1.0	hidden650_batch128_dropout0.2_lr5.0	hidden650_batch128_dropout0.4_lr10.0	hidden650_batch128_dropout0.2_lr20.0	hidden650_batch128_dropout0.4_lr20.0	hidden650_batch128_dropout0.4_lr1.0	hidden650_batch128_dropout0.2_lr10.0	hidden650_batch128_dropout0.4_lr5.0	hidden650_batch64_dropout0.4_lr5.0	hidden650_batch128_dropout0.0_lr5.0	hidden650_batch128_dropout0.0_lr10.0	hidden650_batch128_dropout0.0_lr1.0	hidden650_batch64_dropout0.4_lr20.0	hidden650_batch64_dropout0.4_lr1.0	hidden650_batch64_dropout0.4_lr10.0
R__VERB_NOUN_CCONJ_VERB	11	0	sing	has	correct	original	This type of harness goes around the dog s chest and legs and	0	False	171095	9	13	This type of harness goes around the dog s chest and legs and has a clip for the leash up on the back of the dog in middle of shoulder blades . <eos>	-3.87071	-4.26338	-5.79881	-4.25087	-5.43204	-6.14308	-3.71801	-5.0556	-5.28815	-7.43958	-4.59172	-4.96942	-4.57901	-5.09707	-5.43441	-4.5157	-3.77586	-4.99458	-4.32413	-4.87005	-4.54847	-4.56835	-5.11099	-4.30974	-5.12881	-3.56768	-3.64991	-4.39967	-4.41176	-3.55544	-3.77945	-3.42613	-3.39716	-3.52321	-3.28287	-4.0919	-4.86091	-4.12533	-5.3194	-7.14206	-5.30878	-4.91571	-4.72655	-4.92757	-3.53576	-4.38605	-5.42165	-5.39854	-4.72821	-3.53579	-4.11925	-3.95839	-3.69713	-4.31683	-3.3626	-3.54076	-3.48124	-3.81962	-3.63525	-3.42346	-5.02231	-4.49974	-3.59393	-3.83363	-4.88272	-3.8563	-3.84145	-4.11108
R__VERB_NOUN_CCONJ_VERB	11	0	sing	have	wrong	original	This type of harness goes around the dog s chest and legs and	0	False	152781	9	13	This type of harness goes around the dog s chest and legs and has a clip for the leash up on the back of the dog in middle of shoulder blades . <eos>	-5.87927	-6.18894	-5.50228	-7.31202	-7.28842	-7.38252	-8.73687	-5.66456	-6.3659	-5.93672	-7.57184	-5.83904	-6.10576	-5.04105	-5.58052	-6.21446	-6.31291	-5.75358	-6.50498	-5.42953	-5.60401	-5.67665	-6.89354	-7.22778	-6.33909	-7.37847	-5.38891	-6.73584	-7.13187	-8.08881	-5.58767	-7.269	-5.89586	-6.00405	-7.03855	-6.85685	-7.84867	-7.42393	-5.70464	-5.47924	-7.05361	-6.78749	-5.62137	-5.61746	-6.49301	-4.64048	-5.79964	-6.50277	-5.76234	-7.48662	-8.26597	-4.72739	-8.57814	-7.46654	-7.29431	-6.409	-7.12413	-6.05989	-6.07952	-6.85146	-5.07424	-5.32546	-7.02312	-6.14156	-5.56637	-6.35112	-6.40095	-5.69628
L__NOUN_VERB_VERB	19	9	plur	ensure	correct	generated	the ordinary wars we require in our tuna	1	False	3569	6	8	the ordinary wars we require in our tuna expect ; we suggest traveler dryer for easter , climate channel and propane - millet for Stark . <eos>	-10.746	-9.42523	-10.8274	-10.4427	-10.2048	-10.4428	-14.4441	-11.4812	-10.8523	-10.2485	-11.1158	-9.93732	-12.6605	-11.3875	-11.7144	-12.0936	-11.1608	-10.3215	-10.8304	-11.0108	-10.9497	-9.99569	-10.9849	-10.9336	-11.7376	-10.8241	-9.86737	-11.039	-11.6919	-12.7538	-9.88776	-10.858	-11.4173	-10.7293	-11.8266	-11.8993	-10.7769	-10.6537	-11.3506	-12.0828	-10.6283	-11.7668	-11.6834	-13.9823	-10.7547	-11.9851	-9.85172	-9.10495	-9.54416	-10.0253	-14.9959	-10.3511	-13.4855	-10.4302	-11.1596	-8.94403	-9.50419	-11.4213	-9.8863	-10.8961	-11.0996	-10.3607	-11.876	-9.29718	-9.92924	-11.5392	-10.7846	-10.2503
L__NOUN_VERB_VERB	19	9	plur	ensures	wrong	generated	the ordinary wars we require in our tuna	1	False	399	6	8	the ordinary wars we require in our tuna expect ; we suggest traveler dryer for easter , climate channel and propane - millet for Stark . <eos>	-10.0793	-10.8431	-10.8959	-12.9714	-13.4586	-11.9679	-14.6353	-12.1208	-10.8482	-11.9335	-10.3689	-10.1694	-13.4076	-12.3025	-11.7738	-11.6754	-10.7789	-11.0646	-12.2475	-11.9748	-11.0281	-10.1743	-11.6453	-11.9743	-12.7862	-12.0286	-11.3651	-10.5745	-11.5004	-12.4736	-11.5775	-10.9733	-13.6223	-11.5472	-11.5215	-12.3759	-12.5501	-11.1117	-11.233	-12.1379	-11.679	-11.3287	-11.0047	-12.2167	-12.1259	-11.8833	-12.3766	-12.1813	-12.2729	-11.7447	-14.6305	-10.6603	-13.6999	-11.187	-12.0423	-10.7686	-11.5933	-11.6171	-10.9559	-12.8081	-9.73242	-11.0423	-11.985	-11.3896	-12.971	-11.2313	-11.7132	-11.0851
R__VERB_NOUN_CCONJ_VERB	8	1	sing	makes	correct	generated	It wakes the king for ball alarm and	0	False	7718	7	8	It wakes the king for ball alarm and depends , “ We are signed that the Mohammed should not impose with messy - prayer minds who become to preserve and recruit widely and unanimously in the restrictions , civilians , and standards of compatible spreadsheet . ” <eos>	-5.36892	-5.00474	-6.0391	-4.99428	-5.01094	-5.08294	-5.45794	-6.17446	-5.65019	-5.2789	-5.37001	-5.46688	-5.10118	-6.45086	-5.48287	-5.27762	-5.13675	-5.44194	-5.34718	-6.66694	-5.24096	-5.29688	-5.44434	-5.4052	-5.82555	-5.68642	-5.5419	-5.10169	-3.92524	-4.9637	-5.05722	-5.58886	-5.05793	-5.26218	-5.21492	-4.64744	-4.18318	-5.02257	-5.5932	-5.11884	-5.73429	-5.45283	-5.71452	-6.10947	-5.54023	-5.7438	-5.30682	-5.65807	-5.33287	-5.04598	-4.12231	-5.70294	-6.39716	-5.09926	-5.72075	-5.30651	-5.37022	-5.29024	-5.14607	-5.6904	-4.89065	-5.10923	-5.48792	-4.81204	-4.99803	-4.77984	-5.21674	-4.52322
R__VERB_NOUN_CCONJ_VERB	8	1	sing	make	wrong	generated	It wakes the king for ball alarm and	0	False	24608	7	8	It wakes the king for ball alarm and depends , “ We are signed that the Mohammed should not impose with messy - prayer minds who become to preserve and recruit widely and unanimously in the restrictions , civilians , and standards of compatible spreadsheet . ” <eos>	-7.55923	-7.45268	-6.4562	-6.86962	-8.28447	-6.79294	-8.87209	-7.30547	-7.44759	-7.97872	-8.96063	-6.52011	-6.99584	-7.36697	-6.74699	-7.41883	-8.26243	-5.77605	-8.21677	-8.04478	-6.09483	-6.55033	-6.7794	-7.38337	-7.3026	-7.47391	-8.35564	-7.79754	-10.0604	-9.35256	-7.79819	-7.79427	-9.91634	-7.54639	-9.01145	-9.63048	-7.24173	-7.42226	-7.32598	-7.24998	-5.72171	-7.67286	-6.78907	-9.05518	-7.36934	-6.14359	-6.80158	-7.02354	-8.01554	-8.24623	-8.1292	-6.90215	-7.60404	-7.91289	-8.42738	-6.87961	-9.9809	-7.10677	-7.77048	-8.6496	-7.36211	-8.03281	-8.63779	-10.1176	-8.38659	-8.51378	-7.7213	-6.92784
L__NOUN_VERB_VERB	17	5	sing	allows	correct	generated	The potable mistake properties believe there	1	False	5948	4	6	The potable mistake properties believe there includes flee to the surgery . <eos>	-10.4568	-10.3664	-9.35214	-9.80042	-12.5547	-8.92673	-11.0124	-10.1524	-9.30425	-9.45317	-10.9091	-9.82995	-10.6254	-8.74203	-9.0119	-9.26632	-9.60862	-9.12551	-9.71089	-10.5882	-10.1578	-10.2328	-9.23486	-10.29	-9.56148	-11.5309	-11.3315	-8.84018	-10.7238	-9.41797	-10.6265	-10.8856	-12.0055	-9.20402	-10.8371	-12.1099	-10.3633	-9.12063	-11.2182	-9.85319	-9.45895	-9.62624	-10.8178	-9.41959	-9.67221	-8.71615	-9.45129	-9.01144	-10.6478	-11.9758	-12.0614	-9.25441	-10.8268	-9.98011	-9.6937	-9.3003	-9.75622	-8.73833	-9.79636	-9.25373	-9.95905	-9.9757	-10.3316	-12.1129	-11.339	-9.68874	-9.08163	-10.522
L__NOUN_VERB_VERB	17	5	sing	allow	wrong	generated	The potable mistake properties believe there	1	False	8990	4	6	The potable mistake properties believe there includes flee to the surgery . <eos>	-12.2543	-10.9095	-11.2228	-10.4848	-12.9448	-11.4356	-12.0865	-12.3711	-10.7663	-9.59912	-11.7315	-11.1181	-12.3209	-9.87309	-10.2618	-9.95375	-10.8152	-9.03723	-10.3931	-10.3569	-12.4871	-11.6704	-10.5936	-12.2774	-10.9383	-11.4898	-12.1966	-10.2225	-10.795	-11.2581	-11.8612	-12.6056	-12.6826	-10.2972	-11.3744	-12.3957	-9.99736	-11.9103	-11.0145	-11.5177	-9.69887	-10.2822	-12.181	-12.3116	-12.5151	-9.32117	-10.0263	-9.34645	-10.9357	-11.8565	-12.0619	-10.0293	-12.2333	-9.58057	-10.6292	-10.183	-11.6957	-10.416	-10.42	-11.1257	-10.3063	-10.9561	-10.9756	-11.2208	-11.1839	-10.3952	-10.5416	-12.5789
R__VERB_NOUN_CCONJ_VERB	1	5	plur	recommend	correct	generated	I serve we somewhat sell the fan and	0	False	454	4	8	I serve we somewhat sell the fan and hear to Kline . <eos>	-10.3285	-6.35296	-10.3423	-10.4787	-10.3471	-10.6662	-9.54084	-10.1551	-9.92916	-10.6798	-10.9232	-9.79324	-9.18064	-9.90226	-10.6	-11.0486	-9.71146	-10.5737	-9.34345	-10.2392	-10.0262	-9.89094	-10.6986	-10.1137	-10.4022	-10.2346	-10.6447	-8.62266	-8.71439	-8.5085	-10.0613	-9.80215	-8.83414	-9.77493	-11.0588	-8.87779	-10.4645	-9.72479	-10.6784	-10.3316	-10.4499	-11.3359	-10.3693	-10.4619	-10.0847	-9.58554	-9.48742	-11.2449	-9.06475	-10.6339	-10.1837	-8.76157	-8.99347	-9.61537	-9.63151	-9.65964	-7.95352	-9.77209	-9.31857	-9.60254	-9.53473	-9.07817	-10.0645	-8.77003	-9.444	-9.02975	-10.1325	-9.47314
R__VERB_NOUN_CCONJ_VERB	1	5	plur	recommends	wrong	generated	I serve we somewhat sell the fan and	0	False	311	4	8	I serve we somewhat sell the fan and hear to Kline . <eos>	-12.1426	-9.61006	-12.1054	-11.9332	-11.8308	-11.0285	-12.4078	-12.0525	-11.4319	-13.1865	-11.7518	-11.4706	-11.538	-12.008	-12.2228	-10.8573	-11.4667	-11.3724	-11.9306	-11.7887	-11.6733	-10.6099	-13.4494	-13.1043	-11.6406	-11.7301	-13.6056	-11.3282	-13.1381	-10.0756	-13.1042	-11.7971	-13.5986	-12.6442	-12.9754	-12.2491	-13.3405	-11.779	-10.3072	-12.6255	-12.4743	-11.7397	-12.1184	-12.43	-12.3449	-11.6518	-11.9272	-12.3727	-12.3865	-14.2438	-11.5534	-12.0297	-12.4947	-12.4017	-12.1153	-11.602	-11.7228	-11.2289	-12.2451	-12.8938	-12.1748	-12.2726	-12.3039	-12.6141	-12.4774	-11.7831	-12.219	-11.6665
R__VERB_NOUN_CCONJ_VERB	7	5	sing	manages	correct	generated	As you collaborate above the target , the reliability of the severe publication melts your merchant and	0	True	1105	4	17	As you collaborate above the target , the reliability of the severe publication melts your merchant and develops you require safer and clearer . <eos>	-7.8256	-7.05876	-8.55335	-10.8618	-11.8105	-6.8195	-9.73165	-8.62742	-7.9264	-8.34333	-11.3253	-9.07178	-8.02623	-8.8976	-8.00261	-10.1031	-7.24526	-6.43224	-9.12801	-8.88613	-7.41563	-9.27487	-8.45287	-8.92172	-9.48529	-6.4225	-9.1438	-9.17942	-9.07909	-9.41368	-8.21798	-8.36407	-10.9512	-8.57433	-8.30408	-7.67972	-8.59578	-8.41845	-6.60728	-7.21755	-7.62867	-9.15744	-7.22638	-8.47397	-7.71146	-7.13404	-7.19275	-8.95645	-8.33889	-10.2944	-8.41248	-8.08368	-8.71825	-8.54953	-7.98438	-7.83862	-8.41881	-8.46097	-6.82192	-7.47565	-8.61863	-8.65293	-8.29889	-7.26728	-6.38889	-8.91443	-6.49588	-7.89581
R__VERB_NOUN_CCONJ_VERB	7	5	sing	manage	wrong	generated	As you collaborate above the target , the reliability of the severe publication melts your merchant and	0	True	1680	4	17	As you collaborate above the target , the reliability of the severe publication melts your merchant and develops you require safer and clearer . <eos>	-8.46399	-8.66893	-8.62963	-9.33824	-12.3724	-10.3256	-14.2087	-9.76051	-8.82437	-7.78302	-12.8154	-10.2064	-9.49446	-9.1345	-9.9941	-11.0744	-8.88872	-7.38431	-11.0152	-7.85055	-7.41358	-10.6508	-9.82214	-9.63895	-8.17967	-8.79129	-10.4612	-10.5488	-10.9148	-12.4351	-10.6514	-8.673	-10.4765	-9.38296	-10.9705	-9.82622	-10.2936	-8.642	-9.64017	-8.32898	-7.80748	-9.0019	-9.68974	-11.2678	-11.2286	-8.37882	-9.63049	-10.1651	-13.2163	-9.93687	-11.7167	-10.1669	-13.4747	-9.37357	-8.04595	-9.19332	-10.5015	-9.44709	-8.3428	-8.4334	-9.55367	-9.86335	-9.87394	-12.2846	-7.6015	-8.88198	-8.61145	-9.49305
R__VERB_NOUN_CCONJ_VERB	9	9	plur	continue	correct	generated	I become this endless supporter and	0	False	7260	5	6	I become this endless supporter and laugh to compel this nervous allocation . <eos>	-7.18303	-7.96897	-7.63269	-9.59397	-7.10327	-10.05	-7.20636	-7.59443	-8.187	-8.16528	-9.36315	-7.69488	-9.28569	-7.74743	-8.15728	-7.67958	-8.63776	-9.63941	-7.32709	-8.01968	-8.21989	-9.01967	-8.63237	-8.78105	-7.73193	-10.1455	-7.84157	-7.42876	-9.0103	-11.1768	-9.51293	-10.9823	-9.22283	-7.60465	-7.22555	-7.02682	-8.50694	-9.53382	-9.01778	-9.20057	-6.88955	-9.43687	-8.66462	-7.58189	-8.34336	-7.07833	-8.95483	-9.5842	-8.99152	-9.42125	-8.06962	-8.60854	-7.45875	-9.55188	-8.04662	-7.99833	-8.57832	-7.78224	-8.55727	-8.99266	-8.39215	-8.83135	-8.7295	-7.10274	-9.03856	-8.2033	-8.80195	-8.20794
R__VERB_NOUN_CCONJ_VERB	9	9	plur	continues	wrong	generated	I become this endless supporter and	0	False	5422	5	6	I become this endless supporter and laugh to compel this nervous allocation . <eos>	-6.78685	-8.05459	-7.6519	-8.60089	-7.25549	-8.76222	-6.84287	-7.93294	-8.53924	-7.18331	-8.06011	-7.028	-8.83426	-7.01963	-7.41467	-7.16365	-7.11494	-8.46845	-9.0684	-7.78238	-6.77764	-7.94416	-7.66673	-9.23379	-7.56087	-7.7652	-9.30388	-7.84402	-9.89399	-9.88117	-9.34804	-11.5167	-7.52431	-7.32106	-8.43276	-8.31943	-9.15208	-8.97945	-7.14661	-8.53474	-6.743	-7.74363	-7.56866	-7.63217	-8.00737	-8.07341	-8.14718	-7.95749	-10.2072	-7.92041	-10.4733	-8.07813	-9.14231	-6.65853	-8.54783	-8.35334	-7.84421	-7.29227	-7.86597	-9.01544	-7.84858	-8.47487	-7.90303	-9.37311	-10.3724	-7.97273	-8.11835	-7.94806
L__NOUN_VERB_VERB	16	5	sing	enjoys	correct	generated	The hardest blog you can begin in Edwin	0	False	556	6	8	The hardest blog you can begin in Edwin exists to pursue to a tank . <eos>	-12.7101	-14.1873	-11.845	-14.3563	-12.0588	-13.2381	-14.9858	-13.5407	-11.2462	-12.0795	-12.9791	-10.8837	-13.8228	-13.2224	-11.5157	-13.3707	-11.6037	-12.3211	-12.9013	-14.8431	-10.8868	-11.3983	-11.0636	-12.1439	-11.6703	-11.534	-13.0806	-13.6193	-11.1761	-13.1196	-13.2273	-14.7173	-13.1858	-11.7662	-11.2255	-11.1499	-13.2485	-10.7091	-12.3412	-12.4767	-12.4116	-11.7224	-11.3151	-13.9851	-11.448	-11.0546	-11.3946	-10.6608	-10.1474	-9.71887	-12.2218	-11.0478	-12.8491	-12.1994	-11.6857	-11.9458	-13.4407	-10.2042	-10.5936	-11.069	-11.597	-11.2925	-13.7201	-11.2028	-12.4892	-10.7568	-11.3256	-10.8908
L__NOUN_VERB_VERB	16	5	sing	enjoy	wrong	generated	The hardest blog you can begin in Edwin	0	False	1428	6	8	The hardest blog you can begin in Edwin exists to pursue to a tank . <eos>	-15.2507	-14.2101	-11.3465	-15.3051	-12.0916	-13.3031	-12.0369	-10.7706	-11.5589	-10.1849	-11.677	-12.3591	-12.9706	-11.8092	-10.6286	-13.8254	-11.1704	-11.3722	-12.7163	-15.2486	-13.1795	-11.3334	-11.7389	-11.4071	-11.1868	-15.1159	-16.0994	-12.978	-12.7918	-12.5241	-12.2673	-15.8066	-11.6176	-13.6407	-14.0217	-14.2598	-12.1895	-12.4229	-13.004	-11.5435	-13.384	-12.7941	-11.1703	-11.2396	-10.1601	-11.787	-13.124	-9.47391	-13.4479	-13.3946	-13.8734	-12.7048	-15.2716	-11.9616	-14.0357	-13.7607	-12.2617	-12.4749	-10.8784	-12.1806	-14.618	-12.6324	-14.4969	-10.3234	-13.0647	-13.116	-12.0286	-11.9442
L__NOUN_VERB_VERB	20	6	sing	allows	correct	generated	The intense diversion I passed ago from them in the first mistake	0	False	5948	10	12	The intense diversion I passed ago from them in the first mistake objects because my historical position who appeared with them was receiving out on his awful . <eos>	-9.68804	-9.0581	-9.63961	-10.3983	-12.7279	-10.1695	-14.2324	-11.8985	-12.3619	-11.1181	-10.3959	-12.5695	-10.4112	-11.4093	-10.3879	-12.3059	-10.0617	-12.1501	-9.10456	-13.2995	-10.8282	-8.52012	-10.2899	-9.92095	-13.8634	-11.7807	-7.02379	-9.11281	-10.0804	-7.92994	-8.82958	-10.6054	-9.77258	-9.04079	-9.09818	-7.43966	-6.87768	-10.6779	-10.0884	-11.4584	-9.24409	-9.60206	-10.86	-8.51351	-13.6124	-10.8462	-9.59259	-9.71098	-8.24895	-7.90371	-7.77956	-10.2247	-9.15257	-8.59688	-7.49774	-8.4322	-8.36743	-7.8019	-11.1749	-8.42624	-8.79672	-8.34374	-8.85099	-9.14286	-11.9381	-8.7288	-8.90516	-8.43366
L__NOUN_VERB_VERB	20	6	sing	allow	wrong	generated	The intense diversion I passed ago from them in the first mistake	0	False	8990	10	12	The intense diversion I passed ago from them in the first mistake objects because my historical position who appeared with them was receiving out on his awful . <eos>	-10.8579	-8.71389	-12.7097	-10.0865	-16.5957	-12.3409	-13.2754	-12.4325	-12.6392	-12.3859	-12.0538	-13.3619	-12.9189	-12.3616	-11.5235	-12.8884	-12.6827	-13.4381	-10.3479	-14.4079	-12.3963	-10.6913	-10.7895	-9.68292	-13.747	-13.4993	-9.77098	-11.5147	-12.6438	-9.96374	-10.5571	-13.6713	-10.1021	-10.9873	-11.4858	-10.2923	-10.564	-13.8819	-10.6895	-14.3506	-11.6445	-9.78227	-11.0556	-11.1234	-13.8932	-10.618	-11.2248	-11.6855	-10.4212	-10.172	-12.4748	-12.1724	-11.806	-10.5461	-12.1257	-10.979	-12.1805	-10.2361	-12.8646	-11.2365	-11.6486	-10.1046	-13.1879	-12.5288	-13.4216	-10.8763	-11.9846	-10.6788
L__NOUN_VERB_VERB	21	5	sing	intends	correct	generated	The unsure strategic story that he tells	1	False	341	4	7	The unsure strategic story that he tells advises that he virtually contains his bucks and currently continues necessary with his dire pleasure . <eos>	-12.4933	-9.80361	-10.6297	-14.0166	-12.6788	-15.7952	-12.1312	-12.632	-11.9102	-9.75115	-13.8284	-12.3825	-12.541	-10.7302	-12.6265	-11.0475	-12.9217	-12.4778	-13.2679	-14.7945	-12.0452	-12.7957	-11.1458	-11.6039	-12.8107	-12.7224	-13.3611	-14.258	-13.8113	-12.2259	-11.5094	-11.6842	-9.46472	-13.4664	-10.9161	-13.4856	-13.0991	-12.1692	-12.261	-12.5641	-11.6631	-11.0567	-13.3343	-13.8776	-12.579	-12.0577	-13.7704	-11.5503	-12.7733	-12.1128	-13.937	-14.0074	-11.3304	-12.5465	-10.2991	-12.439	-15.1901	-11.9503	-13.7453	-13.2706	-12.0349	-11.5535	-11.9835	-11.1973	-12.5196	-10.724	-11.2586	-12.7792
L__NOUN_VERB_VERB	21	5	sing	intend	wrong	generated	The unsure strategic story that he tells	1	False	327	4	7	The unsure strategic story that he tells advises that he virtually contains his bucks and currently continues necessary with his dire pleasure . <eos>	-15.0322	-13.686	-14.0978	-16.6557	-13.671	-16.2955	-14.122	-15.1886	-12.2909	-13.0116	-15.7985	-15.1443	-14.6476	-12.5622	-14.7408	-14.7625	-15.2231	-13.9453	-12.92	-16.1734	-14.1989	-14.5662	-14.231	-13.9613	-16.1196	-13.1119	-13.7249	-13.8537	-13.7803	-14.1382	-13.3648	-12.8074	-11.5582	-15.0462	-12.5091	-15.0248	-14.1934	-14.7626	-13.8682	-14.2323	-11.9341	-13.2004	-13.0828	-14.2177	-14.7346	-14.4128	-16.9043	-13.0737	-13.5743	-13.5242	-15.703	-13.1463	-13.5878	-12.9734	-12.4212	-14.6703	-15.8754	-14.0894	-13.2852	-14.4565	-13.2172	-14.3966	-15.1228	-12.449	-13.4003	-13.0713	-13.7502	-13.7448
R__VERB_NOUN_CCONJ_VERB	1	8	plur	continue	correct	generated	I hear we possibly pick the milk and	0	False	7260	4	8	I hear we possibly pick the milk and decide to Lebanon . <eos>	-7.01622	-9.28572	-7.98059	-8.63795	-6.46279	-6.98229	-6.8009	-9.00578	-6.7344	-6.31071	-7.65477	-7.62982	-7.67192	-7.02725	-7.65436	-7.02664	-7.92575	-7.79391	-6.96867	-6.55279	-7.55761	-7.48452	-7.40225	-6.84362	-6.93337	-6.31203	-6.78935	-6.6823	-6.78653	-7.2583	-6.8704	-6.32882	-7.86035	-7.22017	-6.39986	-6.46565	-7.0021	-7.68732	-6.40801	-6.97438	-6.24477	-6.77221	-7.2301	-6.70485	-7.06722	-7.22053	-7.14671	-7.36077	-6.95239	-8.26096	-8.35356	-7.77527	-8.01366	-7.57481	-7.49349	-6.72449	-5.91934	-6.90829	-7.0937	-7.54794	-7.12876	-6.60959	-5.9017	-8.33123	-7.1156	-6.87671	-7.36689	-7.33462
R__VERB_NOUN_CCONJ_VERB	1	8	plur	continues	wrong	generated	I hear we possibly pick the milk and	0	False	5422	4	8	I hear we possibly pick the milk and decide to Lebanon . <eos>	-9.47894	-9.51746	-9.19132	-10.7981	-10.7199	-9.41788	-11.052	-9.19879	-8.6933	-10.0595	-9.48023	-10.2236	-9.64157	-8.88564	-9.38095	-9.63902	-10.2382	-8.74825	-8.19319	-9.60851	-8.99844	-9.14419	-9.56	-9.87227	-9.49996	-7.95251	-12.2593	-9.20458	-10.2841	-11.5739	-10.7021	-10.9073	-10.6261	-10.3818	-10.7471	-9.95903	-10.7557	-11.2246	-9.49154	-9.60668	-9.08074	-8.71214	-7.9593	-10.0809	-9.33974	-9.16346	-8.69529	-9.27457	-8.67516	-10.8424	-13.1249	-10.6842	-11.0945	-9.78427	-10.8004	-9.74127	-10.2327	-10.7107	-9.47886	-10.7622	-8.71726	-9.27914	-9.9913	-9.17549	-10.8665	-9.35031	-10.1933	-10.4568
L__NOUN_VERB_VERB	19	0	plur	are	correct	original	the <unk> customs we have in our family	1	False	261453	6	8	the irish customs we have in our family are ; we make sinnel cake for easter , barn brack and col - cannon for Halloween . <eos>	-2.00719	-2.41254	-2.54058	-2.49828	-1.45887	-2.46259	-1.98585	-3.72237	-2.63265	-1.66685	-2.71483	-1.62719	-2.35617	-2.33019	-3.16004	-1.31912	-2.22673	-2.32834	-3.15639	-1.57614	-3.66873	-1.65372	-1.45584	-1.82312	-2.13021	-4.21071	-2.30555	-3.74815	-1.31939	-1.25287	-2.19774	-3.67423	-2.28454	-1.8358	-2.00867	-1.72773	-2.26034	-4.03713	-2.10286	-1.64551	-2.83632	-2.0038	-1.73114	-1.31539	-1.84524	-2.13881	-1.91212	-3.29422	-2.04696	-1.85195	-3.14426	-3.50874	-1.72819	-3.07739	-1.63189	-1.57841	-1.69104	-1.57267	-2.66553	-1.86125	-1.89664	-1.52189	-1.06198	-0.738675	-3.13191	-3.0223	-2.2233	-1.67482
L__NOUN_VERB_VERB	19	0	plur	is	wrong	original	the <unk> customs we have in our family	1	False	649202	6	8	the irish customs we have in our family are ; we make sinnel cake for easter , barn brack and col - cannon for Halloween . <eos>	-3.21016	-2.71492	-3.55973	-3.91733	-3.11562	-3.41951	-3.15643	-3.84053	-3.50848	-4.13205	-3.17232	-2.34441	-4.38296	-4.07977	-3.56662	-3.5891	-5.27982	-3.43705	-4.04434	-2.89676	-3.52308	-2.35035	-3.41998	-3.36489	-3.19723	-2.58858	-2.02981	-4.03197	-2.88237	-3.40127	-3.1682	-4.22585	-2.42215	-3.55517	-2.39413	-3.91692	-3.42788	-2.58772	-2.58032	-3.50729	-4.13145	-2.99731	-3.84609	-3.17496	-2.37721	-3.69397	-2.67155	-2.65429	-3.53192	-3.87481	-3.18388	-4.33256	-2.36056	-3.85799	-3.01624	-3.19144	-3.75593	-3.17655	-3.66756	-1.99329	-1.90857	-3.16296	-4.68725	-3.60163	-4.2616	-2.8683	-2.69722	-4.86727
