pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	seed_hidden650_batch64_dropout0.1_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr10.0_seed1010	seed_hidden650_batch64_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr10.0_seed8574	seed_hidden650_batch64_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.1_lr10.0_seed11230	seed_hidden650_batch64_dropout0.2_lr20.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed1234	seed_hidden650_batch64_dropout0.2_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9420	seed_hidden650_batch128_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed3648	seed_hidden650_batch128_dropout0.2_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr20.0_seed1010	seed_hidden650_batch128_dropout0.2_lr10.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed3242	seed_hidden650_batch64_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed3648	seed_hidden650_batch128_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed11230	seed_hidden650_batch64_dropout0.1_lr20.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed9420	seed_hidden650_batch128_dropout0.2_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed5555	seed_hidden650_batch128_dropout0.1_lr10.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3648	seed_hidden650_batch128_dropout0.1_lr20.0_seed9420	seed_hidden650_batch128_dropout0.1_lr20.0_seed8574	seed_hidden650_batch128_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr10.0_seed8574	seed_hidden650_batch128_dropout0.1_lr10.0_seed9420	seed_hidden650_batch128_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed11230	seed_hidden650_batch128_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.2_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed1010	seed_hidden650_batch64_dropout0.1_lr20.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed44444	seed_hidden650_batch64_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed3648
L__NOUN_VERB_VERB	20	2	sing	eats	correct	generated	The asymmetrical migrant I saved incredibly from them in the first congregation	0	False	232	10	12	The asymmetrical migrant I saved incredibly from them in the first congregation enjoys because my magical flesh who assured with them was claiming out on his implicit . <eos>	-13.2741	-14.0754	-13.0549	-14.4503	-14.5541	-13.265	-14.8229	-12.1392	-14.2238	-15.4824	-16.2756	-14.1217	-13.8807	-13.3602	-14.8535	-14.8995	-15.0847	-14.4987	-13.4434	-13.5676	-13.0483	-12.7858	-14.2659	-14.4258	-14.7649	-13.3824	-13.7623	-14.3201	-13.3898	-16.4682	-14.047	-13.1318	-14.0926	-13.7775	-12.8725	-13.0197	-13.4511	-16.0678	-13.8781	-12.5905	-13.1243	-13.0668	-14.7406	-13.0451	-16.6713	-12.0921	-13.1394	-15.2352	-15.5247	-16.0755	-14.2122	-16.0464	-13.9404	-13.2361	-17.1438	-13.5333	-13.7146	-13.3262	-13.7829	-15.3915	-15.4056	-14.1385	-13.2131	-14.5148	-10.7757	-14.609	-15.205	-14.9798	-14.7884	-16.4761	-12.8602	-12.1498	-14.415	-13.8027	-14.8539	-14.0043	-12.4201	-15.5654	-16.4838
L__NOUN_VERB_VERB	20	2	sing	eat	wrong	generated	The asymmetrical migrant I saved incredibly from them in the first congregation	0	False	1652	10	12	The asymmetrical migrant I saved incredibly from them in the first congregation enjoys because my magical flesh who assured with them was claiming out on his implicit . <eos>	-12.532	-14.2021	-13.257	-12.6526	-13.6322	-12.3124	-14.5075	-10.4317	-13.0422	-12.7909	-15.062	-12.1413	-12.2032	-11.5409	-14.5	-13.2104	-13.5103	-13.5329	-12.2341	-13.337	-11.9676	-11.0664	-16.8619	-12.1034	-14.611	-13.6165	-13.8342	-12.9951	-11.3501	-15.3528	-13.624	-11.6718	-13.283	-12.2174	-11.0796	-12.4169	-11.6963	-14.4703	-13.0855	-11.438	-11.4418	-12.2053	-13.0539	-12.5619	-15.954	-11.7909	-13.5456	-13.8078	-14.3131	-13.821	-12.4313	-15.1092	-12.5006	-11.6057	-15.8916	-11.5483	-11.5737	-13.621	-14.211	-15.0097	-15.1459	-13.392	-13.4104	-13.2688	-12.6926	-12.9095	-13.2423	-12.632	-12.7312	-14.6038	-11.7957	-11.6308	-12.2681	-10.8734	-13.1665	-13.2668	-12.5276	-12.8994	-14.4268
R__VERB_NOUN_CCONJ_VERB	5	2	plur	blow	correct	generated	Bring me wash if you proceed any votes or	0	False	1100	4	9	Bring me wash if you proceed any votes or die anything undecided . <eos>	-7.49234	-8.51682	-9.52625	-7.64831	-6.67939	-8.12167	-11.332	-7.55483	-8.30394	-8.07313	-8.31356	-10.4373	-6.95991	-8.35661	-6.27979	-8.08819	-8.03025	-9.53178	-8.08728	-9.50856	-6.15163	-8.46249	-7.39314	-6.70321	-7.4553	-8.1242	-8.14253	-10.0637	-8.39562	-7.28824	-7.18304	-8.6545	-7.87156	-8.1252	-7.3138	-7.58135	-7.17586	-8.07767	-9.41247	-8.54396	-7.72201	-9.47237	-12.1792	-7.69684	-8.84214	-10.4959	-11.0158	-8.34383	-6.7845	-9.01813	-9.27984	-7.79482	-7.97745	-7.84883	-10.751	-8.61505	-10.2677	-8.53846	-7.25688	-8.08803	-9.01288	-9.19859	-8.33173	-9.39517	-7.99036	-9.49453	-9.82924	-7.15674	-9.30036	-6.38595	-8.28034	-7.18841	-7.87732	-8.561	-7.00669	-8.9909	-8.82457	-8.38107	-6.69979
R__VERB_NOUN_CCONJ_VERB	5	2	plur	blows	wrong	generated	Bring me wash if you proceed any votes or	0	False	360	4	9	Bring me wash if you proceed any votes or die anything undecided . <eos>	-7.91926	-8.62517	-10.303	-10.842	-9.39501	-8.56151	-7.70826	-8.8096	-7.26245	-8.56326	-10.4391	-9.91419	-9.51535	-8.10567	-7.31363	-10.1841	-7.11014	-9.48479	-10.161	-8.54285	-10.0449	-10.6644	-8.7933	-8.26288	-8.11994	-9.30553	-9.53959	-9.04361	-11.0511	-10.6265	-9.64131	-10.6842	-10.2732	-9.59759	-7.3943	-11.6599	-10.5671	-9.75396	-10.2387	-10.3096	-8.23862	-10.4726	-10.5552	-8.93829	-8.02005	-8.52518	-10.6849	-11.4342	-6.60692	-8.03843	-10.0294	-9.85256	-10.1061	-8.18127	-7.77285	-7.07277	-9.34346	-8.11692	-8.89427	-8.68619	-10.9776	-11.237	-9.99009	-9.45409	-9.58873	-8.3102	-11.6456	-9.64359	-7.36406	-10.8733	-12.426	-9.63931	-9.01779	-8.85437	-8.0568	-11.2658	-11.0573	-11.4822	-9.72061
L__NOUN_VERB_VERB	2	6	plur	find	correct	generated	<unk> I do n't begin to the balcony that the clergy we seek or spend to	1	False	10202	6	16	Whie I do n't begin to the balcony that the clergy we seek or spend to seek no aluminum on our class ( which I respond is regularly permanent ) , it does merge me why technologies manage out a wholesale stream of trees to convince the merchant on . <eos>	-4.64961	-4.7286	-5.31374	-3.69822	-5.39505	-5.1121	-3.51221	-3.83432	-4.9852	-4.21716	-4.46234	-4.05866	-5.48357	-4.16933	-4.14279	-5.15536	-5.37144	-5.04124	-5.34081	-4.20176	-4.4885	-6.47236	-4.55796	-5.82057	-3.4254	-4.72819	-4.34689	-3.91491	-4.31449	-4.31732	-4.84947	-4.93173	-5.02263	-5.19213	-4.83786	-5.08021	-4.66015	-5.51075	-4.70108	-4.71362	-4.71203	-4.13593	-4.55091	-4.90783	-5.01748	-4.26721	-4.75203	-4.6196	-4.6914	-4.68034	-4.9526	-3.36722	-5.51629	-3.87851	-4.84479	-4.55431	-3.87372	-3.86702	-4.14206	-4.34671	-5.42286	-4.12792	-4.53617	-4.90282	-4.66051	-4.22275	-4.10202	-4.69468	-3.86738	-5.37926	-4.24871	-4.49676	-3.61057	-5.66246	-4.67443	-4.21179	-4.77466	-4.40266	-4.42827
L__NOUN_VERB_VERB	2	6	plur	finds	wrong	generated	<unk> I do n't begin to the balcony that the clergy we seek or spend to	1	False	3408	6	16	Whie I do n't begin to the balcony that the clergy we seek or spend to seek no aluminum on our class ( which I respond is regularly permanent ) , it does merge me why technologies manage out a wholesale stream of trees to convince the merchant on . <eos>	-14.7183	-15.9823	-13.8721	-12.0191	-13.8211	-13.149	-16.4665	-13.6697	-12.7695	-12.9589	-13.0363	-12.6701	-12.142	-13.3515	-14.7308	-13.5793	-13.4156	-14.001	-13.5388	-11.7424	-11.7041	-13.0672	-14.4515	-14.2935	-13.8261	-11.8485	-13.4599	-12.6242	-13.5	-13.4474	-13.4719	-12.9172	-13.1515	-13.0035	-13.9056	-13.5468	-13.7639	-12.1641	-15.7851	-13.9453	-12.8089	-12.961	-14.6968	-12.27	-14.0382	-15.3305	-15.8808	-13.0366	-14.2558	-14.2649	-15.1436	-13.9146	-13.5992	-14.2725	-14.5636	-13.7043	-14.4583	-14.2554	-14.5288	-14.1828	-13.6922	-12.5707	-13.4606	-13.3173	-13.9503	-11.7718	-13.2209	-11.4325	-12.7819	-14.0219	-14.3571	-13.238	-13.0609	-14.895	-12.4659	-13.0157	-11.6563	-13.8277	-13.6655
L__NOUN_VERB_VERB	9	3	plur	spend	correct	generated	But appropriate recommendations do preserve the revision they manage he will prescribe , and the operations who listen him	1	True	2073	4	19	But appropriate recommendations do preserve the revision they manage he will prescribe , and the operations who listen him pay to attach the envelopes who extend him . <eos>	-10.7773	-12.1019	-11.8586	-9.40214	-9.34511	-9.72567	-9.33237	-9.48209	-10.6357	-9.08951	-10.814	-10.7777	-10.4796	-11.9299	-9.56509	-10.475	-10.456	-9.71214	-10.8747	-8.39045	-10.1275	-9.92762	-8.67291	-8.71686	-10.4817	-10.6452	-9.40301	-10.699	-12.5597	-9.92867	-10.3338	-9.82647	-9.8581	-11.13	-10.8173	-10.8235	-10.8071	-9.74414	-9.19486	-11.0547	-10.178	-11.3483	-10.5512	-10.5257	-10.3787	-12.739	-12.5457	-10.5211	-10.5083	-11.5192	-11.4345	-8.99771	-11.5262	-12.7705	-9.84617	-10.123	-10.1858	-10.5637	-11.7113	-11.6439	-9.51627	-11.8267	-11.9293	-9.60102	-9.05034	-11.1922	-12.4246	-10.697	-9.95409	-9.44325	-8.51236	-11.1465	-10.8377	-10.027	-9.41347	-10.972	-11.27	-10.9793	-10.5429
L__NOUN_VERB_VERB	9	3	plur	spends	wrong	generated	But appropriate recommendations do preserve the revision they manage he will prescribe , and the operations who listen him	1	True	506	4	19	But appropriate recommendations do preserve the revision they manage he will prescribe , and the operations who listen him pay to attach the envelopes who extend him . <eos>	-14.0228	-15.4422	-13.3734	-13.672	-13.5985	-12.5374	-12.954	-12.0789	-13.2391	-13.09	-12.4209	-13.6465	-11.3878	-13.8224	-12.3068	-12.8626	-13.3572	-13.0412	-13.8988	-12.3387	-12.3929	-13.0338	-11.9707	-12.418	-11.2759	-11.794	-11.8967	-13.9095	-13.5796	-14.0442	-12.0282	-11.7536	-12.8087	-13.2615	-14.921	-11.9248	-13.005	-13.4529	-12.0418	-13.4204	-12.6232	-14.6919	-14.9416	-12.7513	-13.1181	-15.9506	-14.0811	-12.9723	-12.6077	-13.1371	-12.9725	-11.3433	-16.0005	-14.589	-11.9777	-12.0073	-13.5772	-13.2447	-14.2559	-14.3968	-12.1814	-13.9562	-14.2293	-12.7324	-12.401	-12.5067	-13.5722	-14.6473	-12.5636	-13.521	-13.0912	-13.4224	-11.4505	-13.2174	-12.3066	-14.1261	-11.6554	-12.7279	-12.772
L__NOUN_VERB_VERB	11	1	plur	address	correct	generated	The empty wavy secretaries that widely would verify from blog	2	False	3744	7	10	The empty wavy secretaries that widely would verify from blog allow potato , tip , cycle , diversity , convinced misconception and dirty surgeons of computers and roles -- western as the Norma nightmare . <eos>	-9.07691	-7.09804	-9.08644	-10.5392	-6.84784	-10.9169	-8.34746	-7.46373	-9.3933	-7.19976	-8.73569	-7.89582	-9.40686	-8.85971	-7.32434	-8.82682	-9.61648	-8.24975	-10.7719	-8.88565	-8.91486	-8.65891	-9.76462	-8.36391	-9.69228	-9.52234	-8.81024	-6.84512	-9.98204	-7.61474	-8.00006	-6.24728	-8.17898	-7.62407	-6.9824	-12.747	-12.1289	-11.4943	-8.21399	-6.91095	-7.28507	-9.83261	-8.48083	-9.65041	-8.82555	-8.37644	-10.2529	-9.86001	-8.21604	-6.88253	-9.16115	-6.63269	-8.41093	-11.0521	-9.59893	-12.6217	-7.74648	-10.6099	-8.28671	-7.31622	-12.0001	-9.69713	-9.87131	-6.64472	-10.073	-10.3522	-11.83	-9.7675	-9.13668	-11.4108	-10.3135	-7.96731	-10.5686	-12.6782	-8.61031	-11.8805	-7.17065	-9.57967	-8.81816
L__NOUN_VERB_VERB	11	1	plur	addresses	wrong	generated	The empty wavy secretaries that widely would verify from blog	2	False	938	7	10	The empty wavy secretaries that widely would verify from blog allow potato , tip , cycle , diversity , convinced misconception and dirty surgeons of computers and roles -- western as the Norma nightmare . <eos>	-9.01167	-8.71795	-10.3546	-8.82901	-7.23676	-9.4672	-9.12759	-7.73851	-8.30692	-7.04158	-6.6909	-7.32042	-8.53735	-8.71157	-6.10709	-7.28283	-8.95636	-7.81064	-6.10642	-8.6172	-6.8039	-6.40391	-8.969	-7.39141	-7.0953	-6.78005	-6.71658	-4.23063	-8.47533	-6.8369	-5.14429	-5.54639	-7.25436	-5.82677	-6.38123	-11.2901	-7.86872	-9.43829	-4.75275	-6.79702	-6.52815	-10.2041	-5.96746	-8.71226	-9.15147	-6.87196	-5.58925	-7.71763	-7.70401	-6.54496	-9.55639	-8.42725	-7.79326	-7.99047	-7.54594	-8.47216	-9.44503	-11.0987	-7.39701	-8.53149	-10.5926	-6.87591	-8.32517	-8.45799	-8.91622	-6.87965	-8.3319	-6.85945	-7.85056	-8.88705	-8.54174	-6.08086	-7.54878	-10.4986	-8.12094	-10.7607	-5.73296	-7.75689	-7.04056
R__VERB_NOUN_CCONJ_VERB	2	9	plur	play	correct	generated	Leaders abruptly : Phoenix three through April six ( inciting you respond on the hatred we tell and	0	True	19515	7	18	Leaders abruptly : Phoenix three through April six ( inciting you respond on the hatred we tell and seem mutually to p the poisoning after we collaborate ) <eos>	-7.39428	-8.44865	-9.66332	-8.58609	-7.46245	-9.4216	-9.34789	-6.87899	-8.26707	-6.96949	-6.03853	-6.24721	-5.33892	-6.58202	-8.84404	-5.68744	-6.9353	-6.42806	-6.82415	-7.55194	-7.48709	-5.7122	-7.30003	-7.50677	-5.97598	-8.56773	-8.36988	-6.55944	-8.4484	-6.69715	-5.69854	-8.31262	-5.71919	-6.97644	-8.82512	-7.49297	-7.31055	-10.2615	-7.26632	-7.65006	-7.50123	-9.46983	-7.68341	-6.40109	-8.06141	-8.55192	-7.29309	-6.78893	-6.86141	-6.51203	-6.74036	-6.35172	-5.12524	-6.04275	-5.96879	-7.6187	-8.29771	-5.64613	-5.08441	-7.83104	-9.45312	-7.04071	-7.69323	-8.77839	-9.56038	-7.75824	-7.06503	-8.83875	-6.85573	-6.46734	-6.1449	-9.19643	-7.30307	-7.68717	-8.84018	-7.67735	-6.01087	-6.06451	-7.63213
R__VERB_NOUN_CCONJ_VERB	2	9	plur	plays	wrong	generated	Leaders abruptly : Phoenix three through April six ( inciting you respond on the hatred we tell and	0	True	5579	7	18	Leaders abruptly : Phoenix three through April six ( inciting you respond on the hatred we tell and seem mutually to p the poisoning after we collaborate ) <eos>	-10.8686	-7.82728	-9.43854	-9.32821	-8.19183	-10.7673	-10.8537	-10.7153	-9.41317	-10.1425	-9.66635	-8.75441	-9.51934	-9.79677	-9.30531	-7.70679	-9.04167	-8.26131	-10.4469	-10.2611	-9.26987	-8.69135	-8.79452	-9.65861	-10.2916	-8.08138	-8.79242	-11.4019	-10.4402	-7.83567	-9.34192	-9.73906	-9.41873	-9.46543	-9.7797	-9.30328	-9.38286	-12.8376	-11.8114	-10.284	-7.96204	-11.0971	-10.4688	-10.6876	-10.9092	-9.71718	-8.04151	-9.32434	-9.02387	-8.25162	-7.92055	-7.94629	-8.41469	-9.47144	-11.4957	-11.9168	-8.11655	-9.00536	-5.74286	-9.53152	-7.58032	-8.87976	-10.7904	-11.0299	-10.0433	-10.1298	-10.4553	-9.4464	-8.04738	-9.57722	-9.45439	-12.6898	-10.7435	-7.59955	-11.9248	-10.2186	-7.11809	-9.03104	-8.40874
L__NOUN_VERB_VERB	7	6	sing	does	correct	generated	Can you emit that the colony we are pushing	0	False	18787	4	9	Can you emit that the colony we are pushing submits toward a huge and main stove ? <eos>	-10.3125	-7.09069	-9.88009	-9.07785	-8.48969	-8.4213	-6.95393	-7.94006	-9.53421	-8.35446	-8.09206	-9.41749	-9.49896	-9.91003	-9.02292	-6.73405	-9.62335	-9.33909	-8.64428	-9.14404	-9.98988	-7.20105	-7.82484	-8.78504	-8.11135	-7.90427	-8.04592	-7.33722	-9.05355	-8.75076	-8.34875	-10.1717	-8.90233	-9.85528	-6.70012	-9.15421	-8.32529	-7.96874	-9.39296	-8.75303	-10.5336	-7.77705	-8.88121	-9.39256	-9.67218	-6.61484	-12.7605	-8.44618	-8.72117	-8.24794	-7.17619	-9.37228	-8.3427	-7.12411	-10.711	-7.67785	-7.07232	-9.70615	-6.41534	-9.1043	-8.76679	-7.97557	-7.64484	-6.9165	-7.26312	-8.69188	-8.83195	-7.02063	-9.00084	-9.41346	-8.84661	-8.2814	-9.41888	-7.03936	-8.98031	-8.3559	-8.12802	-9.73867	-8.92678
L__NOUN_VERB_VERB	7	6	sing	do	wrong	generated	Can you emit that the colony we are pushing	0	False	28089	4	9	Can you emit that the colony we are pushing submits toward a huge and main stove ? <eos>	-8.26043	-7.35402	-9.01849	-9.32123	-8.57911	-6.38022	-7.18561	-6.97992	-7.68966	-7.94186	-6.71789	-8.80017	-9.15577	-8.89525	-6.46532	-8.15457	-8.82906	-9.65224	-9.55825	-7.63071	-8.8852	-6.51883	-6.88217	-7.36845	-9.66843	-7.7105	-7.13802	-8.66299	-7.79743	-8.08596	-9.27132	-9.57325	-8.98032	-9.88542	-7.49952	-8.86009	-7.72323	-7.17169	-6.56064	-9.09107	-9.59521	-6.81941	-7.147	-8.52753	-8.39143	-5.8263	-9.29939	-7.49562	-7.76833	-8.03246	-6.65656	-10.3918	-9.59739	-6.91389	-9.79181	-7.74537	-9.22302	-8.2591	-8.33098	-8.70159	-6.674	-10.0145	-7.95109	-8.23209	-7.79384	-7.95423	-9.14473	-7.82268	-8.47818	-8.41936	-8.18122	-7.05763	-7.24231	-9.44103	-8.57291	-8.13937	-8.71326	-8.67607	-10.2832
L__NOUN_VERB_VERB	12	7	plur	are	correct	generated	Israeli sports that however would wander	1	False	261453	5	6	Israeli sports that however would wander eat grandchildren , club , Lieutenant route and some layers of stairs . <eos>	-9.77808	-8.39958	-9.89369	-8.13132	-7.75888	-6.91968	-9.72577	-6.77565	-8.24395	-6.15323	-7.44659	-7.02167	-6.8391	-9.00129	-8.80633	-7.53	-6.93301	-6.43494	-7.78399	-9.25084	-10.1342	-7.00363	-6.48039	-7.89661	-8.18015	-8.57518	-8.41592	-8.65692	-8.20585	-10.5624	-6.90084	-11.2465	-5.91831	-8.24693	-6.30203	-7.79095	-7.15317	-8.56255	-7.75972	-7.59608	-7.01728	-7.09236	-8.56477	-10.3021	-7.98196	-7.96294	-9.54758	-7.1227	-9.75281	-6.94456	-8.93689	-7.48904	-9.32511	-10.9821	-8.03075	-7.38273	-9.7099	-8.38061	-9.18314	-9.07649	-7.37124	-6.21586	-9.67444	-9.21694	-8.72338	-9.05901	-6.91189	-8.83291	-5.93365	-8.91618	-8.20505	-7.67469	-8.83494	-8.35712	-7.61844	-8.57744	-7.57189	-8.19313	-6.90528
L__NOUN_VERB_VERB	12	7	plur	is	wrong	generated	Israeli sports that however would wander	1	False	649202	5	6	Israeli sports that however would wander eat grandchildren , club , Lieutenant route and some layers of stairs . <eos>	-10.434	-8.23202	-10.9737	-9.96642	-11.0983	-7.75693	-10.7556	-8.0493	-7.54901	-6.58742	-8.18755	-7.66839	-7.44987	-9.36354	-9.89783	-8.19844	-8.0352	-8.90847	-8.39715	-10.4367	-8.99498	-8.49657	-6.64755	-7.4351	-8.07395	-7.71998	-8.86521	-9.27191	-9.85059	-10.1864	-7.52871	-11.0101	-8.00119	-10.5343	-8.61587	-11.2769	-7.01394	-9.75831	-6.79056	-7.74084	-7.3044	-9.7222	-8.61794	-9.48999	-8.5753	-9.32467	-11.2005	-7.2433	-11.6791	-7.3605	-10.1544	-7.93701	-11.2289	-11.9226	-7.4598	-8.14152	-11.477	-8.71339	-9.96243	-10.7826	-5.55622	-6.95446	-8.87735	-10.8919	-9.15912	-9.49442	-8.87267	-9.36348	-7.95922	-9.71177	-8.25436	-8.24988	-8.16788	-9.46398	-8.98263	-9.50233	-8.84854	-8.96472	-7.99362
L__NOUN_VERB_VERB	8	1	sing	tends	correct	generated	Again adjust your plants to happen this aggressively to their books , and financially inevitably , so that the siege to determine her	0	True	1298	4	23	Again adjust your plants to happen this aggressively to their books , and financially inevitably , so that the siege to determine her thinks easily . <eos>	-11.8511	-11.619	-13.7236	-12.6368	-12.3738	-13.9522	-9.24738	-10.9631	-11.4993	-11.6336	-13.4415	-11.64	-12.0305	-11.937	-11.5054	-12.5788	-12.2001	-12.977	-11.7864	-11.7218	-12.9395	-11.5505	-12.7106	-13.2288	-14.2319	-14.1946	-13.2696	-11.7394	-13.2631	-12.3645	-14.4436	-12.4267	-13.1455	-13.4052	-12.2345	-12.7	-10.3718	-12.6627	-13.1147	-13.0542	-12.0272	-12.2142	-11.5752	-13.2499	-9.95321	-13.2691	-11.3187	-12.1534	-11.611	-12.6175	-13.5302	-11.1158	-12.7265	-11.6075	-13.3231	-13.1719	-13.5236	-12.7408	-15.8159	-13.5422	-13.8354	-12.162	-13.5031	-12.2167	-12.5245	-11.8557	-13.0591	-13.944	-11.9795	-10.4502	-12.098	-11.4809	-12.1151	-11.8439	-12.0703	-12.3826	-13.3914	-12.575	-12.699
L__NOUN_VERB_VERB	8	1	sing	tend	wrong	generated	Again adjust your plants to happen this aggressively to their books , and financially inevitably , so that the siege to determine her	0	True	3201	4	23	Again adjust your plants to happen this aggressively to their books , and financially inevitably , so that the siege to determine her thinks easily . <eos>	-11.3022	-10.8123	-13.3946	-12.979	-10.591	-13.6872	-11.1783	-11.3498	-11.3735	-10.968	-12.4617	-12.8338	-13.462	-11.0529	-12.4075	-11.272	-11.8514	-13.7757	-13.0059	-14.187	-13.0363	-11.1331	-12.5204	-13.2401	-13.1601	-15.3703	-13.803	-11.3173	-11.8001	-12.3045	-13.8591	-13.0555	-11.5149	-12.0723	-12.4352	-11.801	-11.0465	-11.3579	-12.1399	-12.4322	-11.7268	-11.7639	-11.5637	-12.9317	-11.4271	-13.5301	-11.9899	-13.3325	-11.1486	-11.6787	-10.5545	-12.386	-10.4711	-10.9559	-13.9056	-11.6338	-13.554	-10.9979	-16.4142	-12.0125	-13.0571	-12.9995	-12.2061	-12.8321	-11.7556	-13.738	-11.528	-12.1691	-10.5153	-10.9298	-12.9791	-12.0264	-11.7157	-14.0294	-14.2779	-12.228	-13.645	-13.7398	-12.2818
L__NOUN_VERB_VERB	21	8	sing	advises	correct	generated	The independent vast faith that he happens	1	False	265	4	7	The independent vast faith that he happens applies that he frequently threatens his currents and strictly pretends happy with his provincial drama . <eos>	-16.1085	-14.4512	-15.466	-14.4653	-14.0408	-13.2613	-14.0797	-13.3645	-12.3686	-12.6805	-14.9822	-15.4944	-13.4882	-13.4523	-13.0008	-13.8728	-15.6309	-14.5912	-14.837	-14.668	-12.2379	-14.8488	-14.7655	-15.2645	-14.6698	-16.6316	-12.5643	-15.7004	-13.1214	-14.2036	-14.3009	-14.7998	-14.3117	-14.5362	-14.6404	-13.8035	-15.3003	-14.098	-14.2988	-13.9378	-11.9796	-14.6587	-15.8536	-14.348	-12.3775	-15.9827	-14.5691	-14.7037	-13.3554	-14.2978	-15.3036	-14.2086	-13.0712	-13.972	-12.6744	-16.3925	-12.7404	-15.9598	-13.9108	-15.508	-14.6193	-13.018	-15.4454	-12.6029	-13.8621	-14.274	-15.3077	-14.1132	-13.2394	-13.0868	-13.0138	-16.2483	-14.8466	-14.5045	-15.1657	-13.8554	-15.0972	-13.9	-13.1696
