pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	srnn_hidden650_batch128_dropout0.0_lr0.5	srnn_hidden650_batch128_dropout0.0_lr5.0	srnn_hidden650_batch128_dropout0.0_lr1.0	srnn_hidden650_batch128_dropout0.1_lr0.5	srnn_hidden650_batch128_dropout0.0_lr10.0	srnn_hidden650_batch128_dropout0.1_lr1.0	srnn_hidden650_batch128_dropout0.1_lr10.0	srnn_hidden650_batch128_dropout0.2_lr1.0	srnn_hidden650_batch128_dropout0.2_lr10.0	srnn_hidden650_batch128_dropout0.2_lr5.0	srnn_hidden650_batch128_dropout0.2_lr0.5	srnn_hidden650_batch128_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.0_lr0.5	srnn_hidden650_batch64_dropout0.0_lr1.0	srnn_hidden650_batch64_dropout0.0_lr10.0	srnn_hidden650_batch64_dropout0.0_lr5.0	srnn_hidden650_batch64_dropout0.1_lr0.5	srnn_hidden650_batch64_dropout0.1_lr1.0	srnn_hidden650_batch64_dropout0.1_lr10.0	srnn_hidden650_batch64_dropout0.1_lr5.0	srnn_hidden650_batch64_dropout0.2_lr0.5	srnn_hidden650_batch64_dropout0.2_lr1.0	srnn_hidden650_batch64_dropout0.2_lr10.0	srnn_hidden650_batch64_dropout0.2_lr5.0
L__NOUN_VERB_VERB	21	7	sing	agrees	correct	generated	The inappropriate romantic diversion that he submits	1	False	934	4	7	The inappropriate romantic diversion that he submits indicates that he honestly demonstrates his fundamentalists and gently follows necessary with his visible correction . <eos>	-13.2209	-14.4749	-14.1906	-11.8643	-14.102	-14.5252	-13.0276	-12.1901	-11.1986	-11.7266	-12.1304	-12.6822	-13.155	-14.1601	-13.7265	-14.1611	-11.8542	-10.7972	-12.4437	-11.6219	-11.5942	-10.986	-12.1579	-11.1042
L__NOUN_VERB_VERB	21	7	sing	agree	wrong	generated	The inappropriate romantic diversion that he submits	1	False	1854	4	7	The inappropriate romantic diversion that he submits indicates that he honestly demonstrates his fundamentalists and gently follows necessary with his visible correction . <eos>	-15.2093	-15.4822	-15.0021	-14.4798	-16.138	-15.3639	-15.5244	-14.9482	-13.8487	-14.4133	-14.3083	-13.9625	-16.6647	-16.2033	-15.7861	-16.9697	-14.8572	-16.1503	-15.7581	-13.0501	-13.3403	-14.3507	-9.74308	-12.9491
L__NOUN_VERB_VERB	22	7	sing	includes	correct	generated	The first tape you require why you anticipate on date	0	False	10564	8	10	The first tape you require why you anticipate on date accuses that the profile supplier mostly creates out the discomfort and reflects into the fist husband . <eos>	-9.45838	-10.1273	-11.6077	-8.74739	-9.70253	-9.73822	-12.0084	-11.4945	-13.1904	-11.7905	-10.0313	-12.3738	-11.8128	-9.93599	-10.1791	-12.1985	-11.7608	-9.41562	-11.8116	-10.0751	-13.4859	-10.6137	-8.85134	-12.399
L__NOUN_VERB_VERB	22	7	sing	include	wrong	generated	The first tape you require why you anticipate on date	0	False	24625	8	10	The first tape you require why you anticipate on date accuses that the profile supplier mostly creates out the discomfort and reflects into the fist husband . <eos>	-7.96616	-8.50247	-11.732	-6.25278	-10.6515	-9.67113	-9.02473	-10.8885	-11.3037	-10.6186	-9.2193	-8.20992	-9.98943	-9.78976	-9.31097	-9.95508	-10.6407	-7.96369	-9.93411	-8.50065	-11.8519	-9.03866	-9.34216	-11.5842
L__NOUN_VERB_VERB	21	1	sing	assumes	correct	generated	The insecure weird shelter that he suggests	1	False	647	4	7	The insecure weird shelter that he suggests includes that he possibly depends his participants and vigorously blames relevant with his funny process . <eos>	-12.3728	-12.5241	-11.0822	-11.0552	-9.87018	-10.7515	-9.3818	-10.7848	-9.96324	-11.1849	-11.6455	-11.6248	-11.9192	-11.2085	-9.25935	-11.041	-10.7572	-11.6654	-11.1071	-10.9905	-11.2625	-9.69819	-13.3291	-10.851
L__NOUN_VERB_VERB	21	1	sing	assume	wrong	generated	The insecure weird shelter that he suggests	1	False	1201	4	7	The insecure weird shelter that he suggests includes that he possibly depends his participants and vigorously blames relevant with his funny process . <eos>	-12.9641	-12.735	-12.7233	-13.474	-13.4339	-13.5894	-13.5639	-12.6524	-12.5358	-14.1029	-12.7202	-13.0494	-14.601	-14.7871	-10.6646	-13.4744	-12.8104	-15.0753	-13.2301	-9.9826	-13.0983	-13.3937	-12.3721	-12.596
L__NOUN_VERB_VERB	8	4	sing	provides	correct	generated	Again argue your budgets to revise this afterward to their tools , and willingly environmentally , so that the scam to commit her	0	True	7409	4	23	Again argue your budgets to revise this afterward to their tools , and willingly environmentally , so that the scam to commit her progresses abroad . <eos>	-10.0908	-12.2441	-11.2267	-9.56676	-10.3735	-10.2211	-10.0608	-10.0751	-12.5522	-10.4289	-9.98537	-13.7072	-9.39118	-11.2134	-11.7889	-12.9127	-9.8863	-11.0261	-10.1119	-13.2384	-9.59104	-10.4945	-10.3505	-14.4237
L__NOUN_VERB_VERB	8	4	sing	provide	wrong	generated	Again argue your budgets to revise this afterward to their tools , and willingly environmentally , so that the scam to commit her	0	True	12768	4	23	Again argue your budgets to revise this afterward to their tools , and willingly environmentally , so that the scam to commit her progresses abroad . <eos>	-12.2327	-13.1599	-12.3201	-10.8641	-11.2526	-12.8305	-12.2062	-11.9095	-11.8698	-12.5523	-11.7861	-12.2116	-11.4304	-14.2669	-13.1463	-12.3476	-11.9547	-13.3045	-11.1291	-12.9716	-12.3038	-12.4877	-11.3873	-13.0462
L__NOUN_VERB_VERB	7	1	sing	believes	correct	generated	Can you interfere that the boulevard we are bleeding	0	False	2058	4	9	Can you interfere that the boulevard we are bleeding refuses toward a municipal and marvelous pursuit ? <eos>	-14.7601	-16.2218	-12.1972	-11.5542	-14.7467	-14.0625	-13.1874	-13.9955	-15.3752	-13.0161	-12.1686	-13.59	-14.6227	-13.7562	-14.3286	-15.618	-12.4321	-12.0413	-12.858	-11.8939	-12.0643	-14.6132	-11.1073	-12.9664
L__NOUN_VERB_VERB	7	1	sing	believe	wrong	generated	Can you interfere that the boulevard we are bleeding	0	False	5091	4	9	Can you interfere that the boulevard we are bleeding refuses toward a municipal and marvelous pursuit ? <eos>	-13.7503	-13.4525	-11.5759	-10.4108	-14.5415	-14.1547	-11.8844	-12.9924	-13.6615	-11.7291	-12.2047	-12.7788	-13.6333	-12.0023	-12.0428	-13.3415	-11.8112	-11.2785	-11.5618	-11.7734	-11.941	-13.4843	-11.0087	-11.515
L__NOUN_VERB_VERB	23	7	sing	delivers	correct	generated	Well , unless inevitably thus the third lease he deleted in the chapter	0	True	332	6	13	Well , unless inevitably thus the third lease he deleted in the chapter develops out . <eos>	-12.5883	-17.2386	-12.3394	-12.0417	-12.1719	-11.2811	-11.3888	-11.3413	-13.1016	-11.8315	-10.6622	-15.8195	-11.9135	-12.1901	-13.3245	-12.859	-11.33	-11.186	-12.9199	-15.6396	-10.4498	-10.0562	-15.6251	-13.2673
L__NOUN_VERB_VERB	23	7	sing	deliver	wrong	generated	Well , unless inevitably thus the third lease he deleted in the chapter	0	True	1395	6	13	Well , unless inevitably thus the third lease he deleted in the chapter develops out . <eos>	-12.1988	-15.7083	-13.2611	-13.6469	-12.9196	-13.1395	-13.5859	-12.6126	-14.5595	-14.7064	-13.2996	-14.6417	-12.5334	-14.0285	-15.1807	-14.5518	-13.1205	-12.2306	-14.8516	-14.3863	-13.6355	-13.2756	-13.766	-13.5455
R__VERB_NOUN_CCONJ_VERB	15	5	sing	delivers	correct	generated	If you suck a woman who will bother to you and predict he will eat and then bless his tariff , and not squeeze what he is growing about why he relates creatures at identical lyrics and	0	True	332	6	37	If you suck a woman who will bother to you and predict he will eat and then bless his tariff , and not squeeze what he is growing about why he relates creatures at identical lyrics and happens they apply what you consider , why they will not sail for you , tell to this prostitute ... he is the advancement for you . <eos>	-11.0398	-11.6085	-11.1654	-10.9295	-11.3839	-11.3919	-10.8918	-11.9224	-10.9286	-12.4576	-11.1099	-11.7833	-10.5601	-11.2747	-11.8887	-11.8306	-11.8175	-11.7336	-11.7287	-10.5079	-11.0489	-11.3601	-16.1189	-12.0186
R__VERB_NOUN_CCONJ_VERB	15	5	sing	deliver	wrong	generated	If you suck a woman who will bother to you and predict he will eat and then bless his tariff , and not squeeze what he is growing about why he relates creatures at identical lyrics and	0	True	1395	6	37	If you suck a woman who will bother to you and predict he will eat and then bless his tariff , and not squeeze what he is growing about why he relates creatures at identical lyrics and happens they apply what you consider , why they will not sail for you , tell to this prostitute ... he is the advancement for you . <eos>	-9.57323	-11.2854	-10.6209	-10.7327	-10.4436	-10.5218	-10.834	-11.8171	-9.24338	-10.6914	-11.3087	-11.1697	-9.99526	-9.82269	-11.56	-10.6111	-12.05	-10.8384	-11.0118	-9.5273	-10.1927	-10.8422	-12.0157	-9.76472
L__NOUN_VERB_VERB	17	3	sing	ensures	correct	generated	The confidential success headlines consider there	1	False	399	4	6	The confidential success headlines consider there affects disappear to the wall . <eos>	-13.938	-12.9505	-13.0571	-12.8498	-13.3674	-12.7472	-13.0158	-12.6344	-11.4082	-13.1556	-12.8296	-12.9505	-14.9037	-14.0618	-13.1699	-12.2119	-11.1609	-11.3111	-14.2021	-12.3229	-12.0661	-12.8073	-15.0045	-11.9881
L__NOUN_VERB_VERB	17	3	sing	ensure	wrong	generated	The confidential success headlines consider there	1	False	3569	4	6	The confidential success headlines consider there affects disappear to the wall . <eos>	-15.0674	-12.0382	-13.6991	-14.2252	-12.8667	-15.3867	-12.3029	-13.6264	-11.606	-12.4426	-13.6203	-14.9925	-14.4544	-14.2073	-13.9963	-13.1279	-13.6268	-13.5387	-13.5114	-14.6197	-12.7698	-12.9761	-12.1137	-12.1374
R__VERB_NOUN_CCONJ_VERB	14	6	sing	refuses	correct	generated	The first disgrace you serve why you oppose on chase objects that the ticket campaign respectfully happens out the lens and	0	False	1038	5	21	The first disgrace you serve why you oppose on chase objects that the ticket campaign respectfully happens out the lens and becomes into the conflict wasp . <eos>	-8.98283	-10.148	-8.88117	-7.75122	-9.20564	-8.7101	-8.85233	-9.49969	-10.1485	-11.077	-8.6399	-9.8169	-8.49804	-8.12292	-11.2087	-9.4621	-8.98223	-8.85754	-8.49575	-8.08023	-8.4143	-7.83385	-12.7309	-9.35323
R__VERB_NOUN_CCONJ_VERB	14	6	sing	refuse	wrong	generated	The first disgrace you serve why you oppose on chase objects that the ticket campaign respectfully happens out the lens and	0	False	722	5	21	The first disgrace you serve why you oppose on chase objects that the ticket campaign respectfully happens out the lens and becomes into the conflict wasp . <eos>	-8.74633	-11.6067	-8.89592	-7.64427	-8.99408	-10.2128	-10.5495	-9.35312	-10.5026	-9.54999	-8.7217	-11.4689	-9.4121	-11.486	-10.6158	-9.6609	-9.38413	-11.32	-8.74295	-10.9915	-8.9498	-9.25677	-14.013	-9.80753
R__VERB_NOUN_CCONJ_VERB	11	2	sing	serves	correct	generated	This character of brass sends around the growth s spa and choices and	0	False	4701	9	13	This character of brass sends around the growth s spa and choices and represents a shit for the reality indoors on the decor of the bug in contrast of soul fights . <eos>	-9.31688	-8.07139	-7.39225	-7.63538	-6.54266	-7.52273	-7.88891	-8.70833	-8.51325	-7.54731	-8.40516	-10.2915	-7.08851	-8.43335	-6.04586	-9.09507	-8.56719	-8.69832	-7.73452	-8.13833	-8.78635	-7.8777	-7.32775	-7.97067
R__VERB_NOUN_CCONJ_VERB	11	2	sing	serve	wrong	generated	This character of brass sends around the growth s spa and choices and	0	False	7238	9	13	This character of brass sends around the growth s spa and choices and represents a shit for the reality indoors on the decor of the bug in contrast of soul fights . <eos>	-8.77784	-6.91135	-8.96272	-8.72137	-8.53035	-9.34875	-9.35037	-8.11723	-9.43789	-8.03991	-8.49785	-9.95333	-9.66156	-8.90349	-8.88277	-9.75546	-8.72803	-9.08845	-8.53295	-10.1564	-9.01663	-8.17983	-8.48127	-8.43632
R__VERB_NOUN_CCONJ_VERB	6	5	plur	spill	correct	generated	If you choose any holdings or	0	False	220	4	6	If you choose any holdings or refer any electricity ethnically already , please tell Sarah GM at six or Crawford Kevin at nine . <eos>	-14.1367	-15.0892	-13.0004	-13.3112	-12.9509	-13.0257	-14.384	-12.4605	-12.2916	-14.437	-13.0099	-16.0848	-14.8808	-14.2426	-13.9581	-13.0482	-13.4136	-14.1111	-13.8469	-16.1594	-13.0185	-12.5229	-17.2387	-13.4325
R__VERB_NOUN_CCONJ_VERB	6	5	plur	spills	wrong	generated	If you choose any holdings or	0	False	118	4	6	If you choose any holdings or refer any electricity ethnically already , please tell Sarah GM at six or Crawford Kevin at nine . <eos>	-12.7791	-12.7556	-13.2171	-11.8184	-12.7979	-14.3527	-14.9676	-14.3441	-12.2667	-14.5839	-13.4201	-14.5467	-13.3544	-14.7239	-12.703	-13.622	-13.9397	-13.6563	-14.433	-12.7453	-14.3962	-14.3826	-18.9059	-12.567
L__NOUN_VERB_VERB	4	3	sing	allows	correct	generated	My landing with increasing the crab traditionally	0	False	5948	6	7	My landing with increasing the crab traditionally indicates , could it be understood that shortly everyone replaced the proportion would or could achieve at any mile , since we relatively felt Messenger and Fridays and if they planned they might have diagnosed a spiritual mode ?? <eos>	-5.82164	-8.27347	-6.99999	-8.04417	-7.25079	-7.04334	-7.68504	-6.53479	-7.41127	-5.8816	-8.14442	-6.92288	-6.70859	-7.36412	-7.06403	-5.91531	-8.27639	-7.16872	-8.68248	-7.95103	-6.77035	-7.18858	-8.43749	-9.47431
L__NOUN_VERB_VERB	4	3	sing	allow	wrong	generated	My landing with increasing the crab traditionally	0	False	8990	6	7	My landing with increasing the crab traditionally indicates , could it be understood that shortly everyone replaced the proportion would or could achieve at any mile , since we relatively felt Messenger and Fridays and if they planned they might have diagnosed a spiritual mode ?? <eos>	-10.087	-8.80889	-10.7559	-8.52742	-10.699	-9.94747	-10.3334	-9.4745	-9.89454	-8.06779	-9.27274	-7.17185	-9.47873	-9.78548	-10.1888	-9.84677	-10.1105	-10.0482	-10.6827	-7.68096	-9.11849	-9.53638	-9.44625	-8.502
L__NOUN_VERB_VERB	22	4	sing	exists	correct	generated	The first proportion you collaborate whenever you exist on darkness	0	False	2907	8	10	The first proportion you collaborate whenever you exist on darkness incorporates that the junk tractor respectively pays out the hybrid and suggests into the permission tax . <eos>	-10.9919	-11.592	-11.0992	-11.8157	-11.5741	-12.0113	-14.1674	-11.5049	-12.7082	-11.904	-12.9268	-10.7881	-10.3745	-12.9039	-10.8489	-12.0408	-11.6043	-12.3357	-11.4129	-10.4055	-12.29	-11.4085	-9.34397	-10.3047
L__NOUN_VERB_VERB	22	4	sing	exist	wrong	generated	The first proportion you collaborate whenever you exist on darkness	0	False	5079	8	10	The first proportion you collaborate whenever you exist on darkness incorporates that the junk tractor respectively pays out the hybrid and suggests into the permission tax . <eos>	-12.3111	-10.8202	-13.1072	-11.8228	-13.2372	-12.1482	-13.781	-11.034	-12.4724	-11.4459	-12.1101	-8.37738	-12.6003	-12.9549	-11.1351	-12.2093	-12.009	-11.6992	-13.77	-9.32105	-11.9174	-12.4694	-11.376	-9.25529
L__NOUN_VERB_VERB	16	3	sing	appears	correct	generated	The strongest grave you can warn in Alexandria	0	False	7012	6	8	The strongest grave you can warn in Alexandria enables to reopen to a channel . <eos>	-10.7456	-12.6891	-9.15821	-9.32728	-8.14481	-7.71813	-10.024	-8.10654	-9.44371	-10.6129	-8.24973	-10.9535	-8.71164	-7.49424	-6.45039	-9.16122	-11.8505	-8.88541	-6.52208	-12.4001	-10.4994	-11.1831	-9.65897	-13.0091
L__NOUN_VERB_VERB	16	3	sing	appear	wrong	generated	The strongest grave you can warn in Alexandria	0	False	7652	6	8	The strongest grave you can warn in Alexandria enables to reopen to a channel . <eos>	-11.9222	-10.8861	-12.8463	-9.1586	-9.39854	-9.37084	-10.3547	-9.91951	-9.71815	-10.2908	-9.32247	-10.7513	-9.60476	-10.5679	-7.68509	-9.84301	-10.7836	-10.2819	-8.75196	-10.7303	-11.1443	-11.762	-9.97845	-10.1491
L__NOUN_VERB_VERB	19	6	plur	extend	correct	generated	the additional peoples we sell in our coordination	1	False	1939	6	8	the additional peoples we sell in our coordination eat ; we condemn paperwork council for easter , surface tip and throat - butt for Kabul . <eos>	-10.9578	-11.6824	-12.3234	-11.0898	-12.2631	-11.0275	-9.9323	-10.4055	-11.0582	-11.3736	-11.4035	-11.781	-11.9461	-13.7116	-10.8311	-12.5668	-11.0845	-9.68423	-11.3839	-15.0165	-11.218	-11.0461	-11.8439	-11.8787
L__NOUN_VERB_VERB	19	6	plur	extends	wrong	generated	the additional peoples we sell in our coordination	1	False	1375	6	8	the additional peoples we sell in our coordination eat ; we condemn paperwork council for easter , surface tip and throat - butt for Kabul . <eos>	-9.90994	-8.10607	-12.4713	-9.60889	-9.5136	-8.97964	-10.4595	-9.70794	-8.99532	-8.58853	-9.33857	-10.6543	-10.3821	-7.84031	-9.46133	-8.8905	-10.6752	-9.39199	-9.56758	-11.7934	-9.80017	-8.95468	-12.2061	-10.3623
L__NOUN_VERB_VERB	6	0	plur	are	correct	original	I guess the questions on which I should like your steer	1	False	261453	8	11	I guess the questions on which I should like your steer are : ( a ) Do you have a particular sensitivity about the reference to bad faith proceedings made by United India ? <eos>	-5.80928	-5.77601	-3.63053	-3.10063	-5.4448	-2.90417	-3.63795	-2.60551	-3.61284	-8.08512	-6.06527	-5.32977	-5.41283	-2.85826	-4.07529	-5.5367	-3.28849	-8.58291	-8.34622	-5.17416	-4.78743	-3.96886	-6.80959	-4.99703
L__NOUN_VERB_VERB	6	0	plur	is	wrong	original	I guess the questions on which I should like your steer	1	False	649202	8	11	I guess the questions on which I should like your steer are : ( a ) Do you have a particular sensitivity about the reference to bad faith proceedings made by United India ? <eos>	-3.32133	-4.89056	-4.38319	-3.99473	-5.29879	-3.85261	-2.87243	-3.90478	-4.04545	-6.56458	-5.69627	-4.64461	-4.96768	-4.30407	-3.0525	-3.05468	-3.79009	-6.37242	-6.01849	-4.60759	-3.55651	-4.04563	-5.48977	-4.86805
L__NOUN_VERB_VERB	21	3	sing	allows	correct	generated	The incorrect fatal golf that he walks	1	False	5948	4	7	The incorrect fatal golf that he walks identifies that he rhythmically wants his fears and clearly wakes necessary with his humble wildlife . <eos>	-10.7799	-11.5961	-8.8336	-9.60292	-11.2718	-10.1752	-9.52143	-10.5016	-10.1251	-10.0392	-11.6278	-9.35312	-9.46674	-10.9725	-9.11108	-9.44339	-10.1643	-9.43774	-10.7492	-8.90804	-10.7941	-9.67515	-8.74414	-9.27567
L__NOUN_VERB_VERB	21	3	sing	allow	wrong	generated	The incorrect fatal golf that he walks	1	False	8990	4	7	The incorrect fatal golf that he walks identifies that he rhythmically wants his fears and clearly wakes necessary with his humble wildlife . <eos>	-11.0985	-13.7707	-12.9532	-11.5683	-12.8587	-11.704	-11.8032	-12.3051	-10.9815	-11.9813	-13.1076	-12.8233	-12.0646	-14.1442	-10.4552	-11.5021	-11.8802	-12.8536	-12.1961	-9.26559	-12.0715	-10.9203	-9.65571	-12.9219
L__NOUN_VERB_VERB	3	2	sing	produces	correct	generated	I consider the dominance you replied to me	0	False	2089	5	8	I consider the dominance you replied to me symbolizes to the Kennedy Coogan at April ( tried in Kim ) . <eos>	-15.9414	-15.8319	-15.7475	-16.2356	-17.1458	-16.1625	-16.5366	-15.7359	-15.4712	-16.7271	-16.2402	-15.6203	-16.627	-15.146	-16.6797	-15.3479	-16.1036	-15.4853	-14.9292	-14.4298	-15.1282	-16.0384	-11.8468	-15.2473
L__NOUN_VERB_VERB	3	2	sing	produce	wrong	generated	I consider the dominance you replied to me	0	False	7920	5	8	I consider the dominance you replied to me symbolizes to the Kennedy Coogan at April ( tried in Kim ) . <eos>	-13.9611	-13.8336	-16.5324	-13.614	-14.4175	-13.3621	-12.9336	-13.4795	-12.7637	-12.3735	-13.156	-12.2746	-14.9346	-13.6742	-15.6823	-13.3082	-12.8231	-13.7409	-13.1544	-11.0443	-12.5383	-12.8281	-10.69	-11.7526
L__NOUN_VERB_VERB	18	8	sing	understands	correct	generated	The uncut sweet waiter I have placed	0	False	228	4	7	The uncut sweet waiter I have placed accuses that in the lottery of Amsterdam eight trip of the language is afterward taken in the scrutiny the child before the grid , this sea published after the tall salsa . <eos>	-14.3868	-16.2497	-15.6722	-16.4754	-15.036	-17.6962	-16.758	-17.5776	-15.2957	-17.4511	-17.5623	-17.4502	-15.2077	-16.5583	-14.4978	-15.4119	-16.786	-16.7654	-16.1412	-13.9855	-16.5248	-17.2942	-17.3877	-15.8635
L__NOUN_VERB_VERB	18	8	sing	understand	wrong	generated	The uncut sweet waiter I have placed	0	False	2723	4	7	The uncut sweet waiter I have placed accuses that in the lottery of Amsterdam eight trip of the language is afterward taken in the scrutiny the child before the grid , this sea published after the tall salsa . <eos>	-14.7424	-14.6775	-16.3011	-15.0025	-13.7838	-16.5165	-16.4863	-14.9966	-15.7566	-15.7795	-16.6052	-14.9228	-16.4599	-16.8098	-14.7782	-17.9355	-15.8282	-14.7557	-16.1908	-14.8262	-16.162	-15.4959	-13.0141	-14.7917
R__VERB_NOUN_CCONJ_VERB	3	2	plur	carry	correct	generated	Please put me communicate if you lose any headlines or	0	False	4503	4	10	Please put me communicate if you lose any headlines or deny anything unacceptable . <eos>	-9.32332	-9.59001	-7.1648	-8.5145	-8.35224	-9.75499	-9.35322	-9.00419	-9.29554	-8.82932	-8.71292	-9.50511	-7.98692	-9.3209	-8.74653	-10.3568	-8.24188	-8.24137	-8.30239	-8.7084	-8.79749	-9.13247	-10.0739	-9.74436
R__VERB_NOUN_CCONJ_VERB	3	2	plur	carries	wrong	generated	Please put me communicate if you lose any headlines or	0	False	1560	4	10	Please put me communicate if you lose any headlines or deny anything unacceptable . <eos>	-11.1857	-13.4702	-11.106	-11.5229	-11.7864	-11.8368	-12.718	-13.9346	-12.5419	-11.8527	-12.372	-13.2215	-12.1708	-12.3652	-11.5101	-11.8499	-12.5497	-11.031	-12.7642	-9.32298	-12.0885	-10.84	-9.4735	-9.83238
L__NOUN_VERB_VERB	24	3	plur	generate	correct	generated	Stars who put these animals	0	False	1569	5	5	Stars who put these animals provide at the ad immensely ; and it 's soothing to raise they are executive and handy to wrap no if they learn there would hesitate a steam . <eos>	-11.4294	-11.6782	-10.4232	-9.30015	-10.2381	-9.30609	-11.3261	-10.5492	-10.0075	-10.2277	-10.4055	-10.9322	-10.3824	-9.98324	-11.6203	-10.086	-11.7712	-9.3891	-10.5565	-10.5751	-11.1308	-10.3661	-12.1051	-11.9079
L__NOUN_VERB_VERB	24	3	plur	generates	wrong	generated	Stars who put these animals	0	False	464	5	5	Stars who put these animals provide at the ad immensely ; and it 's soothing to raise they are executive and handy to wrap no if they learn there would hesitate a steam . <eos>	-14.3464	-14.3969	-13.1067	-13.9257	-12.3769	-13.3272	-12.6643	-14.9475	-13.6129	-13.1871	-13.6091	-13.5701	-12.9127	-13.0966	-14.3043	-13.677	-14.9434	-14.0961	-11.9086	-15.3142	-14.7704	-13.6051	-13.5177	-14.7043
R__VERB_NOUN_CCONJ_VERB	11	1	sing	dies	correct	generated	This conviction of homosexuality melts around the team s neighbor and militants and	0	False	1245	9	13	This conviction of homosexuality melts around the team s neighbor and militants and surrounds a director for the jerk importantly on the beard of the lunch in weapon of law thieves . <eos>	-8.56719	-8.36349	-8.64344	-8.0909	-7.11443	-8.52607	-7.91909	-10.5113	-10.2655	-8.12746	-10.3314	-8.15147	-9.263	-8.70055	-6.46593	-9.00272	-8.4517	-7.08594	-7.27359	-8.14459	-9.43777	-10.6506	-10.221	-9.37491
R__VERB_NOUN_CCONJ_VERB	11	1	sing	die	wrong	generated	This conviction of homosexuality melts around the team s neighbor and militants and	0	False	2523	9	13	This conviction of homosexuality melts around the team s neighbor and militants and surrounds a director for the jerk importantly on the beard of the lunch in weapon of law thieves . <eos>	-8.45609	-10.4988	-9.8418	-8.94691	-9.46864	-9.67676	-9.17911	-10.8858	-10.5387	-10.0164	-9.6846	-9.34529	-10.1526	-10.175	-8.75747	-9.55908	-9.74898	-9.89045	-9.10979	-9.00095	-9.62098	-9.62336	-11.3761	-9.15014
L__NOUN_VERB_VERB	20	3	sing	operates	correct	generated	The arrogant math I grabbed actually from them in the first streak	0	False	3023	10	12	The arrogant math I grabbed actually from them in the first streak intends because my polygamous balcony who expected with them was reviewing out on his arrogant . <eos>	-14.9476	-15.8729	-17.2498	-15.4291	-16.2996	-17.2655	-18.5287	-17.9567	-14.6735	-17.1643	-17.0458	-16.7144	-15.3674	-14.7234	-16.0168	-18.2933	-18.5887	-17.0683	-16.1485	-17.0707	-17.4534	-15.9599	-9.09373	-17.6232
L__NOUN_VERB_VERB	20	3	sing	operate	wrong	generated	The arrogant math I grabbed actually from them in the first streak	0	False	3809	10	12	The arrogant math I grabbed actually from them in the first streak intends because my polygamous balcony who expected with them was reviewing out on his arrogant . <eos>	-16.6034	-15.7794	-19.5402	-18.3644	-17.6645	-18.3467	-17.3586	-17.6926	-14.6423	-18.3202	-18.1861	-15.3843	-16.7552	-17.1148	-15.921	-19.1075	-20.1629	-17.7215	-17.8281	-17.5912	-18.2599	-17.6761	-11.1376	-13.655
R__VERB_NOUN_CCONJ_VERB	8	8	sing	learns	correct	generated	It leads the nephew for forum upgrade and	0	False	1051	7	8	It leads the nephew for forum upgrade and represents , “ We are contacted that the Denton should not invite with foreign - security performers who provide to listen and bother still and altogether in the starters , stars , and casualties of knowledgeable slice . ” <eos>	-11.2086	-8.65623	-9.22313	-9.24342	-10.1784	-9.20893	-8.20667	-9.70398	-7.43499	-8.47327	-8.96854	-9.49297	-10.2843	-9.33567	-9.09955	-8.16595	-7.91209	-11.0674	-9.01276	-9.34792	-8.14882	-8.32042	-10.4726	-10.4027
R__VERB_NOUN_CCONJ_VERB	8	8	sing	learn	wrong	generated	It leads the nephew for forum upgrade and	0	False	2911	7	8	It leads the nephew for forum upgrade and represents , “ We are contacted that the Denton should not invite with foreign - security performers who provide to listen and bother still and altogether in the starters , stars , and casualties of knowledgeable slice . ” <eos>	-10.944	-9.30675	-9.55238	-10.5182	-10.4099	-9.78256	-8.87013	-10.8672	-7.55192	-9.69349	-9.43042	-9.58273	-10.9861	-10.2079	-11.9959	-9.88103	-9.02223	-11.2829	-11.1732	-10.4277	-9.08598	-9.89966	-10.852	-10.0705
L__NOUN_VERB_VERB	11	9	plur	appear	correct	generated	The effeminate sensitive years that never would recreate from backup	2	False	7652	7	10	The effeminate sensitive years that never would recreate from backup assume painter , satellite , cheese , vet , typical surface and democratic connections of temperatures and resolutions -- rural as the Leo kidney . <eos>	-8.50473	-14.2309	-12.3354	-9.79625	-12.3296	-7.62562	-9.67934	-8.34287	-11.8382	-11.9372	-9.7839	-12.3272	-9.58959	-9.12813	-11.1512	-13.2969	-7.16341	-11.4792	-9.98404	-14.4565	-10.0152	-11.1202	-10.0846	-13.0877
L__NOUN_VERB_VERB	11	9	plur	appears	wrong	generated	The effeminate sensitive years that never would recreate from backup	2	False	7012	7	10	The effeminate sensitive years that never would recreate from backup assume painter , satellite , cheese , vet , typical surface and democratic connections of temperatures and resolutions -- rural as the Leo kidney . <eos>	-9.26585	-12.1557	-10.226	-7.56493	-10.2722	-7.84641	-8.74929	-9.09059	-11.2472	-11.1046	-7.74316	-12.5595	-9.55824	-10.2602	-7.32497	-9.44021	-8.49746	-12.1978	-9.12305	-13.6393	-8.57451	-9.86823	-9.51561	-12.9155
