pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden650_batch64_dropout0.2_lr10.0
L__NOUN_VERB_VERB	22	3	sing	admits	correct	generated	The first compensation you consider whenever you add on policy	0	False	637	8	10	The first compensation you consider whenever you add on policy advises that the corps mode consistently runs out the police and leads into the mantra recording . <eos>	-11.4908
L__NOUN_VERB_VERB	22	3	sing	admit	wrong	generated	The first compensation you consider whenever you add on policy	0	False	722	8	10	The first compensation you consider whenever you add on policy advises that the corps mode consistently runs out the police and leads into the mantra recording . <eos>	-13.2211
R__VERB_NOUN_CCONJ_VERB	7	0	sing	makes	correct	original	As you sit above the world , the warmth of the golden sun penetrates your body and	0	True	7718	4	17	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer . <eos>	-4.71965
R__VERB_NOUN_CCONJ_VERB	7	0	sing	make	wrong	original	As you sit above the world , the warmth of the golden sun penetrates your body and	0	True	24608	4	17	As you sit above the world , the warmth of the golden sun penetrates your body and makes you feel warmer and warmer . <eos>	-6.63362
L__NOUN_VERB_VERB	2	4	plur	beat	correct	generated	<unk> I do n't describe to the spelling that the communications we spend or suck to	1	False	2366	6	16	Whie I do n't describe to the spelling that the communications we spend or suck to consider no orbit on our corps ( which I meet is warmly dependent ) , it does remove me whenever centres realize out a creative sea of memories to gather the flipping on . <eos>	-9.75295
L__NOUN_VERB_VERB	2	4	plur	beats	wrong	generated	<unk> I do n't describe to the spelling that the communications we spend or suck to	1	False	644	6	16	Whie I do n't describe to the spelling that the communications we spend or suck to consider no orbit on our corps ( which I meet is warmly dependent ) , it does remove me whenever centres realize out a creative sea of memories to gather the flipping on . <eos>	-12.7119
R__VERB_NOUN_CCONJ_VERB	7	2	sing	continues	correct	generated	As you realize above the drawer , the thief of the various magnitude pays your meat and	0	True	5422	4	17	As you realize above the drawer , the thief of the various magnitude pays your meat and drops you hurt greater and cheaper . <eos>	-7.69501
R__VERB_NOUN_CCONJ_VERB	7	2	sing	continue	wrong	generated	As you realize above the drawer , the thief of the various magnitude pays your meat and	0	True	7260	4	17	As you realize above the drawer , the thief of the various magnitude pays your meat and drops you hurt greater and cheaper . <eos>	-8.58169
R__VERB_NOUN_CCONJ_VERB	14	2	sing	states	correct	generated	The first furnace you tolerate why you oppose on membership advises that the marketing traffic currently leads out the ham and	0	False	14851	5	21	The first furnace you tolerate why you oppose on membership advises that the marketing traffic currently leads out the ham and sucks into the twin radio . <eos>	-13.2424
R__VERB_NOUN_CCONJ_VERB	14	2	sing	state	wrong	generated	The first furnace you tolerate why you oppose on membership advises that the marketing traffic currently leads out the ham and	0	False	41160	5	21	The first furnace you tolerate why you oppose on membership advises that the marketing traffic currently leads out the ham and sucks into the twin radio . <eos>	-11.6721
R__VERB_NOUN_CCONJ_VERB	5	5	plur	die	correct	generated	Make me translate if you propose any substances or	0	False	2523	4	9	Make me translate if you propose any substances or recognize anything aggressive . <eos>	-8.08236
R__VERB_NOUN_CCONJ_VERB	5	5	plur	dies	wrong	generated	Make me translate if you propose any substances or	0	False	1245	4	9	Make me translate if you propose any substances or recognize anything aggressive . <eos>	-7.39433
R__VERB_NOUN_CCONJ_VERB	8	4	sing	tells	correct	generated	It plays the referral for beginner economy and	0	False	4064	7	8	It plays the referral for beginner economy and pretends , “ We are served that the Bob should not initiate with presidential - detective fry who respond to promote and meet supposedly and incorrectly in the holidays , media , and pants of scary trauma . ” <eos>	-11.1656
R__VERB_NOUN_CCONJ_VERB	8	4	sing	tell	wrong	generated	It plays the referral for beginner economy and	0	False	2668	7	8	It plays the referral for beginner economy and pretends , “ We are served that the Bob should not initiate with presidential - detective fry who respond to promote and meet supposedly and incorrectly in the holidays , media , and pants of scary trauma . ” <eos>	-14.0907
L__NOUN_VERB_VERB	12	4	plur	operate	correct	generated	Excellent snakes that significantly would revise	1	False	3809	5	6	Excellent snakes that significantly would revise enjoy controllers , loan , Syria greeting and some musicians of debtors . <eos>	-14.5433
L__NOUN_VERB_VERB	12	4	plur	operates	wrong	generated	Excellent snakes that significantly would revise	1	False	3023	5	6	Excellent snakes that significantly would revise enjoy controllers , loan , Syria greeting and some musicians of debtors . <eos>	-17.5197
L__NOUN_VERB_VERB	24	3	plur	guarantee	correct	generated	Wolves who propose these envelopes	0	False	836	5	5	Wolves who propose these envelopes lose at the accommodation usually ; and it 's central to prefer they are available and prior to destroy no if they continue there would cook a width . <eos>	-13.314
L__NOUN_VERB_VERB	24	3	plur	guarantees	wrong	generated	Wolves who propose these envelopes	0	False	369	5	5	Wolves who propose these envelopes lose at the accommodation usually ; and it 's central to prefer they are available and prior to destroy no if they continue there would cook a width . <eos>	-13.9032
L__NOUN_VERB_VERB	5	8	sing	ends	correct	generated	Also , the economical overflow heard for attention	0	True	4068	4	8	Also , the economical overflow heard for attention enables whether our Expansion ( the edible arrangement and regularly the acceptance they pay to happen ) is or involves not an unconnected floor under the container . <eos>	-9.63405
L__NOUN_VERB_VERB	5	8	sing	end	wrong	generated	Also , the economical overflow heard for attention	0	True	34799	4	8	Also , the economical overflow heard for attention enables whether our Expansion ( the edible arrangement and regularly the acceptance they pay to happen ) is or involves not an unconnected floor under the container . <eos>	-10.5075
L__NOUN_VERB_VERB	4	6	sing	advises	correct	generated	My tabs with avoiding the noon nowadays	0	False	265	6	7	My tabs with avoiding the noon nowadays identifies , could it be adjusted that nowhere everyone charged the mix would or could acquire at any spreadsheet , since we separately liked Bengal and Works and if they spoke they might have posed a tropical debt ?? <eos>	-13.381
L__NOUN_VERB_VERB	4	6	sing	advise	wrong	generated	My tabs with avoiding the noon nowadays	0	False	388	6	7	My tabs with avoiding the noon nowadays identifies , could it be adjusted that nowhere everyone charged the mix would or could acquire at any spreadsheet , since we separately liked Bengal and Works and if they spoke they might have posed a tropical debt ?? <eos>	-12.6833
L__NOUN_VERB_VERB	6	7	plur	apply	correct	generated	I seek the ties on which I should greet your cycle	1	False	2730	8	11	I seek the ties on which I should greet your cycle add : ( a ) Do you discover a primary port about the campus to solid tattoo motives confirmed by Arbitration US ? <eos>	-15.114
L__NOUN_VERB_VERB	6	7	plur	applies	wrong	generated	I seek the ties on which I should greet your cycle	1	False	1246	8	11	I seek the ties on which I should greet your cycle add : ( a ) Do you discover a primary port about the campus to solid tattoo motives confirmed by Arbitration US ? <eos>	-14.6614
L__NOUN_VERB_VERB	1	7	sing	studies	correct	generated	An easy economy allocated in nine	0	False	8039	4	6	"An easy economy allocated in nine generates there allow five "" grounds "" in the Abby Iraqis , but ancient gains are desperately cheaper than this . <eos>"	-9.39335
L__NOUN_VERB_VERB	1	7	sing	study	wrong	generated	An easy economy allocated in nine	0	False	13379	4	6	"An easy economy allocated in nine generates there allow five "" grounds "" in the Abby Iraqis , but ancient gains are desperately cheaper than this . <eos>"	-11.1066
L__NOUN_VERB_VERB	0	2	sing	assumes	correct	generated	The cancer to withdraw in scene	0	False	647	5	6	The cancer to withdraw in scene involves that Former Amazing versions and Christians and several Constitutional missiles are capable to dine badly perhaps devastating to the England in Academy than al - McNamara outlets , and it would be secretive to cook one 's allegations off the nutritional dentist . <eos>	-10.0239
L__NOUN_VERB_VERB	0	2	sing	assume	wrong	generated	The cancer to withdraw in scene	0	False	1201	5	6	The cancer to withdraw in scene involves that Former Amazing versions and Christians and several Constitutional missiles are capable to dine badly perhaps devastating to the England in Academy than al - McNamara outlets , and it would be secretive to cook one 's allegations off the nutritional dentist . <eos>	-11.1185
L__NOUN_VERB_VERB	9	5	plur	plan	correct	generated	But external contractors do recreate the profit they require he will regret , and the entities who want him	1	True	8632	4	19	But external contractors do recreate the profit they require he will regret , and the entities who want him pale to arrive the alternates who arrive him . <eos>	-10.8548
L__NOUN_VERB_VERB	9	5	plur	plans	wrong	generated	But external contractors do recreate the profit they require he will regret , and the entities who want him	1	True	7238	4	19	But external contractors do recreate the profit they require he will regret , and the entities who want him pale to arrive the alternates who arrive him . <eos>	-10.106
R__VERB_NOUN_CCONJ_VERB	15	7	sing	stops	correct	generated	If you begin a blog who will warn to you and prevent he will add and then hear his hybrid , and not spend what he is refusing about why he demonstrates diseases at inexpensive layers and	0	True	1587	6	37	If you begin a blog who will warn to you and prevent he will add and then hear his hybrid , and not spend what he is refusing about why he demonstrates diseases at inexpensive layers and protects they anticipate what you provide , whenever they will not withdraw for you , delete to this slice ... he is the obedience for you . <eos>	-7.21995
R__VERB_NOUN_CCONJ_VERB	15	7	sing	stop	wrong	generated	If you begin a blog who will warn to you and prevent he will add and then hear his hybrid , and not spend what he is refusing about why he demonstrates diseases at inexpensive layers and	0	True	5730	6	37	If you begin a blog who will warn to you and prevent he will add and then hear his hybrid , and not spend what he is refusing about why he demonstrates diseases at inexpensive layers and protects they anticipate what you provide , whenever they will not withdraw for you , delete to this slice ... he is the obedience for you . <eos>	-9.75736
L__NOUN_VERB_VERB	7	8	sing	figures	correct	generated	Can you ensure that the pastor we are visiting	0	False	4919	4	9	Can you ensure that the pastor we are visiting feels toward a delicate and sufficient wedding ? <eos>	-13.7762
L__NOUN_VERB_VERB	7	8	sing	figure	wrong	generated	Can you ensure that the pastor we are visiting	0	False	5284	4	9	Can you ensure that the pastor we are visiting feels toward a delicate and sufficient wedding ? <eos>	-14.0922
L__NOUN_VERB_VERB	4	7	sing	eats	correct	generated	My movement with examining the company therefore	0	False	232	6	7	My movement with examining the company therefore affects , could it be assassinated that surprisingly everyone caused the vegetable would or could impress at any weapon , since we seriously headed Los and Saudis and if they communicated they might have proposed a pure corn ?? <eos>	-14.053
L__NOUN_VERB_VERB	4	7	sing	eat	wrong	generated	My movement with examining the company therefore	0	False	1652	6	7	My movement with examining the company therefore affects , could it be assassinated that surprisingly everyone caused the vegetable would or could impress at any weapon , since we seriously headed Los and Saudis and if they communicated they might have proposed a pure corn ?? <eos>	-15.1567
R__VERB_NOUN_CCONJ_VERB	3	8	plur	represent	correct	generated	Please respond me trigger if you provide any helicopters or	0	False	4307	4	10	Please respond me trigger if you provide any helicopters or tell anything equivalent . <eos>	-10.8078
R__VERB_NOUN_CCONJ_VERB	3	8	plur	represents	wrong	generated	Please respond me trigger if you provide any helicopters or	0	False	2926	4	10	Please respond me trigger if you provide any helicopters or tell anything equivalent . <eos>	-13.529
L__NOUN_VERB_VERB	9	6	plur	get	correct	generated	But influential teeth do translate the founder they serve he will recruit , and the interviewers who suck him	1	True	12430	4	19	But influential teeth do translate the founder they serve he will recruit , and the interviewers who suck him come to examine the earthquakes who eat him . <eos>	-7.44146
L__NOUN_VERB_VERB	9	6	plur	gets	wrong	generated	But influential teeth do translate the founder they serve he will recruit , and the interviewers who suck him	1	True	2627	4	19	But influential teeth do translate the founder they serve he will recruit , and the interviewers who suck him come to examine the earthquakes who eat him . <eos>	-10.7191
L__NOUN_VERB_VERB	1	9	sing	smells	correct	generated	An upscale element increased in billion	0	False	85	4	6	"An upscale element increased in billion blames there expect fifteen "" boots "" in the Al Indians , but able sports are smoothly cheaper than this . <eos>"	-15.9271
L__NOUN_VERB_VERB	1	9	sing	smell	wrong	generated	An upscale element increased in billion	0	False	493	4	6	"An upscale element increased in billion blames there expect fifteen "" boots "" in the Al Indians , but able sports are smoothly cheaper than this . <eos>"	-20.7694
L__NOUN_VERB_VERB	21	4	sing	operates	correct	generated	The enthusiastic bright soup that he supports	1	False	3023	4	7	The enthusiastic bright soup that he supports owes that he partly sucks his minds and properly receives tricky with his small bedding . <eos>	-11.5737
L__NOUN_VERB_VERB	21	4	sing	operate	wrong	generated	The enthusiastic bright soup that he supports	1	False	3809	4	7	The enthusiastic bright soup that he supports owes that he partly sucks his minds and properly receives tricky with his small bedding . <eos>	-11.8315
L__NOUN_VERB_VERB	20	4	sing	observes	correct	generated	The agreeable membership I paid underneath from them in the first steak	0	False	323	10	12	The agreeable membership I paid underneath from them in the first steak involves because my permanent racism who ordered with them was reviewing out on his easy . <eos>	-14.5738
L__NOUN_VERB_VERB	20	4	sing	observe	wrong	generated	The agreeable membership I paid underneath from them in the first steak	0	False	946	10	12	The agreeable membership I paid underneath from them in the first steak involves because my permanent racism who ordered with them was reviewing out on his easy . <eos>	-16.4987
R__VERB_NOUN_CCONJ_VERB	15	9	sing	lies	correct	generated	If you manage a vegetable who will satisfy to you and hesitate he will attract and then melt his chair , and not belong what he is losing about whenever he wakes brakes at animated cards and	0	True	3696	6	37	If you manage a vegetable who will satisfy to you and hesitate he will attract and then melt his chair , and not belong what he is losing about whenever he wakes brakes at animated cards and wakes they appreciate what you respond , why they will not lace for you , provide to this crisis ... he is the equality for you . <eos>	-8.93961
R__VERB_NOUN_CCONJ_VERB	15	9	sing	lie	wrong	generated	If you manage a vegetable who will satisfy to you and hesitate he will attract and then melt his chair , and not belong what he is losing about whenever he wakes brakes at animated cards and	0	True	1501	6	37	If you manage a vegetable who will satisfy to you and hesitate he will attract and then melt his chair , and not belong what he is losing about whenever he wakes brakes at animated cards and wakes they appreciate what you respond , why they will not lace for you , provide to this crisis ... he is the equality for you . <eos>	-11.1684
L__NOUN_VERB_VERB	5	1	sing	indicates	correct	generated	Indeed , the urban appointment revised for ammunition	0	True	1984	4	8	Indeed , the urban appointment revised for ammunition advises whether our Article ( the impenetrable invasion and simultaneously the expertise they tend to pursue ) is or adds not an available drug under the revolution . <eos>	-10.7474
L__NOUN_VERB_VERB	5	1	sing	indicate	wrong	generated	Indeed , the urban appointment revised for ammunition	0	True	2836	4	8	Indeed , the urban appointment revised for ammunition advises whether our Article ( the impenetrable invasion and simultaneously the expertise they tend to pursue ) is or adds not an available drug under the revolution . <eos>	-11.6128
L__NOUN_VERB_VERB	11	5	plur	operate	correct	generated	The upscale rid thanks that simply would squeeze from gem	2	False	3809	7	10	The upscale rid thanks that simply would squeeze from gem appreciate painting , coalition , minister , racing , devastating lap and social graphics of partnerships and functions -- possible as the Stanford grandmother . <eos>	-13.6808
L__NOUN_VERB_VERB	11	5	plur	operates	wrong	generated	The upscale rid thanks that simply would squeeze from gem	2	False	3023	7	10	The upscale rid thanks that simply would squeeze from gem appreciate painting , coalition , minister , racing , devastating lap and social graphics of partnerships and functions -- possible as the Stanford grandmother . <eos>	-12.37
R__VERB_NOUN_CCONJ_VERB	10	0	plur	put	correct	original	You add the water and	0	False	11670	4	5	You add the water and put water conditioner into the water . <eos>	-6.43486
R__VERB_NOUN_CCONJ_VERB	10	0	plur	puts	wrong	original	You add the water and	0	False	951	4	5	You add the water and put water conditioner into the water . <eos>	-10.205
L__NOUN_VERB_VERB	3	0	sing	belongs	correct	original	I believe the message you forwarded to me	0	False	776	5	8	I believe the message you forwarded to me belongs to the Mark Taylor at EI ( based in London ) . <eos>	-7.52585
L__NOUN_VERB_VERB	3	0	sing	belong	wrong	original	I believe the message you forwarded to me	0	False	1124	5	8	I believe the message you forwarded to me belongs to the Mark Taylor at EI ( based in London ) . <eos>	-10.5952
R__VERB_NOUN_CCONJ_VERB	11	5	sing	becomes	correct	generated	This fame of handful supports around the paperwork s merger and copies and	0	False	5707	9	13	This fame of handful supports around the paperwork s merger and copies and threatens a wager for the marriage exactly on the scrutiny of the prosecution in skin of selection negotiations . <eos>	-8.23295
R__VERB_NOUN_CCONJ_VERB	11	5	sing	become	wrong	generated	This fame of handful supports around the paperwork s merger and copies and	0	False	23934	9	13	This fame of handful supports around the paperwork s merger and copies and threatens a wager for the marriage exactly on the scrutiny of the prosecution in skin of selection negotiations . <eos>	-7.42806
L__NOUN_VERB_VERB	5	4	sing	eats	correct	generated	Ever , the aware opposition waited for exchange	0	True	232	4	8	Ever , the aware opposition waited for exchange accuses whether our ID ( the effeminate island and successfully the embarrassment they see to prefer ) is or offers not an ignorant propane under the photographer . <eos>	-17.6354
L__NOUN_VERB_VERB	5	4	sing	eat	wrong	generated	Ever , the aware opposition waited for exchange	0	True	1652	4	8	Ever , the aware opposition waited for exchange accuses whether our ID ( the effeminate island and successfully the embarrassment they see to prefer ) is or offers not an ignorant propane under the photographer . <eos>	-14.8793
L__NOUN_VERB_VERB	5	0	sing	is	correct	original	Accordingly , the only issue left for arbitration	0	True	649202	4	8	Accordingly , the only issue left for arbitration is whether our IP ( the only one and therefore the one they have to choose ) is or is not an economic hardship under the contract . <eos>	-1.45001
L__NOUN_VERB_VERB	5	0	sing	are	wrong	original	Accordingly , the only issue left for arbitration	0	True	261453	4	8	Accordingly , the only issue left for arbitration is whether our IP ( the only one and therefore the one they have to choose ) is or is not an economic hardship under the contract . <eos>	-8.11184
R__VERB_NOUN_CCONJ_VERB	7	3	sing	requires	correct	generated	As you throw above the perfection , the compensation of the blind therapy crashes your degree and	0	True	3879	4	17	As you throw above the perfection , the compensation of the blind therapy crashes your degree and brings you join taller and younger . <eos>	-8.01032
R__VERB_NOUN_CCONJ_VERB	7	3	sing	require	wrong	generated	As you throw above the perfection , the compensation of the blind therapy crashes your degree and	0	True	4657	4	17	As you throw above the perfection , the compensation of the blind therapy crashes your degree and brings you join taller and younger . <eos>	-9.30838
R__VERB_NOUN_CCONJ_VERB	5	6	plur	bite	correct	generated	Save me compete if you become any reservations or	0	False	428	4	9	Save me compete if you become any reservations or represent anything operational . <eos>	-12.1718
R__VERB_NOUN_CCONJ_VERB	5	6	plur	bites	wrong	generated	Save me compete if you become any reservations or	0	False	214	4	9	Save me compete if you become any reservations or represent anything operational . <eos>	-14.9849
R__VERB_NOUN_CCONJ_VERB	11	7	sing	decides	correct	generated	This guide of mouth continues around the struggle s noon and foods and	0	False	1624	9	13	This guide of mouth continues around the struggle s noon and foods and looks a behalf for the birthday eventually on the goodness of the wife in grip of confidentiality lots . <eos>	-11.3816
R__VERB_NOUN_CCONJ_VERB	11	7	sing	decide	wrong	generated	This guide of mouth continues around the struggle s noon and foods and	0	False	1926	9	13	This guide of mouth continues around the struggle s noon and foods and looks a behalf for the birthday eventually on the goodness of the wife in grip of confidentiality lots . <eos>	-12.0295
L__NOUN_VERB_VERB	3	8	sing	considers	correct	generated	I thank the vet you concluded to me	0	False	1211	5	8	I thank the vet you concluded to me serves to the Jan Bank at Express ( forced in Leopold ) . <eos>	-15.4511
L__NOUN_VERB_VERB	3	8	sing	consider	wrong	generated	I thank the vet you concluded to me	0	False	3420	5	8	I thank the vet you concluded to me serves to the Jan Bank at Express ( forced in Leopold ) . <eos>	-11.1235
L__NOUN_VERB_VERB	24	1	plur	promise	correct	generated	Commissioners who pick these eyes	0	False	1387	5	5	Commissioners who pick these eyes seek at the announcement openly ; and it 's brave to dine they are enjoyable and neat to flee no if they deny there would postpone a time . <eos>	-12.2009
L__NOUN_VERB_VERB	24	1	plur	promises	wrong	generated	Commissioners who pick these eyes	0	False	733	5	5	Commissioners who pick these eyes seek at the announcement openly ; and it 's brave to dine they are enjoyable and neat to flee no if they deny there would postpone a time . <eos>	-14.3687
R__VERB_NOUN_CCONJ_VERB	6	1	plur	treat	correct	generated	If you seem any contacts or	0	False	1423	4	6	If you seem any contacts or proceed any exploration utterly extremely , please remember Cheryl Czech at twenty or Singapore Choate at billion . <eos>	-11.2553
R__VERB_NOUN_CCONJ_VERB	6	1	plur	treats	wrong	generated	If you seem any contacts or	0	False	340	4	6	If you seem any contacts or proceed any exploration utterly extremely , please remember Cheryl Czech at twenty or Singapore Choate at billion . <eos>	-12.4675
R__VERB_NOUN_CCONJ_VERB	5	3	plur	beg	correct	generated	Give me deny if you pose any clients or	0	False	108	4	9	Give me deny if you pose any clients or deserve anything ambitious . <eos>	-11.5054
R__VERB_NOUN_CCONJ_VERB	5	3	plur	begs	wrong	generated	Give me deny if you pose any clients or	0	False	209	4	9	Give me deny if you pose any clients or deserve anything ambitious . <eos>	-11.961
L__NOUN_VERB_VERB	2	5	plur	remain	correct	generated	<unk> I do n't tend to the gravy that the rooms we deny or propose to	1	False	6999	6	16	Whie I do n't tend to the gravy that the rooms we deny or propose to become no immunity on our breath ( which I make is cheaply bored ) , it does meet me whenever secretaries prefer out a holy path of standards to recover the thermometer on . <eos>	-8.4303
L__NOUN_VERB_VERB	2	5	plur	remains	wrong	generated	<unk> I do n't tend to the gravy that the rooms we deny or propose to	1	False	9459	6	16	Whie I do n't tend to the gravy that the rooms we deny or propose to become no immunity on our breath ( which I make is cheaply bored ) , it does meet me whenever secretaries prefer out a holy path of standards to recover the thermometer on . <eos>	-12.4196
L__NOUN_VERB_VERB	22	4	sing	assumes	correct	generated	The first tribe you suffer why you indicate on band	0	False	647	8	10	The first tribe you suffer why you indicate on band enables that the car giraffe sometimes sends out the testimony and writes into the grease downside . <eos>	-13.6833
L__NOUN_VERB_VERB	22	4	sing	assume	wrong	generated	The first tribe you suffer why you indicate on band	0	False	1201	8	10	The first tribe you suffer why you indicate on band enables that the car giraffe sometimes sends out the testimony and writes into the grease downside . <eos>	-12.9521
L__NOUN_VERB_VERB	1	0	sing	suggests	correct	original	An official estimate issued in 2003	0	False	3500	4	6	"An official estimate issued in 2003 suggests there are 50,000 "" foreigners "" in the Andaman Islands , but unofficial figures are much higher than this . <eos>"	-5.21518
L__NOUN_VERB_VERB	1	0	sing	suggest	wrong	original	An official estimate issued in 2003	0	False	2424	4	6	"An official estimate issued in 2003 suggests there are 50,000 "" foreigners "" in the Andaman Islands , but unofficial figures are much higher than this . <eos>"	-8.18918
L__NOUN_VERB_VERB	17	7	sing	appears	correct	generated	The covert warmth courses see there	1	False	7012	4	6	The covert warmth courses see there enables pursue to the painter . <eos>	-7.54853
L__NOUN_VERB_VERB	17	7	sing	appear	wrong	generated	The covert warmth courses see there	1	False	7652	4	6	The covert warmth courses see there enables pursue to the painter . <eos>	-6.55745
L__NOUN_VERB_VERB	2	1	plur	tend	correct	generated	<unk> I do n't disperse to the skill that the sessions we suggest or pay to	1	False	3201	6	16	Whie I do n't disperse to the skill that the sessions we suggest or pay to pale no alert on our reliability ( which I come is slowly supreme ) , it does provide me why centuries tend out a dear concert of regulations to hire the shoe on . <eos>	-8.34114
L__NOUN_VERB_VERB	2	1	plur	tends	wrong	generated	<unk> I do n't disperse to the skill that the sessions we suggest or pay to	1	False	1298	6	16	Whie I do n't disperse to the skill that the sessions we suggest or pay to pale no alert on our reliability ( which I come is slowly supreme ) , it does provide me why centuries tend out a dear concert of regulations to hire the shoe on . <eos>	-16.0645
L__NOUN_VERB_VERB	16	2	sing	operates	correct	generated	The largest crisis you can propose in Abby	0	False	3023	6	8	The largest crisis you can propose in Abby includes to generate to a planet . <eos>	-9.46976
L__NOUN_VERB_VERB	16	2	sing	operate	wrong	generated	The largest crisis you can propose in Abby	0	False	3809	6	8	The largest crisis you can propose in Abby includes to generate to a planet . <eos>	-13.92
L__NOUN_VERB_VERB	22	9	sing	appears	correct	generated	The first beak you recognize why you enjoy on code	0	False	7012	8	10	The first beak you recognize why you enjoy on code adds that the billing box financially refers out the mess and happens into the convention time . <eos>	-8.11867
L__NOUN_VERB_VERB	22	9	sing	appear	wrong	generated	The first beak you recognize why you enjoy on code	0	False	7652	8	10	The first beak you recognize why you enjoy on code adds that the billing box financially refers out the mess and happens into the convention time . <eos>	-8.20803
R__VERB_NOUN_CCONJ_VERB	4	3	plur	continue	correct	generated	Take me vanish if you become any vests or	0	False	7260	4	9	Take me vanish if you become any vests or carry anything artistic . <eos>	-12.298
R__VERB_NOUN_CCONJ_VERB	4	3	plur	continues	wrong	generated	Take me vanish if you become any vests or	0	False	5422	4	9	Take me vanish if you become any vests or carry anything artistic . <eos>	-12.6124
L__NOUN_VERB_VERB	16	1	sing	operates	correct	generated	The latest term you can represent in Earl	0	False	3023	6	8	The latest term you can represent in Earl enables to retrieve to a minister . <eos>	-11.2307
L__NOUN_VERB_VERB	16	1	sing	operate	wrong	generated	The latest term you can represent in Earl	0	False	3809	6	8	The latest term you can represent in Earl enables to retrieve to a minister . <eos>	-17.9679
R__VERB_NOUN_CCONJ_VERB	7	1	sing	loves	correct	generated	As you believe above the coat , the divorce of the distinguishing friendship pretends your shit and	0	True	648	4	17	As you believe above the coat , the divorce of the distinguishing friendship pretends your shit and belongs you describe younger and safer . <eos>	-8.51956
R__VERB_NOUN_CCONJ_VERB	7	1	sing	love	wrong	generated	As you believe above the coat , the divorce of the distinguishing friendship pretends your shit and	0	True	7699	4	17	As you believe above the coat , the divorce of the distinguishing friendship pretends your shit and belongs you describe younger and safer . <eos>	-6.12175
L__NOUN_VERB_VERB	12	6	plur	add	correct	generated	Antique bodies that rhythmically would sell	1	False	2283	5	6	Antique bodies that rhythmically would sell expect graphics , profit , CIA morning and some staff of taxes . <eos>	-13.3273
L__NOUN_VERB_VERB	12	6	plur	adds	wrong	generated	Antique bodies that rhythmically would sell	1	False	932	5	6	Antique bodies that rhythmically would sell expect graphics , profit , CIA morning and some staff of taxes . <eos>	-13.4847
L__NOUN_VERB_VERB	23	0	sing	goes	correct	original	Well , unless of course the third compressor he put in the car	0	True	4325	6	13	Well , unless of course the third compressor he put in the car goes out . <eos>	-7.50691
L__NOUN_VERB_VERB	23	0	sing	go	wrong	original	Well , unless of course the third compressor he put in the car	0	True	11429	6	13	Well , unless of course the third compressor he put in the car goes out . <eos>	-9.19346
R__VERB_NOUN_CCONJ_VERB	0	3	plur	manage	correct	generated	Parties pale the engagement but	0	False	1680	4	5	Parties pale the engagement but seek her diplomatic puppy and the fault represents . <eos>	-9.12268
R__VERB_NOUN_CCONJ_VERB	0	3	plur	manages	wrong	generated	Parties pale the engagement but	0	False	1105	4	5	Parties pale the engagement but seek her diplomatic puppy and the fault represents . <eos>	-10.9898
L__NOUN_VERB_VERB	24	8	plur	begin	correct	generated	Commissioners who manage these addicts	0	False	4597	5	5	Commissioners who manage these addicts pick at the agency actively ; and it 's dramatic to predict they are affordable and neurological to rush no if they pick there would lace a merchant . <eos>	-8.7874
L__NOUN_VERB_VERB	24	8	plur	begins	wrong	generated	Commissioners who manage these addicts	0	False	4461	5	5	Commissioners who manage these addicts pick at the agency actively ; and it 's dramatic to predict they are affordable and neurological to rush no if they pick there would lace a merchant . <eos>	-11.8679
R__VERB_NOUN_CCONJ_VERB	15	6	sing	takes	correct	generated	If you refer a bond who will ruin to you and donate he will amend and then vanish his priority , and not retrieve what he is preparing about why he dies puppets at executive rooms and	0	True	7831	6	37	If you refer a bond who will ruin to you and donate he will amend and then vanish his priority , and not retrieve what he is preparing about why he dies puppets at executive rooms and symbolizes they insist what you pick , why they will not recreate for you , notify to this grill ... he is the arena for you . <eos>	-7.04138
R__VERB_NOUN_CCONJ_VERB	15	6	sing	take	wrong	generated	If you refer a bond who will ruin to you and donate he will amend and then vanish his priority , and not retrieve what he is preparing about why he dies puppets at executive rooms and	0	True	20489	6	37	If you refer a bond who will ruin to you and donate he will amend and then vanish his priority , and not retrieve what he is preparing about why he dies puppets at executive rooms and symbolizes they insist what you pick , why they will not recreate for you , notify to this grill ... he is the arena for you . <eos>	-6.84442
R__VERB_NOUN_CCONJ_VERB	14	7	sing	recalls	correct	generated	The first provider you suggest whenever you assume on nightmare indicates that the mouse revenue still begins out the viability and	0	False	517	5	21	The first provider you suggest whenever you assume on nightmare indicates that the mouse revenue still begins out the viability and threatens into the portion security . <eos>	-12.5745
R__VERB_NOUN_CCONJ_VERB	14	7	sing	recall	wrong	generated	The first provider you suggest whenever you assume on nightmare indicates that the mouse revenue still begins out the viability and	0	False	898	5	21	The first provider you suggest whenever you assume on nightmare indicates that the mouse revenue still begins out the viability and threatens into the portion security . <eos>	-8.36518
L__NOUN_VERB_VERB	16	4	sing	adds	correct	generated	The latest length you can foresee in EI	0	False	932	6	8	The latest length you can foresee in EI understands to learn to a downside . <eos>	-9.88427
L__NOUN_VERB_VERB	16	4	sing	add	wrong	generated	The latest length you can foresee in EI	0	False	2283	6	8	The latest length you can foresee in EI understands to learn to a downside . <eos>	-9.85942
