pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	21	2	sing	expects	correct	generated	The asymmetrical lengthy recognition that he blames	1	False	206	4	7	The asymmetrical lengthy recognition that he blames agrees that he thereby refers his drugs and simultaneously loves tall with his rare tournament . <eos>	-17.5809	-14.3575	-14.6691	-15.3772	-15.9077	-12.757	-14.1279	-18.4888	-13.0717	-13.9514	-15.6427	-15.8261	-12.9731	-15.4271	-15.7805	-15.1113	-17.3469	-14.3101	-16.6152	-16.7775	-18.6183	-18.3457	-16.5791	-15.9386	-15.9793	-15.5243	-14.5191	-15.594	-14.7674	-16.6844	-15.0488	-14.123	-14.3726	-13.7523	-14.6601	-16.2287
L__NOUN_VERB_VERB	21	2	sing	expect	wrong	generated	The asymmetrical lengthy recognition that he blames	1	False	891	4	7	The asymmetrical lengthy recognition that he blames agrees that he thereby refers his drugs and simultaneously loves tall with his rare tournament . <eos>	-16.5582	-14.3173	-14.767	-15.0234	-16.5728	-13.26	-15.3493	-18.9878	-14.1223	-14.3618	-18.2617	-16.8524	-14.201	-15.2515	-15.9081	-15.9837	-15.9773	-15.3086	-16.8172	-19.5976	-18.9981	-17.1157	-17.0792	-18.4153	-16.7799	-15.4284	-15.5811	-17.3755	-14.602	-16.9821	-14.5992	-14.0971	-14.9619	-13.7437	-15.5156	-18.415
L__NOUN_VERB_VERB	2	3	plur	regard	correct	generated	<unk> I do n't pay to the confidante that the jaws we tend or receive to	1	False	2212	6	16	Whie I do n't pay to the confidante that the jaws we tend or receive to pale no adventure on our tourism ( which I suck is nearly costly ) , it does bless me whenever tours prefer out a historic laundry of features to realize the district on . <eos>	-8.68538	-8.62936	-8.23996	-9.50439	-10.3898	-8.3461	-8.19151	-7.18233	-8.65207	-7.86675	-9.34831	-11.8442	-8.46423	-9.78997	-9.60534	-8.89496	-8.85089	-8.32444	-9.65477	-8.41088	-8.71947	-9.12949	-8.29539	-7.86105	-7.26067	-10.194	-7.34311	-9.36824	-7.75482	-8.29305	-8.32767	-8.66529	-7.31182	-8.19316	-8.06014	-9.66088
L__NOUN_VERB_VERB	2	3	plur	regards	wrong	generated	<unk> I do n't pay to the confidante that the jaws we tend or receive to	1	False	833	6	16	Whie I do n't pay to the confidante that the jaws we tend or receive to pale no adventure on our tourism ( which I suck is nearly costly ) , it does bless me whenever tours prefer out a historic laundry of features to realize the district on . <eos>	-14.1639	-12.7425	-12.6808	-13.2157	-14.6005	-12.5059	-12.5011	-12.653	-13.308	-12.3976	-14.3444	-14.3233	-12.7483	-13.8932	-13.3642	-14.2653	-13.5756	-14.7595	-13.8346	-14.7479	-11.9149	-15.7525	-14.0598	-13.0128	-13.6405	-14.9814	-11.9507	-15.1112	-11.6793	-13.4667	-12.833	-12.4307	-12.4013	-12.809	-12.5614	-14.0546
R__VERB_NOUN_CCONJ_VERB	3	7	plur	beg	correct	generated	Please consider me sell if you become any transactions or	0	False	108	4	10	Please consider me sell if you become any transactions or tell anything ancient . <eos>	-11.1452	-12.6195	-13.0341	-11.6055	-10.529	-13.0456	-12.876	-12.3854	-12.0822	-13.4307	-10.857	-11.7583	-12.0861	-11.6541	-12.581	-13.2425	-13.4558	-12.5345	-12.2278	-11.9891	-12.8279	-11.2388	-13.5495	-13.6585	-13.1771	-11.3944	-11.9504	-12.5793	-12.7855	-11.2038	-12.1916	-12.872	-12.5343	-12.5599	-12.9816	-12.2225
R__VERB_NOUN_CCONJ_VERB	3	7	plur	begs	wrong	generated	Please consider me sell if you become any transactions or	0	False	209	4	10	Please consider me sell if you become any transactions or tell anything ancient . <eos>	-14.3296	-13.8758	-13.979	-12.4032	-12.0919	-13.3563	-12.6471	-13.6014	-12.5885	-13.2951	-14.1093	-15.2693	-12.6312	-12.6143	-12.9292	-14.1237	-14.2236	-14.8638	-15.1151	-14.9667	-14.9703	-13.0217	-13.9344	-13.9467	-14.241	-14.5721	-12.5443	-13.2637	-13.1251	-13.1014	-13.9218	-12.7145	-13.3738	-12.2957	-13.6	-14.317
R__VERB_NOUN_CCONJ_VERB	0	4	plur	work	correct	generated	Peoples represent the investment but	0	False	44756	4	5	Peoples represent the investment but provide her tall district and the willingness speaks . <eos>	-8.96778	-8.32167	-8.0618	-8.19218	-8.23695	-8.66716	-8.02262	-6.5759	-9.07049	-8.73822	-7.70044	-8.71941	-10.0049	-8.48484	-8.88	-7.56825	-9.70021	-8.02246	-6.96305	-7.76654	-8.52365	-9.94806	-10.3971	-7.98003	-7.81636	-9.03761	-8.85533	-9.25745	-9.06287	-7.14912	-7.93921	-7.98466	-8.22512	-9.66686	-7.7324	-8.05798
R__VERB_NOUN_CCONJ_VERB	0	4	plur	works	wrong	generated	Peoples represent the investment but	0	False	14571	4	5	Peoples represent the investment but provide her tall district and the willingness speaks . <eos>	-8.14898	-9.99932	-9.2786	-9.05153	-10.6856	-9.1754	-8.88336	-9.27911	-10.0786	-9.36857	-9.43779	-8.11808	-9.91507	-9.24623	-9.28536	-9.83585	-8.69157	-10.9547	-8.0503	-9.21085	-8.62297	-9.26278	-10.5512	-9.12813	-7.51251	-9.80822	-8.86144	-10.5589	-9.61684	-8.07477	-8.55888	-8.80344	-8.7011	-10.0558	-8.69009	-8.81597
L__NOUN_VERB_VERB	7	2	sing	happens	correct	generated	Can you invite that the pewter we are losing	0	False	1176	4	9	Can you invite that the pewter we are losing loves toward a colorful and perfect correlation ? <eos>	-11.7816	-10.8648	-12.5793	-13.3694	-11.9654	-13.1925	-12.893	-12.6433	-14.7215	-13.4931	-11.5698	-12.1005	-14.4366	-13.2804	-12.6821	-12.595	-10.4673	-11.7717	-10.288	-10.9959	-13.3633	-11.6356	-12.6483	-12.1783	-10.4065	-11.7422	-11.6195	-12.6573	-13.3232	-10.0042	-11.0241	-13.6282	-11.6547	-15.1451	-11.6104	-12.8335
L__NOUN_VERB_VERB	7	2	sing	happen	wrong	generated	Can you invite that the pewter we are losing	0	False	1554	4	9	Can you invite that the pewter we are losing loves toward a colorful and perfect correlation ? <eos>	-15.1275	-12.716	-13.02	-14.8254	-12.1128	-13.6465	-14.391	-15.952	-15.1666	-14.1113	-15.7132	-16.4721	-15.3243	-14.2329	-15.709	-14.095	-14.4776	-12.6792	-14.3518	-15.2742	-16.7083	-15.3635	-15.9355	-13.8314	-14.0821	-16.544	-11.9775	-16.6974	-14.2569	-13.6316	-12.5999	-13.9294	-13.7796	-14.7301	-12.6259	-13.606
L__NOUN_VERB_VERB	15	6	sing	asks	correct	generated	The ordinary group to bring for neat	0	False	1751	5	7	The ordinary group to bring for neat agrees to reflect billion , or your portion sentence spirit composition , and afford . <eos>	-15.2189	-15.2101	-14.2967	-14.0654	-16.5162	-14.213	-14.6715	-14.0664	-13.5543	-14.0847	-13.767	-16.8107	-13.0079	-12.3179	-14.0493	-14.4981	-16.4832	-16.7521	-14.0678	-16.508	-14.6463	-15.8668	-15.8754	-14.5152	-13.7441	-17.5798	-13.6221	-14.6072	-15.3796	-16.2488	-14.5024	-14.8782	-14.1712	-13.6363	-14.2212	-14.2642
L__NOUN_VERB_VERB	15	6	sing	ask	wrong	generated	The ordinary group to bring for neat	0	False	1771	5	7	The ordinary group to bring for neat agrees to reflect billion , or your portion sentence spirit composition , and afford . <eos>	-14.2269	-13.8586	-14.0496	-14.9847	-16.5426	-15.3643	-13.8975	-14.4348	-13.5532	-15.1901	-13.2686	-15.1274	-13.2628	-11.8755	-13.7812	-15.2969	-15.7352	-14.7295	-14.3471	-14.7035	-12.6611	-13.4714	-13.9015	-13.6946	-14.7996	-17.015	-14.029	-14.0635	-14.3125	-13.1141	-13.7435	-14.237	-14.8981	-14.0799	-14.6267	-15.3005
L__NOUN_VERB_VERB	6	9	plur	indicate	correct	generated	I respond the politics on which I should recruit your disgrace	1	False	2836	8	11	I respond the politics on which I should recruit your disgrace indicate : ( a ) Do you respond a formidable predator about the wallet to strict distribution toes believed by Earl Abdul ? <eos>	-16.8712	-16.5875	-13.7337	-15.5387	-18.3878	-14.2707	-13.7068	-15.1921	-12.5497	-14.9344	-15.6153	-16.0186	-13.0813	-14.5334	-15.5356	-14.7224	-15.0128	-17.1527	-14.6204	-16.5713	-15.828	-17.4308	-14.2732	-13.8741	-15.946	-15.9092	-14.4899	-16.067	-13.3763	-15.0752	-15.3274	-14.3491	-14.2832	-13.838	-14.5915	-17.5355
L__NOUN_VERB_VERB	6	9	plur	indicates	wrong	generated	I respond the politics on which I should recruit your disgrace	1	False	1984	8	11	I respond the politics on which I should recruit your disgrace indicate : ( a ) Do you respond a formidable predator about the wallet to strict distribution toes believed by Earl Abdul ? <eos>	-11.6481	-14.6228	-12.618	-15.1403	-15.3694	-14.8767	-14.4622	-14.398	-14.012	-14.9323	-14.0625	-13.7064	-13.7048	-13.4256	-14.8294	-14.1682	-13.7945	-15.991	-13.7968	-14.7408	-13.1927	-13.3507	-12.6596	-13.3894	-14.3983	-14.0049	-13.0025	-16.1256	-12.7678	-14.4334	-13.8863	-14.3458	-13.5078	-15.3584	-14.2768	-13.4024
R__VERB_NOUN_CCONJ_VERB	1	6	plur	cut	correct	generated	I seek we manually decide the joke and	0	False	7012	4	8	I seek we manually decide the joke and deserve to Hospital . <eos>	-8.11458	-7.77486	-8.90259	-8.07389	-7.50999	-8.34671	-6.76418	-6.7384	-8.37665	-8.47427	-7.62488	-8.94593	-8.30378	-6.93806	-6.9643	-8.05691	-7.18918	-7.71399	-6.90746	-8.27082	-8.9726	-7.66599	-9.11444	-8.10041	-7.90037	-7.55751	-7.08911	-7.29133	-7.5984	-7.63506	-7.58834	-8.38161	-7.59604	-8.30361	-6.73272	-8.18863
R__VERB_NOUN_CCONJ_VERB	1	6	plur	cuts	wrong	generated	I seek we manually decide the joke and	0	False	1618	4	8	I seek we manually decide the joke and deserve to Hospital . <eos>	-9.03326	-9.19811	-9.08366	-10.1221	-10.97	-9.18014	-8.73564	-9.42116	-9.53082	-9.85397	-10.8732	-11.7945	-9.45514	-9.41293	-8.19939	-9.04988	-8.45021	-9.83415	-7.56177	-8.4051	-11.5372	-8.76679	-9.81214	-9.33514	-7.73823	-9.71482	-8.52122	-10.1495	-9.2581	-9.86917	-9.4152	-9.36546	-9.29958	-9.53867	-8.85059	-9.0444
L__NOUN_VERB_VERB	24	4	plur	plan	correct	generated	Peoples who wash these explosives	0	False	8632	5	5	Peoples who wash these explosives make at the unwillingness indeed ; and it 's tall to put they are aggressive and southern to pour no if they propose there would develop a barrel . <eos>	-17.0402	-15.2658	-12.9886	-13.8186	-14.4541	-12.5954	-13.8543	-14.0487	-11.2351	-12.4217	-14.8635	-15.7134	-11.4644	-14.1078	-13.4349	-13.0922	-15.1621	-17.4056	-12.9191	-17.4011	-11.3538	-13.2548	-13.9717	-14.2983	-14.4656	-14.4369	-11.7281	-14.7137	-13.655	-13.4228	-12.3996	-11.8516	-12.3557	-11.8539	-12.9686	-14.0398
L__NOUN_VERB_VERB	24	4	plur	plans	wrong	generated	Peoples who wash these explosives	0	False	7238	5	5	Peoples who wash these explosives make at the unwillingness indeed ; and it 's tall to put they are aggressive and southern to pour no if they propose there would develop a barrel . <eos>	-12.8306	-12.3118	-12.8803	-12.1484	-15.729	-11.8801	-11.806	-12.0885	-9.44545	-11.5898	-14.0378	-14.5503	-10.5096	-12.9498	-11.8834	-12.5772	-13.1428	-15.1523	-12.7205	-14.9705	-12.2228	-12.6946	-11.7075	-12.39	-13.3289	-12.2676	-11.706	-12.6888	-13.698	-14.8407	-11.3635	-11.0853	-11.689	-10.0552	-9.83316	-12.181
R__VERB_NOUN_CCONJ_VERB	8	3	sing	covers	correct	generated	It jumps the waiter for map index and	0	False	3270	7	8	It jumps the waiter for map index and follows , “ We are backed that the Kenneth should not admit with comfortable - weapon worries who pose to spend and succeed personally and uniquely in the premises , sons , and specialists of hectic terror . ” <eos>	-11.2242	-8.90999	-9.56735	-10.2742	-12.6317	-6.64395	-9.06074	-12.4744	-7.62596	-7.59548	-11.018	-7.67816	-7.78735	-8.98379	-8.6679	-8.70896	-10.0158	-9.67568	-10.0032	-10.4733	-8.78993	-10.047	-9.5823	-11.3232	-10.3239	-9.72923	-9.43006	-11.163	-9.96121	-10.64	-9.61089	-8.14309	-10.0083	-7.28178	-8.3963	-10.5279
R__VERB_NOUN_CCONJ_VERB	8	3	sing	cover	wrong	generated	It jumps the waiter for map index and	0	False	8078	7	8	It jumps the waiter for map index and follows , “ We are backed that the Kenneth should not admit with comfortable - weapon worries who pose to spend and succeed personally and uniquely in the premises , sons , and specialists of hectic terror . ” <eos>	-7.99506	-7.18909	-8.16748	-7.76126	-9.28184	-7.68771	-7.81981	-6.83908	-8.31076	-7.26891	-9.53483	-6.58637	-8.36902	-7.76967	-6.76375	-7.69088	-9.04177	-4.44181	-8.36739	-8.02546	-7.51858	-5.83196	-8.32308	-7.60254	-8.82565	-6.00689	-6.39702	-9.81233	-7.93001	-8.6353	-8.73306	-7.84254	-7.06759	-8.03427	-7.02365	-6.71656
L__NOUN_VERB_VERB	17	0	sing	is	correct	original	The main thing people do there	1	False	649202	4	6	The main thing people do there is go to the beach . <eos>	-2.86419	-0.829693	-2.23842	-1.30218	-1.0176	-2.19215	-2.00354	-0.794418	-1.6656	-3.44557	-1.31075	-3.19837	-1.79062	-1.38823	-1.07963	-1.88731	-2.36673	-2.59398	-2.6372	-1.85908	-1.89972	-2.94936	-2.65514	-2.55214	-2.83125	-2.10675	-1.38099	-1.22309	-3.33497	-1.80854	-2.49433	-2.45918	-1.10856	-2.10399	-1.68152	-1.90195
L__NOUN_VERB_VERB	17	0	sing	are	wrong	original	The main thing people do there	1	False	261453	4	6	The main thing people do there is go to the beach . <eos>	-1.9122	-2.21106	-2.3362	-2.58793	-2.42264	-3.40292	-3.0969	-2.18439	-2.27745	-4.22165	-1.17082	-3.32183	-2.53403	-3.1437	-3.57532	-2.67074	-3.9996	-3.92787	-1.3571	-2.7491	-2.67632	-3.44672	-2.40435	-3.2766	-2.38708	-2.71852	-3.04921	-1.4402	-3.10094	-3.90942	-3.82632	-2.62352	-2.78901	-3.02138	-2.50404	-1.77866
R__VERB_NOUN_CCONJ_VERB	12	3	sing	covers	correct	generated	Trust for a cell of foreigners in their creation that drops from the barn and	0	False	3270	5	15	Trust for a cell of foreigners in their creation that drops from the barn and relates super to the vent fo the demonstration . <eos>	-10.2786	-10.1955	-8.88476	-10.3647	-8.49117	-7.55522	-9.90114	-8.88863	-8.99205	-8.9034	-10.7525	-10.4258	-8.60277	-10.1033	-11.1844	-10.2696	-10.4286	-10.4049	-10.1757	-9.44359	-9.09902	-10.4576	-9.71327	-10.8162	-10.1035	-10.2626	-9.45033	-9.76153	-9.39269	-9.40716	-9.54283	-9.26817	-9.81645	-8.5816	-10.2598	-10.385
R__VERB_NOUN_CCONJ_VERB	12	3	sing	cover	wrong	generated	Trust for a cell of foreigners in their creation that drops from the barn and	0	False	8078	5	15	Trust for a cell of foreigners in their creation that drops from the barn and relates super to the vent fo the demonstration . <eos>	-9.9795	-9.99538	-8.19461	-9.97268	-10.0996	-8.14231	-10.3805	-9.3142	-9.06208	-7.55563	-10.08	-10.1183	-9.24298	-8.90088	-11.0001	-9.38984	-8.43763	-13.4017	-8.59957	-8.65992	-9.58765	-10.1922	-7.76906	-8.56114	-6.87285	-8.08551	-6.76081	-10.2797	-8.14173	-9.87159	-9.19236	-7.65038	-8.31017	-8.49542	-8.24266	-7.4764
R__VERB_NOUN_CCONJ_VERB	10	2	plur	provide	correct	generated	You apologize the lookout and	0	False	12768	4	5	You apologize the lookout and represent tent membership into the ham . <eos>	-6.93082	-7.91933	-9.04621	-7.30705	-7.21525	-9.1498	-7.27247	-6.53092	-7.1471	-7.957	-8.96972	-7.96927	-7.61154	-8.38249	-7.34242	-6.91218	-6.86046	-5.8634	-7.20887	-7.18118	-6.07427	-9.3762	-6.46035	-7.04489	-6.55486	-8.77506	-8.72555	-8.46232	-8.9881	-7.58107	-7.98069	-8.45566	-9.64527	-7.90318	-7.19191	-7.72628
R__VERB_NOUN_CCONJ_VERB	10	2	plur	provides	wrong	generated	You apologize the lookout and	0	False	7409	4	5	You apologize the lookout and represent tent membership into the ham . <eos>	-7.35452	-8.84255	-9.13834	-8.98084	-8.23851	-7.68574	-9.10385	-7.62548	-8.38058	-8.48246	-9.57639	-11.0307	-9.10373	-8.37563	-9.38288	-8.53531	-9.42465	-11.1511	-9.05221	-10.4723	-9.06502	-10.6477	-8.40907	-7.92992	-8.90747	-9.73094	-9.46962	-10.921	-9.64487	-10.4171	-8.37605	-8.74435	-10.3003	-8.90088	-8.68212	-11.0998
L__NOUN_VERB_VERB	7	9	sing	bites	correct	generated	Can you establish that the today we are happening	0	False	214	4	9	Can you establish that the today we are happening feels toward a homeless and nutritional coordinator ? <eos>	-14.2791	-15.531	-15.5288	-14.5945	-16.7514	-14.9669	-14.1598	-17.3851	-14.9719	-15.1165	-16.8097	-15.5646	-14.8412	-16.541	-14.6561	-15.4708	-16.504	-17.7708	-16.2111	-17.1242	-16.1632	-15.9907	-16.1206	-15.9777	-16.1838	-16.8833	-14.1395	-17.5617	-15.0081	-16.7879	-14.773	-15.6448	-16.1416	-14.8852	-14.7536	-15.3731
L__NOUN_VERB_VERB	7	9	sing	bite	wrong	generated	Can you establish that the today we are happening	0	False	428	4	9	Can you establish that the today we are happening feels toward a homeless and nutritional coordinator ? <eos>	-14.4356	-14.3169	-15.4092	-13.842	-15.85	-15.7969	-14.7641	-15.9451	-15.9826	-16.5153	-15.1052	-14.5875	-15.6239	-15.2629	-13.8965	-15.4421	-15.5405	-15.8873	-14.7275	-14.685	-15.1361	-17.0174	-15.0546	-16.0527	-16.6807	-15.8547	-13.4797	-16.3146	-14.0379	-16.6493	-14.1886	-16.4639	-14.9269	-15.3869	-14.2987	-14.3489
L__NOUN_VERB_VERB	24	6	plur	take	correct	generated	Rules who receive these extremists	0	False	20489	5	5	Rules who receive these extremists prefer at the electricity incredibly ; and it 's frightening to commit they are authentic and vulnerable to climb no if they thank there would hurt a laser . <eos>	-9.30304	-7.14083	-6.89741	-7.03317	-8.3964	-8.45558	-7.94293	-8.64835	-7.73232	-8.4823	-7.01319	-5.94483	-7.15331	-7.1314	-7.48218	-7.11091	-8.61231	-7.90236	-5.57467	-5.17388	-8.09187	-7.60981	-8.03132	-7.34393	-6.7722	-9.45754	-7.51047	-8.53645	-5.3983	-7.73017	-6.76822	-7.86775	-6.66556	-7.71784	-7.48076	-6.97125
L__NOUN_VERB_VERB	24	6	plur	takes	wrong	generated	Rules who receive these extremists	0	False	7831	5	5	Rules who receive these extremists prefer at the electricity incredibly ; and it 's frightening to commit they are authentic and vulnerable to climb no if they thank there would hurt a laser . <eos>	-11.3795	-9.81099	-9.61295	-9.95216	-9.92974	-10.8176	-9.68815	-11.7703	-10.6924	-10.5501	-11.0625	-9.30738	-10.1121	-8.94537	-11.3134	-9.35817	-10.5361	-9.05345	-8.73696	-9.22289	-9.6849	-9.80054	-10.4852	-10.1843	-8.47406	-10.1924	-9.70985	-11.3293	-10.1046	-9.91652	-9.06247	-10.4505	-10.6589	-9.9198	-9.40733	-9.83403
L__NOUN_VERB_VERB	2	2	plur	try	correct	generated	<unk> I do n't sail to the vulnerability that the representatives we recognize or believe to	1	False	3589	6	16	Whie I do n't sail to the vulnerability that the representatives we recognize or believe to lose no equality on our tandem ( which I listen is somewhat legislative ) , it does vanish me why factions seek out a small colonization of secretaries to join the coup on . <eos>	-7.06612	-7.04066	-7.4788	-7.29441	-10.7615	-6.76757	-6.19557	-7.97305	-7.10798	-6.78286	-7.94847	-9.53236	-6.81059	-8.14885	-7.89362	-6.79486	-9.42572	-9.77815	-7.9708	-8.74371	-8.79791	-8.20388	-9.18993	-8.77186	-8.89327	-7.2951	-7.64816	-8.38359	-6.93867	-7.80786	-6.82666	-7.19596	-7.8662	-7.70745	-6.88185	-8.65501
L__NOUN_VERB_VERB	2	2	plur	tries	wrong	generated	<unk> I do n't sail to the vulnerability that the representatives we recognize or believe to	1	False	2412	6	16	Whie I do n't sail to the vulnerability that the representatives we recognize or believe to lose no equality on our tandem ( which I listen is somewhat legislative ) , it does vanish me why factions seek out a small colonization of secretaries to join the coup on . <eos>	-16.162	-14.6402	-15.624	-14.0221	-18.689	-15.589	-14.681	-16.0984	-13.6085	-14.5731	-15.2294	-19.0051	-13.5558	-15.6031	-14.9678	-15.1195	-16.0669	-17.6688	-15.1588	-15.7154	-15.9365	-17.4791	-15.1671	-15.8687	-16.7301	-16.8343	-13.6012	-16.128	-13.2828	-14.5196	-15.0627	-14.3314	-14.3381	-14.5158	-14.4264	-14.7815
R__VERB_NOUN_CCONJ_VERB	4	6	plur	cut	correct	generated	Read me strengthen if you choose any governments or	0	False	7012	4	9	Read me strengthen if you choose any governments or tolerate anything enjoyable . <eos>	-10.8511	-11.3087	-12.4865	-11.4481	-10.2271	-12.4427	-12.8896	-11.9249	-10.9592	-12.0845	-9.88802	-10.5281	-10.6393	-11.1896	-11.0534	-10.2946	-11.2567	-11.5046	-11.0998	-10.5215	-11.9895	-10.6137	-10.9524	-11.0911	-11.9518	-11.0297	-10.7239	-9.69992	-12.8959	-10.9664	-10.9279	-11.199	-9.59874	-11.3706	-12.2197	-10.1904
R__VERB_NOUN_CCONJ_VERB	4	6	plur	cuts	wrong	generated	Read me strengthen if you choose any governments or	0	False	1618	4	9	Read me strengthen if you choose any governments or tolerate anything enjoyable . <eos>	-10.9723	-12.3401	-12.7191	-12.077	-12.8954	-11.0266	-12.1376	-11.6837	-10.077	-11.0973	-10.6906	-14.4788	-10.3224	-11.5845	-11.9665	-11.6491	-12.3843	-14.1861	-11.6409	-11.9166	-14.095	-10.7867	-12.0924	-11.4106	-12.9113	-12.8635	-10.877	-10.9906	-11.4475	-11.2369	-11.4027	-10.2819	-10.6453	-10.2665	-11.2998	-10.117
L__NOUN_VERB_VERB	15	9	sing	allows	correct	generated	The outward debt to trigger for scientific	0	False	5948	5	7	The outward debt to trigger for scientific agrees to grab five , or your disappearance tribe job hamster , and improve . <eos>	-17.5048	-15.1234	-15.4753	-14.9133	-15.2951	-14.3741	-13.7124	-16.4327	-12.0821	-14.2963	-12.9225	-13.0506	-12.2687	-16.3456	-14.3191	-13.9447	-17.4543	-13.8184	-14.8867	-14.2747	-15.8581	-15.0662	-16.3304	-15.3874	-14.1975	-15.7133	-16.451	-15.0051	-16.1832	-12.5198	-14.1976	-13.6811	-14.9564	-11.6733	-14.4406	-16.3086
L__NOUN_VERB_VERB	15	9	sing	allow	wrong	generated	The outward debt to trigger for scientific	0	False	8990	5	7	The outward debt to trigger for scientific agrees to grab five , or your disappearance tribe job hamster , and improve . <eos>	-18.5409	-16.2097	-15.2333	-14.9693	-14.2184	-14.964	-13.9468	-14.5569	-12.9249	-14.8927	-16.3117	-13.4695	-13.0486	-15.1102	-14.1897	-13.4291	-18.0006	-14.9495	-15.333	-15.6525	-12.7091	-18.6586	-14.8272	-17.6842	-14.6514	-17.8139	-17.2503	-13.2533	-15.2525	-15.1339	-13.7941	-14.6411	-15.1094	-13.0954	-14.1322	-14.8362
L__NOUN_VERB_VERB	17	6	sing	affirms	correct	generated	The relaxed story helicopters describe there	1	False	80	4	6	The relaxed story helicopters describe there agrees relate to the freedom . <eos>	-18.0331	-14.3731	-15.5034	-14.6839	-17.9001	-13.7495	-14.756	-18.408	-16.2583	-13.6508	-16.5094	-17.1047	-15.3845	-14.8763	-15.1193	-14.8114	-16.2922	-18.7163	-15.9719	-16.9533	-15.5228	-17.4127	-14.6161	-14.4683	-17.7075	-17.2893	-17.0171	-15.9289	-14.4275	-18.7442	-14.178	-14.1776	-16.1068	-16.2964	-14.6585	-18.391
L__NOUN_VERB_VERB	17	6	sing	affirm	wrong	generated	The relaxed story helicopters describe there	1	False	127	4	6	The relaxed story helicopters describe there agrees relate to the freedom . <eos>	-16.828	-14.7936	-15.9704	-15.6229	-17.6822	-14.9076	-15.2458	-19.0699	-15.9417	-14.4402	-17.1233	-17.6852	-15.8394	-14.9433	-15.8368	-15.019	-16.5809	-18.2628	-17.8015	-15.359	-15.5343	-16.7251	-15.624	-15.9038	-17.0851	-19.0454	-17.1402	-15.754	-14.6471	-17.0114	-14.3077	-15.2081	-15.5698	-15.8682	-15.3689	-15.9304
L__NOUN_VERB_VERB	9	8	plur	tell	correct	generated	But additional taxes do circulate the dessert they learn he will recover , and the alternatives who describe him	1	True	2668	4	19	But additional taxes do circulate the dessert they learn he will recover , and the alternatives who describe him learn to enter the operations who arrive him . <eos>	-10.7015	-12.4937	-12.3607	-11.9026	-14.8644	-13.4406	-12.955	-13.6957	-11.9497	-12.9669	-10.8881	-11.6788	-12.0907	-11.4318	-13.1749	-12.0988	-13.1629	-10.3581	-12.2885	-11.9439	-12.9094	-11.6265	-12.6785	-13.8212	-13.2723	-11.1318	-11.971	-10.7833	-11.6331	-11.1859	-13.6965	-13.3341	-12.9127	-11.6567	-12.1645	-11.0178
