pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent
R__NOUN_NOUN_DET_ADJ	85	0	plur	מערבי	wrong	original	"ב תגובה ל ניסיונות ה פיוס של אותן מדינות כבר הספיק סדאם חוסיין להצהיר ( ב מיטב ה מסורת של היטלר , מורו ו רבו ) , מ פי ה שר שלו ל ענייני הסברה ( ב מיטב ה מסורת של גבלס , מורו ו רבו ) , ש "" <unk> היא ה מחוז ה 91 של עיראק ו כ זו היא תישאר <unk> , ו ככל ש <unk> ה ארצות ה מתנגדות ל כך להכיר ב עובדה זו ו להשלים עמה , כך גם <unk> בעיית בני ה ערובה ה"	1	True	6520	4	91	"ב תגובה ל ניסיונות ה פיוס של אותן מדינות כבר הספיק סדאם חוסיין להצהיר ( ב מיטב ה מסורת של היטלר , מורו ו רבו ) , מ פי ה שר שלו ל ענייני הסברה ( ב מיטב ה מסורת של גבלס , מורו ו רבו ) , ש "" כוויית היא ה מחוז ה 91 של עיראק ו כ זו היא תישאר לעולמים , ו ככל ש ימהרו ה ארצות ה מתנגדות ל כך להכיר ב עובדה זו ו להשלים עמה , כך גם תיפתר בעיית בני ה ערובה ה מערביים ו שאר ה בעיות של ה אזור "" . <eos>"
R__NOUN_ADJ_DET_ADJ	1	8	sing	קבילה	correct	generated	"ו היצע סולח : ה פנסיון "" עץ ו שיקול "" אינו מאפיין ב יערנות ה חוקית ה"	0	True	96	4	18	"ו היצע סולח : ה פנסיון "" עץ ו שיקול "" אינו מאפיין ב יערנות ה חוקית ה כדאית רק את צינורות ה צער ל מספנת . <eos>"
R__NOUN_ADJ_DET_ADJ	1	8	sing	קבילות	wrong	generated	"ו היצע סולח : ה פנסיון "" עץ ו שיקול "" אינו מאפיין ב יערנות ה חוקית ה"	0	True	159	4	18	"ו היצע סולח : ה פנסיון "" עץ ו שיקול "" אינו מאפיין ב יערנות ה חוקית ה כדאית רק את צינורות ה צער ל מספנת . <eos>"
R__NOUN_ADJ_DET_ADJ	2	9	sing	עוקף	correct	generated	גם לא מדליקים מ מחזור ה דרדנלים הקימברים ב שבוע ה שלישי , ש עשוי היה לקיים ה שרטון ה נמוך ה	0	True	225	4	22	גם לא מדליקים מ מחזור ה דרדנלים הקימברים ב שבוע ה שלישי , ש עשוי היה לקיים ה שרטון ה נמוך ה מופתי , משום ידם ה סדירה , אקלימית ככל ש תהיה , ל נזיקין . <eos>
R__NOUN_ADJ_DET_ADJ	2	9	sing	עוקפים	wrong	generated	גם לא מדליקים מ מחזור ה דרדנלים הקימברים ב שבוע ה שלישי , ש עשוי היה לקיים ה שרטון ה נמוך ה	0	True	46	4	22	גם לא מדליקים מ מחזור ה דרדנלים הקימברים ב שבוע ה שלישי , ש עשוי היה לקיים ה שרטון ה נמוך ה מופתי , משום ידם ה סדירה , אקלימית ככל ש תהיה , ל נזיקין . <eos>
R__NOUN_ADJ_DET_ADJ	2	6	sing	מקראי	correct	generated	גם לא יוצקים מ מדע ה וטו מתאספים ב צום ה שלישי , ש עשוי היה להשלים ה בזאר ה אנליטי ה	0	True	856	4	22	גם לא יוצקים מ מדע ה וטו מתאספים ב צום ה שלישי , ש עשוי היה להשלים ה בזאר ה אנליטי ה סטליניסטי , משום תביעתם ה תחבירית , גרועה ככל ש תהיה , ל גלגולי . <eos>
R__NOUN_ADJ_DET_ADJ	2	6	sing	מקראיים	wrong	generated	גם לא יוצקים מ מדע ה וטו מתאספים ב צום ה שלישי , ש עשוי היה להשלים ה בזאר ה אנליטי ה	0	True	204	4	22	גם לא יוצקים מ מדע ה וטו מתאספים ב צום ה שלישי , ש עשוי היה להשלים ה בזאר ה אנליטי ה סטליניסטי , משום תביעתם ה תחבירית , גרועה ככל ש תהיה , ל גלגולי . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	25	7	plur	אדישים	correct	generated	לפתע פתאום לא היה ה פרופיל ה משמעי ב חריצים ה בין -	0	True	61	4	13	לפתע פתאום לא היה ה פרופיל ה משמעי ב חריצים ה בין - אופיניים הריסה קולנועית קרובת , אלא סרום מסורתי . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	25	7	plur	אדיש	wrong	generated	לפתע פתאום לא היה ה פרופיל ה משמעי ב חריצים ה בין -	0	True	187	4	13	לפתע פתאום לא היה ה פרופיל ה משמעי ב חריצים ה בין - אופיניים הריסה קולנועית קרובת , אלא סרום מסורתי . <eos>
R__NOUN_ADJ_DET_ADJ	68	2	sing	ניהולי	correct	generated	הוא ה משיח ה נטול ה	0	False	213	4	6	הוא ה משיח ה נטול ה חיצוני ב החלטות ריג ה מפושט ל הרחבת רגיעה שנייה . <eos>
R__NOUN_ADJ_DET_ADJ	68	2	sing	ניהוליים	wrong	generated	הוא ה משיח ה נטול ה	0	False	116	4	6	הוא ה משיח ה נטול ה חיצוני ב החלטות ריג ה מפושט ל הרחבת רגיעה שנייה . <eos>
R__NOUN_NOUN_DET_ADJ	23	4	sing	מתוכננת	correct	generated	ב קרבת ה טבעות ה	1	False	991	4	5	ב קרבת ה טבעות ה משוכללת שלו הוא הונע לא את חזותו של תוקפו , אלא את מעצרם ה סדור - נכרי של עמיתו . <eos>
R__NOUN_NOUN_DET_ADJ	23	4	sing	מתוכננות	wrong	generated	ב קרבת ה טבעות ה	1	False	268	4	5	ב קרבת ה טבעות ה משוכללת שלו הוא הונע לא את חזותו של תוקפו , אלא את מעצרם ה סדור - נכרי של עמיתו . <eos>
R__NOUN_ADJ_DET_ADJ	1	3	sing	לימודית	correct	generated	"ו שידור נפתר : ה שבוע "" תקציב ו מועדון "" אינו מאפיין ב נשיאה ה פיזיקלית ה"	0	True	262	4	18	"ו שידור נפתר : ה שבוע "" תקציב ו מועדון "" אינו מאפיין ב נשיאה ה פיזיקלית ה מדברית רק את מועדי ה פיצול ל גורילות . <eos>"
R__NOUN_ADJ_DET_ADJ	1	3	sing	לימודיות	wrong	generated	"ו שידור נפתר : ה שבוע "" תקציב ו מועדון "" אינו מאפיין ב נשיאה ה פיזיקלית ה"	0	True	100	4	18	"ו שידור נפתר : ה שבוע "" תקציב ו מועדון "" אינו מאפיין ב נשיאה ה פיזיקלית ה מדברית רק את מועדי ה פיצול ל גורילות . <eos>"
R__NOUN_ADJ_DET_ADJ	38	1	sing	סימטרי	correct	generated	<unk> שינוי ה מלגה סולח כי זה אמורא ב ואלו ממונע יחסית ל יטל ה נכרי ה	0	False	320	4	17	"מ""ם שינוי ה מלגה סולח כי זה אמורא ב ואלו ממונע יחסית ל יטל ה נכרי ה אחרון , ו הוא סימטריית של משא אימפרסיוניסטי אוטונומי ו נעלי גו ב תצרוכת ה עיקרית . <eos>"
R__NOUN_ADJ_DET_ADJ	38	1	sing	סימטריים	wrong	generated	<unk> שינוי ה מלגה סולח כי זה אמורא ב ואלו ממונע יחסית ל יטל ה נכרי ה	0	False	175	4	17	"מ""ם שינוי ה מלגה סולח כי זה אמורא ב ואלו ממונע יחסית ל יטל ה נכרי ה אחרון , ו הוא סימטריית של משא אימפרסיוניסטי אוטונומי ו נעלי גו ב תצרוכת ה עיקרית . <eos>"
R__NOUN_NOUN_DET_ADJ	78	0	sing	ממוחשב	correct	original	ב סבלנות ו ב חיוך מקצועי מעל מסך ה טלוויזיה , כמובן הוא מזמין את ה אנשים להרכיב את תשבץ ה אירועים , כמו על שולחן ה עריכה ה	0	True	376	4	29	ב סבלנות ו ב חיוך מקצועי מעל מסך ה טלוויזיה , כמובן הוא מזמין את ה אנשים להרכיב את תשבץ ה אירועים , כמו על שולחן ה עריכה ה ממוחשב ש ב אולפן . <eos>
R__NOUN_NOUN_DET_ADJ	78	0	sing	ממוחשבים	wrong	original	ב סבלנות ו ב חיוך מקצועי מעל מסך ה טלוויזיה , כמובן הוא מזמין את ה אנשים להרכיב את תשבץ ה אירועים , כמו על שולחן ה עריכה ה	0	True	244	4	29	ב סבלנות ו ב חיוך מקצועי מעל מסך ה טלוויזיה , כמובן הוא מזמין את ה אנשים להרכיב את תשבץ ה אירועים , כמו על שולחן ה עריכה ה ממוחשב ש ב אולפן . <eos>
L__NOUN_NOUN_ADJ_VERB	3	0	plur	מבצעים	correct	original	רופאי נשים טורקיים ו איראניים	0	False	3416	5	5	רופאי נשים טורקיים ו איראניים מבצעים מלאכה זאת ב ברלין , ב אמסטרדם או ב איסטנבול , תמורת 003 עד 1,000 מרק . <eos>
L__NOUN_NOUN_ADJ_VERB	3	0	plur	מבצע	wrong	original	רופאי נשים טורקיים ו איראניים	0	False	13411	5	5	רופאי נשים טורקיים ו איראניים מבצעים מלאכה זאת ב ברלין , ב אמסטרדם או ב איסטנבול , תמורת 003 עד 1,000 מרק . <eos>
R__NOUN_NOUN_DET_ADJ	75	1	sing	מודאג	correct	generated	יארדים שפירים , ש נהנו על קביעת עלות ה תאטרון , העזו כי ישלטו לזרוק ב תקנון ה זפת ה	0	True	157	4	20	"יארדים שפירים , ש נהנו על קביעת עלות ה תאטרון , העזו כי ישלטו לזרוק ב תקנון ה זפת ה חינוכי של קומת ה "" ביטאון "" ה טרנסצנדנטלית ( ה "" סופר - בד "" ) , ה אמור לעיין השנה ב פארס , ו כן ב שינויי ריצוי יוניים ב ביטויי ה התגברות . <eos>"
R__NOUN_NOUN_DET_ADJ	75	1	sing	מודאגים	wrong	generated	יארדים שפירים , ש נהנו על קביעת עלות ה תאטרון , העזו כי ישלטו לזרוק ב תקנון ה זפת ה	0	True	100	4	20	"יארדים שפירים , ש נהנו על קביעת עלות ה תאטרון , העזו כי ישלטו לזרוק ב תקנון ה זפת ה חינוכי של קומת ה "" ביטאון "" ה טרנסצנדנטלית ( ה "" סופר - בד "" ) , ה אמור לעיין השנה ב פארס , ו כן ב שינויי ריצוי יוניים ב ביטויי ה התגברות . <eos>"
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	5	7	plur	תבלינים	correct	generated	"לאחר מ כן היא מתאפסת את ה דופי ב קרובי ה "" ביולוג "" מקלדות , תאולוגיה ,"	0	True	645	4	18	"לאחר מ כן היא מתאפסת את ה דופי ב קרובי ה "" ביולוג "" מקלדות , תאולוגיה , שטרות , אקדחי , סוחרי מספור , פתרונות טריטוריה , אפיפיורים משוכללים ו עוד . <eos>"
R__NOUN_PUNCT_NOUN_PUNCT_NOUN	5	7	plur	תבלין	wrong	generated	"לאחר מ כן היא מתאפסת את ה דופי ב קרובי ה "" ביולוג "" מקלדות , תאולוגיה ,"	0	True	276	4	18	"לאחר מ כן היא מתאפסת את ה דופי ב קרובי ה "" ביולוג "" מקלדות , תאולוגיה , שטרות , אקדחי , סוחרי מספור , פתרונות טריטוריה , אפיפיורים משוכללים ו עוד . <eos>"
R__NOUN_NOUN_DET_ADJ	69	1	sing	ארור	correct	generated	שידור ה עירום ה	0	False	98	4	4	"שידור ה עירום ה מושלם ב כדורסלן - הליום נוגן מוזיקאית ב "" אהל ו ה מרכיבי ב התחזות ה אפינית ו ה טרגית "" של חסד בהאי מ לייף עקב הקמתו ל מיקי , ו לא דווח ב המשכה . <eos>"
R__NOUN_NOUN_DET_ADJ	69	1	sing	ארורים	wrong	generated	שידור ה עירום ה	0	False	69	4	4	"שידור ה עירום ה מושלם ב כדורסלן - הליום נוגן מוזיקאית ב "" אהל ו ה מרכיבי ב התחזות ה אפינית ו ה טרגית "" של חסד בהאי מ לייף עקב הקמתו ל מיקי , ו לא דווח ב המשכה . <eos>"
R__NOUN_ADJ_DET_ADJ	62	8	sing	תקציבי	correct	generated	הסדר ה דיפלומה ירצה עד קריאת ה קומדיה ה אווירונאוטית ו יהיה זה ה תנע ה תקין ה	0	False	370	4	18	"הסדר ה דיפלומה ירצה עד קריאת ה קומדיה ה אווירונאוטית ו יהיה זה ה תנע ה תקין ה מגוחך ה לועזי ביותר ב הומור דביק מ אז ספאסקי ; עמוד ארה""ב ב הוחנבאנד פרז ל 345,000 ב 1969 . <eos>"
R__NOUN_ADJ_DET_ADJ	62	8	sing	תקציביים	wrong	generated	הסדר ה דיפלומה ירצה עד קריאת ה קומדיה ה אווירונאוטית ו יהיה זה ה תנע ה תקין ה	0	False	83	4	18	"הסדר ה דיפלומה ירצה עד קריאת ה קומדיה ה אווירונאוטית ו יהיה זה ה תנע ה תקין ה מגוחך ה לועזי ביותר ב הומור דביק מ אז ספאסקי ; עמוד ארה""ב ב הוחנבאנד פרז ל 345,000 ב 1969 . <eos>"
R__NOUN_NOUN_DET_ADJ	138	5	plur	טעונים	correct	generated	"פירעון ה מספנה ש התערער תחת ה כוריאוגרפיה "" יקטן נא סידור לתקן "" ( "" ה הקדשה "" , 111 ) , דוקר להציל את ה תכשיט עם ה מפכ""ל ו נישואי ה סימטריית ה"	1	True	275	4	36	"פירעון ה מספנה ש התערער תחת ה כוריאוגרפיה "" יקטן נא סידור לתקן "" ( "" ה הקדשה "" , 111 ) , דוקר להציל את ה תכשיט עם ה מפכ""ל ו נישואי ה סימטריית ה טוניים בגלל חייו ב עונשי משרד ה עור . <eos>"
R__NOUN_NOUN_DET_ADJ	138	5	plur	טעון	wrong	generated	"פירעון ה מספנה ש התערער תחת ה כוריאוגרפיה "" יקטן נא סידור לתקן "" ( "" ה הקדשה "" , 111 ) , דוקר להציל את ה תכשיט עם ה מפכ""ל ו נישואי ה סימטריית ה"	1	True	396	4	36	"פירעון ה מספנה ש התערער תחת ה כוריאוגרפיה "" יקטן נא סידור לתקן "" ( "" ה הקדשה "" , 111 ) , דוקר להציל את ה תכשיט עם ה מפכ""ל ו נישואי ה סימטריית ה טוניים בגלל חייו ב עונשי משרד ה עור . <eos>"
R__NOUN_NOUN_DET_ADJ	128	5	sing	מקורה	correct	generated	ב שריקת עורכי פיגר אלכסיי , כי ה אלונקה מפזרת , בין ה יושר , שלוש נושאות ממציאי , מלוא עיסה , למעלה מ <unk> כוחות ו אינסטינקטים ו מאות צריחים מ דרשן זיקנה - 1 - דרייק - 1 , ה משליך ל מקום ה התאגדות ה	0	True	2357	4	48	ב שריקת עורכי פיגר אלכסיי , כי ה אלונקה מפזרת , בין ה יושר , שלוש נושאות ממציאי , מלוא עיסה , למעלה מ 001,000 כוחות ו אינסטינקטים ו מאות צריחים מ דרשן זיקנה - 1 - דרייק - 1 , ה משליך ל מקום ה התאגדות ה מגושם ה דיפרנציאלי ביותר . <eos>
R__NOUN_NOUN_DET_ADJ	128	5	sing	מקורים	wrong	generated	ב שריקת עורכי פיגר אלכסיי , כי ה אלונקה מפזרת , בין ה יושר , שלוש נושאות ממציאי , מלוא עיסה , למעלה מ <unk> כוחות ו אינסטינקטים ו מאות צריחים מ דרשן זיקנה - 1 - דרייק - 1 , ה משליך ל מקום ה התאגדות ה	0	True	160	4	48	ב שריקת עורכי פיגר אלכסיי , כי ה אלונקה מפזרת , בין ה יושר , שלוש נושאות ממציאי , מלוא עיסה , למעלה מ 001,000 כוחות ו אינסטינקטים ו מאות צריחים מ דרשן זיקנה - 1 - דרייק - 1 , ה משליך ל מקום ה התאגדות ה מגושם ה דיפרנציאלי ביותר . <eos>
R__NOUN_NOUN_DET_ADJ	36	3	sing	משובצת	correct	generated	ב סערת תפקידיו להיפגש שחקני באמצעות מלאכת ה רובים ב אוגדה ה חיובית מ סכנת ה תרעומת ה	0	False	96	4	18	ב סערת תפקידיו להיפגש שחקני באמצעות מלאכת ה רובים ב אוגדה ה חיובית מ סכנת ה תרעומת ה רווחית ל שורות קניבלים , ש בהן יהיו מצעים ל מיתוסים , ל שלבי ו ל רבנות . <eos>
R__NOUN_NOUN_DET_ADJ	36	3	sing	משובצות	wrong	generated	ב סערת תפקידיו להיפגש שחקני באמצעות מלאכת ה רובים ב אוגדה ה חיובית מ סכנת ה תרעומת ה	0	False	129	4	18	ב סערת תפקידיו להיפגש שחקני באמצעות מלאכת ה רובים ב אוגדה ה חיובית מ סכנת ה תרעומת ה רווחית ל שורות קניבלים , ש בהן יהיו מצעים ל מיתוסים , ל שלבי ו ל רבנות . <eos>
R__VERB_NOUN_CCONJ_VERB	16	2	plur	מאבטחים	correct	generated	צוחקים את בסיס ה מחאה ו	0	False	130	6	6	צוחקים את בסיס ה מחאה ו מורפיזם אותו כמו ב שוויון בהיר . <eos>
R__VERB_NOUN_CCONJ_VERB	16	2	plur	מאבטח	wrong	generated	צוחקים את בסיס ה מחאה ו	0	False	161	6	6	צוחקים את בסיס ה מחאה ו מורפיזם אותו כמו ב שוויון בהיר . <eos>
R__NOUN_ADJ_DET_ADJ	13	1	sing	נחותה	correct	generated	אבל אצלנו מחיר ה סמסטר דוגר ב פירעון ה פורנוגרפיה , ו ה סרעפת ה הסברתית ה	0	True	155	4	17	אבל אצלנו מחיר ה סמסטר דוגר ב פירעון ה פורנוגרפיה , ו ה סרעפת ה הסברתית ה אבודה ש אנו מתרוממים היא זו של ה דוברים . <eos>
R__NOUN_ADJ_DET_ADJ	13	1	sing	נחותות	wrong	generated	אבל אצלנו מחיר ה סמסטר דוגר ב פירעון ה פורנוגרפיה , ו ה סרעפת ה הסברתית ה	0	True	55	4	17	אבל אצלנו מחיר ה סמסטר דוגר ב פירעון ה פורנוגרפיה , ו ה סרעפת ה הסברתית ה אבודה ש אנו מתרוממים היא זו של ה דוברים . <eos>
R__NOUN_ADJ_DET_ADJ	5	7	sing	הפוכה	correct	generated	לא היתה עבורם התמיינות מצומצמת יותר ל השוואת החלטתה של ה התחממות ה מוצלחת , עד כדי כך ש כמה מ אגוזי ה עצה ה נוצרית ה	0	True	826	4	27	לא היתה עבורם התמיינות מצומצמת יותר ל השוואת החלטתה של ה התחממות ה מוצלחת , עד כדי כך ש כמה מ אגוזי ה עצה ה נוצרית ה מבריקה מקבלי ה ביטול הוקמו ב אנונימיות להשוות עבורו ב אמנויות ל קלרמונט . <eos>
R__NOUN_ADJ_DET_ADJ	5	7	sing	הפוכות	wrong	generated	לא היתה עבורם התמיינות מצומצמת יותר ל השוואת החלטתה של ה התחממות ה מוצלחת , עד כדי כך ש כמה מ אגוזי ה עצה ה נוצרית ה	0	True	128	4	27	לא היתה עבורם התמיינות מצומצמת יותר ל השוואת החלטתה של ה התחממות ה מוצלחת , עד כדי כך ש כמה מ אגוזי ה עצה ה נוצרית ה מבריקה מקבלי ה ביטול הוקמו ב אנונימיות להשוות עבורו ב אמנויות ל קלרמונט . <eos>
R__NOUN_NOUN_DET_ADJ	21	2	sing	מוסדי	correct	generated	ה פרסום ה תלול היה התמרדות גלקטית של רכב חומר ה הזדקנות על פריצת הקמת ה קונסולת ה	0	False	91	4	18	ה פרסום ה תלול היה התמרדות גלקטית של רכב חומר ה הזדקנות על פריצת הקמת ה קונסולת ה תכוף להכין ל דעת תגבור פוסן זווית לחקור ל מועדון שני ממצאי תיק ה רפרטואר על דירת אוראל . <eos>
R__NOUN_NOUN_DET_ADJ	21	2	sing	מוסדיים	wrong	generated	ה פרסום ה תלול היה התמרדות גלקטית של רכב חומר ה הזדקנות על פריצת הקמת ה קונסולת ה	0	False	141	4	18	ה פרסום ה תלול היה התמרדות גלקטית של רכב חומר ה הזדקנות על פריצת הקמת ה קונסולת ה תכוף להכין ל דעת תגבור פוסן זווית לחקור ל מועדון שני ממצאי תיק ה רפרטואר על דירת אוראל . <eos>
R__NOUN_ADJ_DET_ADJ	13	7	sing	מכנית	correct	generated	אבל אצלנו אחוז ה חילוץ מהסס ב גבול ה חינה , ו ה עוגייה ה פסיכומטרית ה	0	True	470	4	17	אבל אצלנו אחוז ה חילוץ מהסס ב גבול ה חינה , ו ה עוגייה ה פסיכומטרית ה יזומה ש אנו נשנים היא זו של ה רכבים . <eos>
R__NOUN_ADJ_DET_ADJ	13	7	sing	מכניות	wrong	generated	אבל אצלנו אחוז ה חילוץ מהסס ב גבול ה חינה , ו ה עוגייה ה פסיכומטרית ה	0	True	243	4	17	אבל אצלנו אחוז ה חילוץ מהסס ב גבול ה חינה , ו ה עוגייה ה פסיכומטרית ה יזומה ש אנו נשנים היא זו של ה רכבים . <eos>
R__NOUN_NOUN_PUNCT_SCONJ_VERB	14	2	plur	מושלמות	correct	generated	ה אולפן דמוקרט חצה , כי אם לא יתקיימו חרכי מורפולוגיים , יסטה תרבויות של קיבוץ ה דבר , ה	2	True	92	7	20	"ה אולפן דמוקרט חצה , כי אם לא יתקיימו חרכי מורפולוגיים , יסטה תרבויות של קיבוץ ה דבר , ה מזומנות ב אגמים תחת חוק צה""ל , ל ניכוי ואנג . <eos>"
R__NOUN_NOUN_PUNCT_SCONJ_VERB	14	2	plur	מושלמת	wrong	generated	ה אולפן דמוקרט חצה , כי אם לא יתקיימו חרכי מורפולוגיים , יסטה תרבויות של קיבוץ ה דבר , ה	2	True	737	7	20	"ה אולפן דמוקרט חצה , כי אם לא יתקיימו חרכי מורפולוגיים , יסטה תרבויות של קיבוץ ה דבר , ה מזומנות ב אגמים תחת חוק צה""ל , ל ניכוי ואנג . <eos>"
R__NOUN_DET_ADV_PUNCT_ADJ	14	6	sing	זכה	correct	generated	ה גאוות ה בין -	0	True	40209	4	5	ה גאוות ה בין - עלילתית תחזיק את מעשיו ו תקום גם ב עמלות ה שימון ה לבבי , לרבות ה בובת ה רכה . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	14	6	sing	זכות	wrong	generated	ה גאוות ה בין -	0	True	13944	4	5	ה גאוות ה בין - עלילתית תחזיק את מעשיו ו תקום גם ב עמלות ה שימון ה לבבי , לרבות ה בובת ה רכה . <eos>
R__NOUN_NOUN_DET_ADJ	125	9	sing	נחוש	correct	generated	ה נדרי אבדו ב ליל ה שיפוץ ה	0	False	363	4	8	ה נדרי אבדו ב ליל ה שיפוץ ה ביוכימי של פרויקט ה טקס ב הערכת משאית סבוכה ו איחרו ל מעצבי איחוי על ממצא ו ל ממשות ב הפחדה . <eos>
R__NOUN_NOUN_DET_ADJ	125	9	sing	נחושים	wrong	generated	ה נדרי אבדו ב ליל ה שיפוץ ה	0	False	106	4	8	ה נדרי אבדו ב ליל ה שיפוץ ה ביוכימי של פרויקט ה טקס ב הערכת משאית סבוכה ו איחרו ל מעצבי איחוי על ממצא ו ל ממשות ב הפחדה . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	23	4	sing	ספרותית	correct	generated	ב אומות ה מברשת ה פרו -	0	True	1849	4	7	ב אומות ה מברשת ה פרו - איומה ב נילוס , לאות ל הפסד כדרור מנבאת את ה כר מ דוכס ל ציר גם אם אינה פנטרה ספציפית על בנציון . <eos>
R__NOUN_DET_ADV_PUNCT_ADJ	23	4	sing	ספרותיות	wrong	generated	ב אומות ה מברשת ה פרו -	0	True	637	4	7	ב אומות ה מברשת ה פרו - איומה ב נילוס , לאות ל הפסד כדרור מנבאת את ה כר מ דוכס ל ציר גם אם אינה פנטרה ספציפית על בנציון . <eos>
R__NOUN_NOUN_DET_ADJ	118	5	plur	חדשניים	correct	generated	שלושה פיטורי בשרניים ש נחתמו אתמול מיליליטר של חנות ה הידברות ה אנגרמה נתקלו ל אוהדי ה גילאי ה	1	False	340	4	19	שלושה פיטורי בשרניים ש נחתמו אתמול מיליליטר של חנות ה הידברות ה אנגרמה נתקלו ל אוהדי ה גילאי ה נסתרים . <eos>
R__NOUN_NOUN_DET_ADJ	118	5	plur	חדשני	wrong	generated	שלושה פיטורי בשרניים ש נחתמו אתמול מיליליטר של חנות ה הידברות ה אנגרמה נתקלו ל אוהדי ה גילאי ה	1	False	544	4	19	שלושה פיטורי בשרניים ש נחתמו אתמול מיליליטר של חנות ה הידברות ה אנגרמה נתקלו ל אוהדי ה גילאי ה נסתרים . <eos>
R__NOUN_NOUN_DET_ADJ	61	4	sing	מוגדל	correct	generated	מאבק ה משאב , קטאר , יתפטר ל משיכת , ל דבר ה אנדרטת ה	0	True	153	4	15	מאבק ה משאב , קטאר , יתפטר ל משיכת , ל דבר ה אנדרטת ה שטוח לכבוד צדם ( 13.11 , ב הסתייגות תשע ב אגן ) , מ תמוז , שם הוא מתאפס ב הנהגתו טעות ענני ב גילאי טבחית זה 01 מרפאות . <eos>
R__NOUN_NOUN_DET_ADJ	61	4	sing	מוגדלים	wrong	generated	מאבק ה משאב , קטאר , יתפטר ל משיכת , ל דבר ה אנדרטת ה	0	True	47	4	15	מאבק ה משאב , קטאר , יתפטר ל משיכת , ל דבר ה אנדרטת ה שטוח לכבוד צדם ( 13.11 , ב הסתייגות תשע ב אגן ) , מ תמוז , שם הוא מתאפס ב הנהגתו טעות ענני ב גילאי טבחית זה 01 מרפאות . <eos>
R__NOUN_ADJ_DET_ADJ	45	0	plur	זמינים	correct	original	מי מבין ה קצינים ה אלה ש לא יזכה ב מינוי , טובים סיכוייו <unk> ב אחד ה תפקידים ה אחרים ה	0	True	567	4	22	מי מבין ה קצינים ה אלה ש לא יזכה ב מינוי , טובים סיכוייו להשתבץ ב אחד ה תפקידים ה אחרים ה זמינים , כמו מפקד ה מחוז ה דרומי , מפקד משמר ה גבול , או ראש ה מטה של שר ה משטרה . <eos>
R__NOUN_ADJ_DET_ADJ	45	0	plur	זמין	wrong	original	מי מבין ה קצינים ה אלה ש לא יזכה ב מינוי , טובים סיכוייו <unk> ב אחד ה תפקידים ה אחרים ה	0	True	714	4	22	מי מבין ה קצינים ה אלה ש לא יזכה ב מינוי , טובים סיכוייו להשתבץ ב אחד ה תפקידים ה אחרים ה זמינים , כמו מפקד ה מחוז ה דרומי , מפקד משמר ה גבול , או ראש ה מטה של שר ה משטרה . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	3	2	sing	קב	correct	generated	דווח ! מוקש , מוכרי ו	1	True	72	4	6	דווח ! מוקש , מוכרי ו תקריב , סומכים , קולטים , קולטים . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	3	2	sing	קביים	wrong	generated	דווח ! מוקש , מוכרי ו	1	True	63	4	6	דווח ! מוקש , מוכרי ו תקריב , סומכים , קולטים , קולטים . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	7	8	plur	אחים	correct	generated	מסקנות ו זוועות ותיקות ב קשמיר מתווספות ב שוק בקשת היוודע : שליחויות , אופניים ו סבלים חקלאיים , נשקים , שולחנות או	0	True	6217	4	23	מסקנות ו זוועות ותיקות ב קשמיר מתווספות ב שוק בקשת היוודע : שליחויות , אופניים ו סבלים חקלאיים , נשקים , שולחנות או אחים , שחמטאים ל המשכה של ה מותחן ו בעיקר ה חקלאים . <eos>
R__NOUN_PUNCT_NOUN_CCONJ_NOUN	7	8	plur	אח	wrong	generated	מסקנות ו זוועות ותיקות ב קשמיר מתווספות ב שוק בקשת היוודע : שליחויות , אופניים ו סבלים חקלאיים , נשקים , שולחנות או	0	True	2382	4	23	מסקנות ו זוועות ותיקות ב קשמיר מתווספות ב שוק בקשת היוודע : שליחויות , אופניים ו סבלים חקלאיים , נשקים , שולחנות או אחים , שחמטאים ל המשכה של ה מותחן ו בעיקר ה חקלאים . <eos>
R__NOUN_NOUN_DET_ADJ	146	9	sing	מודרנית	correct	generated	מ אז <unk> הושכר חידוש ניכוי ה עבירות ה נייחות על - תכניות אמנות ה לימוד ה	0	True	5808	4	17	מ אז 7791 הושכר חידוש ניכוי ה עבירות ה נייחות על - תכניות אמנות ה לימוד ה אקומנית , ה נורמליזציה ה עדין ביותר ב מעצבי פימה ריאליים . <eos>
R__NOUN_NOUN_DET_ADJ	146	9	sing	מודרניות	wrong	generated	מ אז <unk> הושכר חידוש ניכוי ה עבירות ה נייחות על - תכניות אמנות ה לימוד ה	0	True	1254	4	17	מ אז 7791 הושכר חידוש ניכוי ה עבירות ה נייחות על - תכניות אמנות ה לימוד ה אקומנית , ה נורמליזציה ה עדין ביותר ב מעצבי פימה ריאליים . <eos>
