pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	ngram_lstm_hidden650_batch256_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr5.0	ngram_lstm_hidden650_batch512_dropout0.1_lr5.0	ngram_lstm_hidden650_batch1024_dropout0.1_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.0_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr10.0	ngram_lstm_hidden650_batch256_dropout0.2_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr10.0	ngram_lstm_hidden650_batch256_dropout0.1_lr5.0	ngram_lstm_hidden650_batch256_dropout0.1_lr20.0	ngram_lstm_hidden650_batch256_dropout0.0_lr1.0	ngram_lstm_hidden650_batch256_dropout0.2_lr1.0	ngram_lstm_hidden650_batch256_dropout0.0_lr5.0	ngram_lstm_hidden650_batch256_dropout0.0_lr20.0	ngram_lstm_hidden650_batch512_dropout0.2_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr10.0	ngram_lstm_hidden650_batch512_dropout0.1_lr10.0	ngram_lstm_hidden650_batch512_dropout0.2_lr5.0	ngram_lstm_hidden650_batch512_dropout0.2_lr1.0	ngram_lstm_hidden650_batch512_dropout0.1_lr20.0	ngram_lstm_hidden650_batch1024_dropout0.0_lr1.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr10.0	ngram_lstm_hidden650_batch1024_dropout0.2_lr20.0
L__NOUN_VERB_VERB	15	6	sing	asks	correct	generated	The ordinary group to bring for neat	0	False	1751	5	7	The ordinary group to bring for neat agrees to reflect billion , or your portion sentence spirit composition , and afford . <eos>	-15.2189	-14.2296	-14.4644	-15.2235	-16.5162	-15.0203	-15.5145	-14.0664	-14.8832	-14.6706	-13.767	-16.8107	-14.2166	-13.2984	-15.3508	-14.4648	-16.4832	-16.7521	-14.0678	-16.508	-14.6463	-15.8668	-15.8754	-14.5152	-13.7441	-17.5798	-14.248	-14.6072	-14.3869	-16.2488	-14.9295	-15.5625	-13.6389	-14.8591	-14.6684	-14.2642
L__NOUN_VERB_VERB	15	6	sing	ask	wrong	generated	The ordinary group to bring for neat	0	False	1771	5	7	The ordinary group to bring for neat agrees to reflect billion , or your portion sentence spirit composition , and afford . <eos>	-14.2269	-12.5153	-14.6464	-15.4383	-16.5426	-15.5598	-14.5984	-14.4348	-14.6426	-14.5493	-13.2686	-15.1274	-14.2646	-12.639	-16.503	-14.4014	-15.7352	-14.7295	-14.3471	-14.7035	-12.6611	-13.4714	-13.9015	-13.6946	-14.7996	-17.015	-13.699	-14.0635	-13.9038	-13.1141	-14.2313	-14.8364	-13.1145	-15.0653	-13.8387	-15.3005
L__NOUN_VERB_VERB	6	9	plur	indicate	correct	generated	I respond the politics on which I should recruit your disgrace	1	False	2836	8	11	I respond the politics on which I should recruit your disgrace indicate : ( a ) Do you respond a formidable predator about the wallet to strict distribution toes believed by Earl Abdul ? <eos>	-16.8712	-17.1972	-16.063	-15.7702	-18.3878	-15.2745	-14.0181	-15.1921	-14.6452	-15.3404	-15.6153	-16.0186	-14.1438	-16.4339	-16.1128	-16.3212	-15.0128	-17.1527	-14.6204	-16.5713	-15.828	-17.4308	-14.2732	-13.8741	-15.946	-15.9092	-14.325	-16.067	-12.9594	-15.0752	-15.758	-14.264	-15.78	-14.0489	-14.4293	-17.5355
L__NOUN_VERB_VERB	6	9	plur	indicates	wrong	generated	I respond the politics on which I should recruit your disgrace	1	False	1984	8	11	I respond the politics on which I should recruit your disgrace indicate : ( a ) Do you respond a formidable predator about the wallet to strict distribution toes believed by Earl Abdul ? <eos>	-11.6481	-14.7345	-13.8408	-14.7403	-15.3694	-14.7154	-15.3094	-14.398	-15.6415	-15.3174	-14.0625	-13.7064	-15.0806	-15.2367	-15.5259	-15.0493	-13.7945	-15.991	-13.7968	-14.7408	-13.1927	-13.3507	-12.6596	-13.3894	-14.3983	-14.0049	-13.2999	-16.1256	-13.1992	-14.4334	-14.1546	-14.2612	-14.0319	-14.4078	-14.273	-13.4024
R__VERB_NOUN_CCONJ_VERB	1	6	plur	cut	correct	generated	I seek we manually decide the joke and	0	False	7012	4	8	I seek we manually decide the joke and deserve to Hospital . <eos>	-8.11458	-8.71453	-9.8536	-8.66244	-7.50999	-7.66151	-6.90109	-6.7384	-8.13813	-8.09234	-7.62488	-8.94593	-8.16963	-6.80059	-6.50788	-7.41467	-7.18918	-7.71399	-6.90746	-8.27082	-8.9726	-7.66599	-9.11444	-8.10041	-7.90037	-7.55751	-6.73468	-7.29133	-7.17522	-7.63506	-7.67419	-7.93007	-7.34631	-7.42779	-7.28641	-8.18863
R__VERB_NOUN_CCONJ_VERB	1	6	plur	cuts	wrong	generated	I seek we manually decide the joke and	0	False	1618	4	8	I seek we manually decide the joke and deserve to Hospital . <eos>	-9.03326	-9.00945	-10.1493	-10.8281	-10.97	-9.04742	-8.96614	-9.42116	-8.61164	-9.01041	-10.8732	-11.7945	-8.42936	-9.09914	-7.85967	-9.88819	-8.45021	-9.83415	-7.56177	-8.4051	-11.5372	-8.76679	-9.81214	-9.33514	-7.73823	-9.71482	-8.72907	-10.1495	-8.64151	-9.86917	-10.2132	-8.93178	-9.21562	-8.13699	-9.02777	-9.0444
L__NOUN_VERB_VERB	24	4	plur	plan	correct	generated	Peoples who wash these explosives	0	False	8632	5	5	Peoples who wash these explosives make at the unwillingness indeed ; and it 's tall to put they are aggressive and southern to pour no if they propose there would develop a barrel . <eos>	-17.0402	-15.616	-12.9116	-14.2576	-14.4541	-13.5644	-15.2307	-14.0487	-13.4172	-12.8067	-14.8635	-15.7134	-12.8739	-14.9036	-14.3719	-12.628	-15.1621	-17.4056	-12.9191	-17.4011	-11.3538	-13.2548	-13.9717	-14.2983	-14.4656	-14.4369	-11.0837	-14.7137	-12.9715	-13.4228	-12.1318	-12.8529	-12.2938	-14.8094	-13.1868	-14.0398
L__NOUN_VERB_VERB	24	4	plur	plans	wrong	generated	Peoples who wash these explosives	0	False	7238	5	5	Peoples who wash these explosives make at the unwillingness indeed ; and it 's tall to put they are aggressive and southern to pour no if they propose there would develop a barrel . <eos>	-12.8306	-12.9495	-12.6938	-12.9829	-15.729	-12.9846	-12.4212	-12.0885	-11.3846	-11.5796	-14.0378	-14.5503	-12.6446	-12.8982	-12.9246	-12.6388	-13.1428	-15.1523	-12.7205	-14.9705	-12.2228	-12.6946	-11.7075	-12.39	-13.3289	-12.2676	-11.4224	-12.6888	-14.2708	-14.8407	-11.2076	-11.3011	-12.7716	-10.8072	-12.8709	-12.181
R__VERB_NOUN_CCONJ_VERB	8	3	sing	covers	correct	generated	It jumps the waiter for map index and	0	False	3270	7	8	It jumps the waiter for map index and follows , “ We are backed that the Kenneth should not admit with comfortable - weapon worries who pose to spend and succeed personally and uniquely in the premises , sons , and specialists of hectic terror . ” <eos>	-11.2242	-9.72785	-10.0233	-9.7206	-12.6317	-6.76258	-9.5147	-12.4744	-8.61241	-7.21611	-11.018	-7.67816	-8.2519	-9.61966	-8.36056	-9.97456	-10.0158	-9.67568	-10.0032	-10.4733	-8.78993	-10.047	-9.5823	-11.3232	-10.3239	-9.72923	-9.99771	-11.163	-10.1449	-10.64	-10.3351	-8.15024	-9.54949	-8.61036	-9.11071	-10.5279
R__VERB_NOUN_CCONJ_VERB	8	3	sing	cover	wrong	generated	It jumps the waiter for map index and	0	False	8078	7	8	It jumps the waiter for map index and follows , “ We are backed that the Kenneth should not admit with comfortable - weapon worries who pose to spend and succeed personally and uniquely in the premises , sons , and specialists of hectic terror . ” <eos>	-7.99506	-6.60537	-7.90342	-7.06185	-9.28184	-8.71116	-6.7998	-6.83908	-8.83272	-7.45554	-9.53483	-6.58637	-8.43645	-5.82495	-4.25126	-8.95292	-9.04177	-4.44181	-8.36739	-8.02546	-7.51858	-5.83196	-8.32308	-7.60254	-8.82565	-6.00689	-7.49345	-9.81233	-7.81026	-8.6353	-7.35106	-7.48909	-6.37716	-8.4954	-6.19006	-6.71656
L__NOUN_VERB_VERB	17	0	sing	is	correct	original	The main thing people do there	1	False	649202	4	6	The main thing people do there is go to the beach . <eos>	-2.86419	-0.799292	-2.66192	-0.769964	-1.0176	-1.78331	-2.75387	-0.794418	-2.11214	-3.22097	-1.31075	-3.19837	-1.48896	-2.20236	-2.39861	-1.88134	-2.36673	-2.59398	-2.6372	-1.85908	-1.89972	-2.94936	-2.65514	-2.55214	-2.83125	-2.10675	-0.963096	-1.22309	-3.24876	-1.80854	-1.40589	-2.53078	-1.75461	-2.3627	-1.2425	-1.90195
L__NOUN_VERB_VERB	17	0	sing	are	wrong	original	The main thing people do there	1	False	261453	4	6	The main thing people do there is go to the beach . <eos>	-1.9122	-2.88054	-2.38684	-1.8298	-2.42264	-3.53601	-3.0311	-2.18439	-2.11203	-3.84216	-1.17082	-3.32183	-2.20055	-2.55664	-3.66187	-3.1229	-3.9996	-3.92787	-1.3571	-2.7491	-2.67632	-3.44672	-2.40435	-3.2766	-2.38708	-2.71852	-2.3322	-1.4402	-2.46002	-3.90942	-3.43581	-3.20454	-2.67683	-2.92866	-1.63851	-1.77866
R__VERB_NOUN_CCONJ_VERB	12	3	sing	covers	correct	generated	Trust for a cell of foreigners in their creation that drops from the barn and	0	False	3270	5	15	Trust for a cell of foreigners in their creation that drops from the barn and relates super to the vent fo the demonstration . <eos>	-10.2786	-9.8049	-8.93001	-9.00986	-8.49117	-8.35992	-9.89864	-8.88863	-10.0481	-9.89529	-10.7525	-10.4258	-9.7465	-9.41452	-11.856	-9.54956	-10.4286	-10.4049	-10.1757	-9.44359	-9.09902	-10.4576	-9.71327	-10.8162	-10.1035	-10.2626	-9.77917	-9.76153	-9.11892	-9.40716	-9.86502	-9.20037	-9.55578	-8.75397	-9.75123	-10.385
R__VERB_NOUN_CCONJ_VERB	12	3	sing	cover	wrong	generated	Trust for a cell of foreigners in their creation that drops from the barn and	0	False	8078	5	15	Trust for a cell of foreigners in their creation that drops from the barn and relates super to the vent fo the demonstration . <eos>	-9.9795	-9.24565	-7.90464	-9.3414	-10.0996	-8.77299	-9.0703	-9.3142	-9.11534	-7.98299	-10.08	-10.1183	-9.47961	-8.9498	-11.3949	-10.4013	-8.43763	-13.4017	-8.59957	-8.65992	-9.58765	-10.1922	-7.76906	-8.56114	-6.87285	-8.08551	-8.18724	-10.2797	-7.81857	-9.87159	-9.77581	-7.65766	-9.1754	-8.44781	-8.16208	-7.4764
R__VERB_NOUN_CCONJ_VERB	10	2	plur	provide	correct	generated	You apologize the lookout and	0	False	12768	4	5	You apologize the lookout and represent tent membership into the ham . <eos>	-6.93082	-7.79121	-7.4598	-6.48393	-7.21525	-8.95877	-7.24512	-6.53092	-7.45758	-8.25203	-8.96972	-7.96927	-7.66272	-7.59399	-8.63981	-7.43351	-6.86046	-5.8634	-7.20887	-7.18118	-6.07427	-9.3762	-6.46035	-7.04489	-6.55486	-8.77506	-9.92641	-8.46232	-9.09089	-7.58107	-8.31332	-8.11131	-9.2615	-8.46389	-7.36672	-7.72628
R__VERB_NOUN_CCONJ_VERB	10	2	plur	provides	wrong	generated	You apologize the lookout and	0	False	7409	4	5	You apologize the lookout and represent tent membership into the ham . <eos>	-7.35452	-8.65244	-9.41734	-8.56526	-8.23851	-7.89761	-9.93502	-7.62548	-8.81848	-8.80459	-9.57639	-11.0307	-9.26014	-9.97655	-8.80236	-7.96723	-9.42465	-11.1511	-9.05221	-10.4723	-9.06502	-10.6477	-8.40907	-7.92992	-8.90747	-9.73094	-10.7578	-10.921	-9.5884	-10.4171	-9.26607	-8.7387	-10.0581	-8.43904	-8.15834	-11.0998
L__NOUN_VERB_VERB	7	9	sing	bites	correct	generated	Can you establish that the today we are happening	0	False	214	4	9	Can you establish that the today we are happening feels toward a homeless and nutritional coordinator ? <eos>	-14.2791	-16.466	-15.9436	-14.6317	-16.7514	-15.5401	-14.9695	-17.3851	-15.0558	-15.9929	-16.8097	-15.5646	-15.3478	-16.5404	-16.3519	-15.4396	-16.504	-17.7708	-16.2111	-17.1242	-16.1632	-15.9907	-16.1206	-15.9777	-16.1838	-16.8833	-13.8271	-17.5617	-15.3319	-16.7879	-14.8183	-15.8893	-16.0139	-14.8596	-14.72	-15.3731
L__NOUN_VERB_VERB	7	9	sing	bite	wrong	generated	Can you establish that the today we are happening	0	False	428	4	9	Can you establish that the today we are happening feels toward a homeless and nutritional coordinator ? <eos>	-14.4356	-14.5217	-15.8197	-14.2975	-15.85	-15.9447	-15.2255	-15.9451	-15.2754	-16.7499	-15.1052	-14.5875	-15.1458	-15.629	-15.3143	-15.1277	-15.5405	-15.8873	-14.7275	-14.685	-15.1361	-17.0174	-15.0546	-16.0527	-16.6807	-15.8547	-12.97	-16.3146	-14.0542	-16.6493	-14.3268	-15.7522	-14.5483	-15.3613	-14.7321	-14.3489
L__NOUN_VERB_VERB	24	6	plur	take	correct	generated	Rules who receive these extremists	0	False	20489	5	5	Rules who receive these extremists prefer at the electricity incredibly ; and it 's frightening to commit they are authentic and vulnerable to climb no if they thank there would hurt a laser . <eos>	-9.30304	-6.65027	-7.64975	-7.07628	-8.3964	-6.30802	-7.488	-8.64835	-7.32439	-7.98216	-7.01319	-5.94483	-7.95055	-6.41782	-7.80823	-7.00431	-8.61231	-7.90236	-5.57467	-5.17388	-8.09187	-7.60981	-8.03132	-7.34393	-6.7722	-9.45754	-7.35555	-8.53645	-6.05204	-7.73017	-6.46721	-7.27801	-7.62734	-8.32464	-5.82452	-6.97125
L__NOUN_VERB_VERB	24	6	plur	takes	wrong	generated	Rules who receive these extremists	0	False	7831	5	5	Rules who receive these extremists prefer at the electricity incredibly ; and it 's frightening to commit they are authentic and vulnerable to climb no if they thank there would hurt a laser . <eos>	-11.3795	-10.2595	-10.1534	-10.4089	-9.92974	-9.79537	-9.39859	-11.7703	-9.84407	-10.2052	-11.0625	-9.30738	-10.3732	-9.88451	-10.994	-9.72717	-10.5361	-9.05345	-8.73696	-9.22289	-9.6849	-9.80054	-10.4852	-10.1843	-8.47406	-10.1924	-10.5959	-11.3293	-10.3211	-9.91652	-9.12558	-9.34452	-10.5441	-9.47913	-8.35031	-9.83403
L__NOUN_VERB_VERB	2	2	plur	try	correct	generated	<unk> I do n't sail to the vulnerability that the representatives we recognize or believe to	1	False	3589	6	16	Whie I do n't sail to the vulnerability that the representatives we recognize or believe to lose no equality on our tandem ( which I listen is somewhat legislative ) , it does vanish me why factions seek out a small colonization of secretaries to join the coup on . <eos>	-7.06612	-7.98577	-7.56785	-7.80152	-10.7615	-7.2912	-6.48634	-7.97305	-7.30371	-6.91923	-7.94847	-9.53236	-6.6317	-8.82576	-7.34131	-8.87773	-9.42572	-9.77815	-7.9708	-8.74371	-8.79791	-8.20388	-9.18993	-8.77186	-8.89327	-7.2951	-7.20757	-8.38359	-6.99902	-7.80786	-8.06072	-7.64789	-8.41016	-6.75788	-6.66555	-8.65501
L__NOUN_VERB_VERB	2	2	plur	tries	wrong	generated	<unk> I do n't sail to the vulnerability that the representatives we recognize or believe to	1	False	2412	6	16	Whie I do n't sail to the vulnerability that the representatives we recognize or believe to lose no equality on our tandem ( which I listen is somewhat legislative ) , it does vanish me why factions seek out a small colonization of secretaries to join the coup on . <eos>	-16.162	-14.6628	-16.5447	-14.22	-18.689	-16.0855	-16.161	-16.0984	-14.7162	-15.2249	-15.2294	-19.0051	-14.137	-16.3984	-14.2199	-16.1136	-16.0669	-17.6688	-15.1588	-15.7154	-15.9365	-17.4791	-15.1671	-15.8687	-16.7301	-16.8343	-13.4213	-16.128	-13.9549	-14.5196	-16.6887	-15.4038	-14.8439	-14.3917	-14.6511	-14.7815
R__VERB_NOUN_CCONJ_VERB	4	6	plur	cut	correct	generated	Read me strengthen if you choose any governments or	0	False	7012	4	9	Read me strengthen if you choose any governments or tolerate anything enjoyable . <eos>	-10.8511	-11.3975	-11.9715	-11.8878	-10.2271	-12.2385	-11.0956	-11.9249	-11.1268	-12.1478	-9.88802	-10.5281	-11.0027	-10.0994	-9.88684	-10.316	-11.2567	-11.5046	-11.0998	-10.5215	-11.9895	-10.6137	-10.9524	-11.0911	-11.9518	-11.0297	-10.5349	-9.69992	-10.8322	-10.9664	-10.6512	-10.79	-10.1427	-12.0322	-11.8369	-10.1904
R__VERB_NOUN_CCONJ_VERB	4	6	plur	cuts	wrong	generated	Read me strengthen if you choose any governments or	0	False	1618	4	9	Read me strengthen if you choose any governments or tolerate anything enjoyable . <eos>	-10.9723	-12.4498	-12.1609	-13.3961	-12.8954	-12.7679	-10.4858	-11.6837	-10.907	-11.8174	-10.6906	-14.4788	-11.419	-10.9274	-10.5646	-12.0151	-12.3843	-14.1861	-11.6409	-11.9166	-14.095	-10.7867	-12.0924	-11.4106	-12.9113	-12.8635	-10.7045	-10.9906	-10.4236	-11.2369	-11.0168	-11.0681	-11.5892	-11.5049	-10.9497	-10.117
L__NOUN_VERB_VERB	15	9	sing	allows	correct	generated	The outward debt to trigger for scientific	0	False	5948	5	7	The outward debt to trigger for scientific agrees to grab five , or your disappearance tribe job hamster , and improve . <eos>	-17.5048	-15.3881	-16.0501	-15.5351	-15.2951	-14.8575	-14.7079	-16.4327	-13.5123	-14.6145	-12.9225	-13.0506	-12.898	-17.3478	-15.2095	-15.6981	-17.4543	-13.8184	-14.8867	-14.2747	-15.8581	-15.0662	-16.3304	-15.3874	-14.1975	-15.7133	-16.0056	-15.0051	-16.9394	-12.5198	-15.2734	-15.2056	-16.0928	-13.052	-14.6318	-16.3086
L__NOUN_VERB_VERB	15	9	sing	allow	wrong	generated	The outward debt to trigger for scientific	0	False	8990	5	7	The outward debt to trigger for scientific agrees to grab five , or your disappearance tribe job hamster , and improve . <eos>	-18.5409	-16.1396	-16.7857	-15.6357	-14.2184	-15.5493	-15.8812	-14.5569	-14.2476	-15.5274	-16.3117	-13.4695	-14.8508	-15.3013	-14.7488	-15.0515	-18.0006	-14.9495	-15.333	-15.6525	-12.7091	-18.6586	-14.8272	-17.6842	-14.6514	-17.8139	-17.7356	-13.2533	-16.1173	-15.1339	-15.018	-15.6869	-14.7953	-14.6692	-15.0094	-14.8362
L__NOUN_VERB_VERB	17	6	sing	affirms	correct	generated	The relaxed story helicopters describe there	1	False	80	4	6	The relaxed story helicopters describe there agrees relate to the freedom . <eos>	-18.0331	-15.5727	-15.4423	-15.356	-17.9001	-12.7493	-15.9158	-18.408	-15.2928	-13.5161	-16.5094	-17.1047	-14.3262	-16.4944	-14.618	-15.5367	-16.2922	-18.7163	-15.9719	-16.9533	-15.5228	-17.4127	-14.6161	-14.4683	-17.7075	-17.2893	-16.4158	-15.9289	-14.9384	-18.7442	-14.4586	-13.9412	-17.0135	-14.7315	-15.8952	-18.391
L__NOUN_VERB_VERB	17	6	sing	affirm	wrong	generated	The relaxed story helicopters describe there	1	False	127	4	6	The relaxed story helicopters describe there agrees relate to the freedom . <eos>	-16.828	-16.2343	-16.2645	-16.2115	-17.6822	-14.0206	-16.4732	-19.0699	-15.2903	-14.2914	-17.1233	-17.6852	-14.9123	-16.5955	-15.2099	-15.8943	-16.5809	-18.2628	-17.8015	-15.359	-15.5343	-16.7251	-15.624	-15.9038	-17.0851	-19.0454	-16.4666	-15.754	-14.7228	-17.0114	-14.823	-14.6963	-16.7016	-15.8622	-16.3495	-15.9304
L__NOUN_VERB_VERB	9	8	plur	tell	correct	generated	But additional taxes do circulate the dessert they learn he will recover , and the alternatives who describe him	1	True	2668	4	19	But additional taxes do circulate the dessert they learn he will recover , and the alternatives who describe him learn to enter the operations who arrive him . <eos>	-10.7015	-10.9927	-11.9597	-12.2171	-14.8644	-13.0385	-14.7441	-13.6957	-12.5203	-12.4557	-10.8881	-11.6788	-12.3994	-11.4726	-13.9065	-13.6433	-13.1629	-10.3581	-12.2885	-11.9439	-12.9094	-11.6265	-12.6785	-13.8212	-13.2723	-11.1318	-11.431	-10.7833	-11.5466	-11.1859	-12.9776	-13.0246	-13.0778	-11.5773	-12.3775	-11.0178
L__NOUN_VERB_VERB	9	8	plur	tells	wrong	generated	But additional taxes do circulate the dessert they learn he will recover , and the alternatives who describe him	1	True	4064	4	19	But additional taxes do circulate the dessert they learn he will recover , and the alternatives who describe him learn to enter the operations who arrive him . <eos>	-13.4599	-12.7374	-13.7817	-12.3965	-17.1726	-13.342	-15.3074	-14.2254	-12.2144	-13.3241	-12.4049	-12.8286	-12.3276	-12.3143	-14.9096	-14.1956	-13.4071	-11.8797	-14.6444	-13.6894	-12.7154	-13.4716	-14.6737	-14.8314	-15.469	-13.2886	-12.4127	-13.5193	-13.2743	-13.8903	-13.2666	-13.8269	-14.6894	-11.8788	-13.6203	-12.8201
L__NOUN_VERB_VERB	12	3	plur	eat	correct	generated	Excellent militias that politically would seek	1	False	1652	5	6	Excellent militias that politically would seek appreciate surgeons , county , Miller cigarette and some games of conferences . <eos>	-13.5222	-16.2715	-16.4227	-17.245	-18.3417	-15.188	-15.8903	-18.7029	-14.9682	-14.6569	-18.2483	-20.2124	-12.9859	-17.1883	-15.3709	-14.5001	-15.7297	-20.1589	-16.7396	-18.7048	-15.3764	-16.9953	-17.8871	-17.2443	-19.0588	-19.3332	-17.0716	-18.8914	-16.8974	-18.3532	-16.3642	-14.3604	-15.9594	-14.6972	-14.7874	-16.3705
L__NOUN_VERB_VERB	12	3	plur	eats	wrong	generated	Excellent militias that politically would seek	1	False	232	5	6	Excellent militias that politically would seek appreciate surgeons , county , Miller cigarette and some games of conferences . <eos>	-18.5136	-16.962	-19.5736	-20.2078	-18.3308	-17.4602	-19.7453	-20.8589	-16.9612	-16.9284	-20.5046	-18.9562	-16.1894	-18.2162	-18.9919	-18.3779	-22.1266	-20.14	-19.5165	-21.2163	-19.2397	-19.7464	-20.2619	-20.5377	-21.8922	-20.3525	-18.4069	-20.9703	-18.1572	-19.9174	-18.3841	-17.4347	-18.7254	-16.7244	-18.1053	-19.7596
L__NOUN_VERB_VERB	11	6	plur	address	correct	generated	The unusual former thanks that rapidly would knock from dessert	2	False	3744	7	10	The unusual former thanks that rapidly would knock from dessert arrive cult , secretary , flooring , tuna , civilian cap and damp lifeboats of characters and revisions -- mad as the NW farm . <eos>	-16.5645	-14.3458	-16.4554	-15.9396	-16.7693	-17.1711	-14.8876	-15.6591	-14.0811	-15.9086	-16.6824	-15.1528	-14.4935	-14.1465	-17.3399	-14.4099	-16.6901	-18.0157	-14.9157	-16.3175	-18.7303	-14.3284	-15.128	-16.7733	-20.1817	-15.9755	-14.407	-20.4054	-15.6153	-14.0603	-12.5081	-15.5715	-14.7729	-15.4978	-18.1779	-12.3918
L__NOUN_VERB_VERB	11	6	plur	addresses	wrong	generated	The unusual former thanks that rapidly would knock from dessert	2	False	938	7	10	The unusual former thanks that rapidly would knock from dessert arrive cult , secretary , flooring , tuna , civilian cap and damp lifeboats of characters and revisions -- mad as the NW farm . <eos>	-15.8125	-12.8545	-13.0402	-14.6252	-16.5962	-14.9989	-12.6057	-17.3433	-12.2712	-13.7442	-15.0214	-14.6311	-12.8959	-14.4153	-15.5066	-10.7073	-12.3265	-16.6955	-15.2033	-17.1266	-15.1705	-14.3727	-12.1221	-11.8978	-15.9597	-14.0198	-13.1608	-13.0135	-14.4573	-11.6313	-12.3752	-13.3702	-12.6018	-12.7492	-14.8136	-13.9489
L__NOUN_VERB_VERB	10	2	sing	understands	correct	generated	The feasible faction I discussed this pocket	0	False	228	5	7	The feasible faction I discussed this pocket objects to explode anyone reviewing this if they sell of some chicken I can spawn decide a potato to this Counsel PR . <eos>	-11.8595	-13.2099	-13.8449	-13.2212	-11.8937	-13.044	-14.2064	-13.9105	-12.9364	-12.8571	-12.9454	-14.411	-13.1436	-13.194	-13.7325	-14.5742	-12.8729	-13.7282	-12.6683	-13.6616	-15.1877	-12.2932	-12.9632	-13.5911	-14.8909	-15.6381	-14.2033	-13.2977	-14.0949	-14.1828	-12.2531	-12.2434	-14.7251	-12.7858	-13.6064	-15.8018
L__NOUN_VERB_VERB	10	2	sing	understand	wrong	generated	The feasible faction I discussed this pocket	0	False	2723	5	7	The feasible faction I discussed this pocket objects to explode anyone reviewing this if they sell of some chicken I can spawn decide a potato to this Counsel PR . <eos>	-11.8037	-11.895	-13.7751	-14.0205	-12.6	-16.0033	-15.168	-13.3567	-13.8906	-13.9081	-13.2664	-14.123	-13.5981	-12.8503	-12.8959	-14.3036	-13.8162	-13.6269	-12.5712	-12.9163	-13.4302	-12.2895	-14.3198	-12.9484	-13.5443	-13.178	-12.843	-12.4569	-11.8391	-12.2175	-11.4319	-14.1754	-13.8958	-16.0727	-12.8695	-14.9252
L__NOUN_VERB_VERB	21	0	sing	is	correct	original	The only neurological sign that he shows	1	False	649202	4	7	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead . <eos>	-3.6429	-5.57387	-3.94335	-4.56204	-5.23057	-7.23494	-3.68559	-5.60838	-5.77315	-4.93505	-5.16718	-3.16934	-6.72813	-4.73865	-5.54108	-5.56759	-4.88133	-5.94083	-4.94752	-6.38767	-6.44428	-4.23829	-8.46649	-4.33114	-6.73227	-6.77913	-3.8796	-7.1497	-3.70981	-4.21593	-5.78575	-5.91741	-2.51776	-7.50812	-3.74105	-2.96866
L__NOUN_VERB_VERB	21	0	sing	are	wrong	original	The only neurological sign that he shows	1	False	261453	4	7	The only neurological sign that he shows is that he barely drags his toes and sometimes has trouble with his right lead . <eos>	-5.12111	-5.88174	-6.69461	-5.857	-7.01695	-6.70751	-5.78937	-6.7034	-6.2012	-5.90319	-6.24168	-3.98241	-7.24444	-5.71381	-7.11724	-7.4289	-6.73271	-7.09457	-5.13875	-5.63267	-6.90813	-3.57786	-7.4648	-5.57273	-6.03625	-7.32321	-6.44977	-7.48599	-5.6813	-6.22022	-6.73846	-7.36477	-4.09715	-6.80229	-5.94027	-4.88826
L__NOUN_VERB_VERB	15	2	sing	appears	correct	generated	The outstanding cell to sell for gullible	0	False	7012	5	7	The outstanding cell to sell for gullible indicates to bother three , or your cafeteria salsa technology personality , and ensure . <eos>	-12.801	-14.3066	-13.8369	-13.0117	-12.1609	-13.2407	-12.9598	-16.2289	-10.767	-12.1934	-12.9437	-11.5716	-11.0329	-13.9717	-12.3115	-12.1582	-14.5535	-12.617	-12.2904	-12.7538	-12.8897	-14.9592	-11.3281	-12.8644	-12.6125	-12.6282	-15.1377	-15.1537	-12.2726	-14.8975	-10.9355	-10.9504	-12.8487	-11.7623	-13.1324	-14.3135
